size 25 20
tileset outdoor
visibilityRadius 8
unexplored


encounter "boss_lvl07" 5 2

item 1 "sonorinCanyonExitDoor" 7 1
tile entity 0 6 cliffs/concave-l
tile entity 0 6 cliffs/convex-r
tile entity 22 5 cliffs/convex-r
tile entity 22 5 cliffs/convex-tr
tile entity 22 5 cliffs/concave-bl
tile entity 21 5 cliffs/convex-r
tile entity 21 5 cliffs/convex-tr
tile entity 21 5 cliffs/concave-bl
tile entity 20 5 cliffs/concave-l
tile entity 17 5 cliffs/concave-r
tile entity 16 5 cliffs/concave-r
tile entity 15 5 cliffs/convex-tl
tile entity 15 5 cliffs/concave-br
tile entity 12 5 cliffs/concave-tl
tile entity 12 5 cliffs/convex-br
tile entity 11 5 cliffs/concave-tl
tile entity 10 5 cliffs/concave-tl
tile entity 9 5 cliffs/concave-l
tile entity 9 5 cliffs/convex-r
tile entity 8 5 cliffs/concave-r
tile entity 8 5 cliffs/convex-l
tile entity 1 5 cliffs/concave-l
tile entity 1 5 cliffs/convex-r
tile entity 0 5 cliffs/concave-l
tile entity 0 5 cliffs/convex-r
tile entity 21 4 cliffs/concave-l
tile entity 20 4 cliffs/convex-r
tile entity 20 4 cliffs/convex-tr
tile entity 20 4 cliffs/concave-bl
tile entity 17 4 cliffs/concave-r
tile entity 17 4 cliffs/convex-l
tile entity 16 4 cliffs/concave-r
tile entity 16 4 cliffs/convex-l
tile entity 14 4 cliffs/concave-l
tile entity 14 4 cliffs/convex-br
tile entity 14 4 cliffs/convex-r
tile entity 13 4 cliffs/concave-tl
tile entity 13 4 cliffs/convex-br
tile entity 12 4 cliffs/concave-tl
tile entity 12 4 cliffs/convex-br
tile entity 11 4 cliffs/concave-tl
tile entity 11 4 cliffs/convex-br
tile entity 10 4 cliffs/concave-tl
tile entity 10 4 cliffs/convex-br
tile entity 9 4 cliffs/concave-tl
tile entity 8 4 cliffs/concave-br
tile entity 8 4 cliffs/convex-l
tile entity 8 4 cliffs/convex-tl
tile entity 1 4 cliffs/concave-l
tile entity 1 4 cliffs/convex-r
tile entity 0 4 cliffs/convex-r
tile entity 0 4 cliffs/convex-tr
tile entity 24 3 cliffs/concave-r
tile entity 24 3 cliffs/convex-bl
tile entity 24 3 cliffs/convex-l
tile entity 21 3 cliffs/convex-r
tile entity 21 3 cliffs/convex-tr
tile entity 21 3 cliffs/concave-bl
tile entity 20 3 cliffs/concave-l
tile entity 19 3 cliffs/concave-l
tile entity 17 3 cliffs/concave-r
tile entity 17 3 cliffs/convex-l
tile entity 16 3 cliffs/concave-r
tile entity 16 3 cliffs/convex-l
tile entity 14 3 cliffs/concave-l
tile entity 14 3 cliffs/convex-r
tile entity 13 3 cliffs/concave-l
tile entity 13 3 cliffs/convex-br
tile entity 13 3 cliffs/convex-r
tile entity 12 3 cliffs/concave-l
tile entity 12 3 cliffs/convex-br
tile entity 12 3 cliffs/convex-r
tile entity 11 3 cliffs/concave-tl
tile entity 11 3 cliffs/convex-br
tile entity 10 3 cliffs/concave-br
tile entity 10 3 cliffs/convex-tl
tile entity 9 3 cliffs/concave-br
tile entity 9 3 cliffs/convex-tl
tile entity 8 3 cliffs/concave-br
tile entity 8 3 cliffs/concave-bl
tile entity 1 3 cliffs/concave-l
tile entity 1 3 cliffs/convex-r
tile entity 20 2 cliffs/convex-r
tile entity 20 2 cliffs/convex-tr
tile entity 20 2 cliffs/concave-bl
tile entity 19 2 cliffs/convex-r
tile entity 19 2 cliffs/convex-tr
tile entity 19 2 cliffs/concave-bl
tile entity 18 2 cliffs/convex-tl
tile entity 18 2 cliffs/convex-tr
tile entity 17 2 cliffs/convex-l
tile entity 17 2 cliffs/convex-tl
tile entity 17 2 cliffs/concave-br
tile entity 16 2 cliffs/concave-br
tile entity 16 2 cliffs/convex-l
tile entity 16 2 cliffs/convex-tl
tile entity 14 2 cliffs/concave-l
tile entity 14 2 cliffs/convex-r
tile entity 13 2 cliffs/concave-l
tile entity 13 2 cliffs/convex-r
tile entity 12 2 cliffs/concave-l
tile entity 12 2 cliffs/convex-r
tile entity 11 2 cliffs/concave-r
tile entity 10 2 cliffs/concave-r
tile entity 9 2 cliffs/concave-br
tile entity 9 2 cliffs/convex-tl
tile entity 7 2 cliffs/concave-l
tile entity 1 2 cliffs/concave-l
tile entity 1 2 cliffs/convex-r
tile entity 23 1 cliffs/concave-r
tile entity 23 1 cliffs/convex-bl
tile entity 23 1 cliffs/convex-l
tile entity 23 1 cliffs/concave-tr
tile entity 19 1 cliffs/convex-tr
tile entity 19 1 cliffs/concave-bl
tile entity 18 1 cliffs/convex-tl
tile entity 18 1 cliffs/convex-tr
tile entity 17 1 cliffs/concave-br
tile entity 17 1 cliffs/convex-tl
tile entity 14 1 cliffs/concave-tl
tile entity 13 1 cliffs/concave-l
tile entity 13 1 cliffs/convex-r
tile entity 12 1 cliffs/convex-r
tile entity 12 1 cliffs/convex-tl
tile entity 12 1 cliffs/convex-tr
tile entity 11 1 cliffs/concave-br
tile entity 11 1 cliffs/convex-l
tile entity 11 1 cliffs/convex-tl
tile entity 10 1 cliffs/concave-br
tile entity 10 1 cliffs/convex-l
tile entity 10 1 cliffs/convex-tl
tile entity 8 1 cliffs/concave-l
tile entity 8 1 cliffs/convex-br
tile entity 8 1 cliffs/convex-r
tile entity 7 1 cliffs/concave-tl
tile entity 6 1 cliffs/concave-br
tile entity 6 1 cliffs/convex-tl
tile entity 5 1 cliffs/concave-bl
tile entity 5 1 cliffs/concave-br
tile entity 4 1 cliffs/convex-tl
tile entity 4 1 cliffs/convex-tr
tile entity 3 1 cliffs/concave-bl
tile entity 3 1 cliffs/concave-br
tile entity 2 1 cliffs/concave-l
tile entity 1 1 cliffs/concave-l
tile entity 1 1 cliffs/convex-r
tile entity 22 0 cliffs/concave-tr
tile entity 21 0 cliffs/concave-tl
tile entity 21 0 cliffs/convex-bl
tile entity 21 0 cliffs/convex-br
tile entity 20 0 cliffs/convex-bl
tile entity 20 0 cliffs/concave-tr
tile entity 15 0 cliffs/convex-br
tile entity 15 0 cliffs/convex-r
tile entity 14 0 cliffs/convex-br
tile entity 13 0 cliffs/concave-tl
tile entity 1 0 cliffs/convex-r

elevation 0 -1 -1 0 1 1 1 1 0 0 1 1 0 0 0 0 1 2 2 2 2 1 1 1 1 1 
elevation 1 -1 -1 0 0 0 0 0 0 0 1 0 -1 -1 0 1 2 2 1 1 1 2 2 2 1 1 
elevation 2 -1 -1 0 0 0 0 0 0 1 0 0 -1 -1 0 1 2 1 0 0 0 1 2 2 2 1 
elevation 3 -1 -1 0 0 0 0 0 0 0 -1 -1 -1 -1 0 1 2 1 0 0 0 1 1 2 2 1 
elevation 4 -2 -1 0 0 0 0 0 0 -1 -1 -1 0 0 1 1 2 1 0 0 0 0 1 2 2 2 
elevation 5 -2 -1 0 0 0 0 0 0 -1 -1 0 1 1 2 2 1 1 0 0 0 0 0 1 2 2 
elevation 6 -2 -1 0 0 0 0 0 0 -1 -1 0 1 2 1 1 0 0 0 0 0 0 0 1 1 2 
elevation 7 -2 -1 0 0 0 0 0 0 -1 -1 0 1 2 1 0 0 0 0 0 0 0 0 0 0 1 
elevation 8 -2 -1 0 0 0 0 0 -1 -1 -1 0 1 2 1 0 0 0 0 0 0 0 0 0 0 0 
elevation 9 -2 -1 0 0 0 0 0 -1 -1 0 0 1 1 0 0 0 0 0 1 1 0 0 0 0 0 
elevation 10 -2 -1 0 0 0 0 -1 -1 0 1 1 1 1 0 0 0 0 1 1 1 1 1 0 0 0 
elevation 11 -1 -1 -1 0 0 0 -1 0 0 1 2 1 0 0 0 1 1 1 1 0 1 1 1 1 0 
elevation 12 0 0 -1 0 0 0 0 0 0 1 2 1 0 0 0 1 1 0 0 0 0 0 1 2 1 
elevation 13 1 1 0 0 0 0 0 0 0 1 2 1 0 0 0 0 0 0 0 0 0 0 1 1 1 
elevation 14 1 1 0 0 0 0 0 0 0 0 1 2 1 0 0 0 0 0 0 0 0 0 0 1 1 
elevation 15 1 1 0 0 0 0 0 0 0 0 1 1 1 1 0 1 1 1 1 0 0 0 0 1 1 
elevation 16 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 
elevation 17 1 1 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 
elevation 18 1 1 0 1 0 1 1 2 2 2 1 1 0 1 0 1 0 1 0 1 0 1 1 1 1 
elevation 19 1 1 1 2 1 2 2 2 3 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 


opaque  9 16
impass  0 0  0 1  0 2  0 3  0 4  0 5  0 6  0 7  0 8  0 9  0 10  0 11  0 12  0 13  0 14  0 15  0 16  0 17  0 18  0 19  1 0  1 1  1 2  1 3  1 4  1 5  1 6  1 7  1 8  1 9  1 10  1 12  1 19  2 0  2 1  2 11  2 12  2 14  2 15  2 16  2 17  2 18  2 19  3 0  3 1  3 13  3 14  3 19  4 0  4 1  4 19  5 0  5 1  5 19  6 0  6 1  6 10  6 11  6 12  6 19  7 0  7 2  7 8  7 9  7 10  7 12  7 19  8 0  8 1  8 3  8 4  8 5  8 6  8 7  8 8  8 11  8 12  8 13  8 14  8 19  9 0  9 2  9 3  9 5  9 6  9 7  9 8  9 11  9 12  9 13  9 14  9 15  9 19  10 0  10 1  10 2  10 3  10 6  10 7  10 8  10 9  10 14  10 15  10 16  10 19  11 0  11 1  11 2  11 6  11 7  11 8  11 11  11 12  11 13  11 15  11 16  11 19  12 0  12 1  12 2  12 3  12 9  12 11  12 12  12 13  12 15  12 16  12 19  13 0  13 1  13 2  13 3  13 6  13 7  13 8  13 9  13 10  13 14  13 16  13 19  14 0  14 2  14 3  14 4  14 6  14 7  14 8  14 9  14 12  14 13  14 17  14 19  15 0  15 5  15 6  15 13  15 16  15 19  16 0  16 2  16 3  16 4  16 5  16 6  16 13  16 16  16 19  17 0  17 1  17 2  17 3  17 4  17 5  17 9  17 12  17 16  17 19  18 0  18 1  18 2  18 12  18 16  18 19  19 0  19 1  19 2  19 3  19 11  19 15  19 19  20 0  20 2  20 3  20 4  20 5  20 12  20 19  21 0  21 3  21 4  21 5  21 6  21 12  21 13  21 19  22 0  22 5  22 6  22 7  22 13  22 14  22 15  22 16  22 17  22 19  23 0  23 1  23 6  23 7  23 13  23 19  24 0  24 1  24 2  24 3  24 4  24 5  24 6  24 7  24 8  24 9  24 10  24 11  24 12  24 13  24 14  24 15  24 16  24 17  24 18  24 19
