size 30 25
tileset outdoor
visibilityRadius 8
unexplored


encounter "treeants" 3 8
encounter "treeants" 16 19
encounter "undeadLvl15" 23 6

item 1 "chest_lock_superb" 25 17
tile entity 11 15 cliffs/concave-r
tile entity 11 15 cliffs/convex-l
tile entity 7 15 cliffs/convex-tr
tile entity 7 15 cliffs/concave-bl
tile entity 6 15 cliffs/concave-l
tile entity 2 15 features/shrub06
tile entity 21 14 cliffs/concave-l
tile entity 21 14 cliffs/convex-r
tile entity 18 14 cliffs/concave-r
tile entity 17 14 cliffs/concave-br
tile entity 17 14 cliffs/concave-bl
tile entity 16 14 cliffs/concave-l
tile entity 12 14 cliffs/concave-r
tile entity 11 14 cliffs/concave-br
tile entity 11 14 cliffs/convex-l
tile entity 11 14 cliffs/convex-tl
tile entity 6 14 cliffs/concave-l
tile entity 6 14 cliffs/convex-r
tile entity 22 13 cliffs/concave-tl
tile entity 22 13 cliffs/convex-br
tile entity 21 13 cliffs/concave-tl
tile entity 18 13 cliffs/concave-r
tile entity 18 13 cliffs/convex-l
tile entity 16 13 cliffs/concave-l
tile entity 16 13 cliffs/convex-r
tile entity 12 13 cliffs/concave-r
tile entity 12 13 cliffs/convex-l
tile entity 6 13 cliffs/concave-tl
tile entity 26 12 cliffs/concave-l
tile entity 26 12 cliffs/convex-bl
tile entity 26 12 cliffs/convex-br
tile entity 26 12 cliffs/convex-r
tile entity 24 12 cliffs/concave-tl
tile entity 24 12 cliffs/convex-br
tile entity 23 12 cliffs/concave-tl
tile entity 23 12 cliffs/convex-br
tile entity 18 12 cliffs/convex-l
tile entity 18 12 cliffs/convex-tl
tile entity 18 12 cliffs/concave-br
tile entity 16 12 cliffs/convex-r
tile entity 16 12 cliffs/convex-tr
tile entity 16 12 cliffs/concave-bl
tile entity 7 12 cliffs/concave-l
tile entity 7 12 cliffs/convex-br
tile entity 7 12 cliffs/convex-r
tile entity 26 11 cliffs/concave-tl
tile entity 25 11 cliffs/concave-tr
tile entity 19 11 cliffs/concave-r
tile entity 15 11 cliffs/concave-l
tile entity 11 11 cliffs/concave-r
tile entity 11 11 cliffs/convex-bl
tile entity 11 11 cliffs/convex-l
tile entity 11 11 cliffs/concave-tr
tile entity 7 11 cliffs/convex-r
tile entity 7 11 cliffs/convex-tr
tile entity 7 11 cliffs/concave-bl
tile entity 6 11 cliffs/convex-tr
tile entity 6 11 cliffs/concave-bl
tile entity 1 11 features/shrub04
tile entity 27 10 cliffs/concave-bl
tile entity 27 10 cliffs/convex-br
tile entity 27 10 cliffs/convex-r
tile entity 27 10 cliffs/convex-tr
tile entity 26 10 cliffs/concave-l
tile entity 19 10 cliffs/concave-r
tile entity 19 10 cliffs/convex-l
tile entity 15 10 cliffs/concave-l
tile entity 15 10 cliffs/convex-r
tile entity 10 10 cliffs/convex-bl
tile entity 10 10 cliffs/concave-tr
tile entity 5 10 cliffs/concave-l
tile entity 26 9 cliffs/concave-l
tile entity 26 9 cliffs/convex-r
tile entity 20 9 cliffs/concave-r
tile entity 19 9 cliffs/concave-br
tile entity 19 9 cliffs/convex-l
tile entity 19 9 cliffs/convex-tl
tile entity 15 9 cliffs/concave-l
tile entity 15 9 cliffs/convex-r
tile entity 9 9 cliffs/concave-r
tile entity 9 9 cliffs/convex-bl
tile entity 9 9 cliffs/convex-l
tile entity 9 9 cliffs/concave-tr
tile entity 5 9 cliffs/concave-l
tile entity 5 9 cliffs/convex-r
tile entity 26 8 cliffs/concave-bl
tile entity 26 8 cliffs/convex-r
tile entity 26 8 cliffs/convex-tr
tile entity 15 8 cliffs/concave-l
tile entity 15 8 cliffs/convex-r
tile entity 9 8 cliffs/concave-r
tile entity 9 8 cliffs/convex-l
tile entity 5 8 cliffs/concave-l
tile entity 5 8 cliffs/convex-r
tile entity 25 7 cliffs/concave-l
tile entity 19 7 cliffs/concave-r
tile entity 19 7 cliffs/convex-bl
tile entity 19 7 cliffs/convex-l
tile entity 19 7 cliffs/concave-tr
tile entity 15 7 cliffs/concave-l
tile entity 15 7 cliffs/convex-r
tile entity 10 7 cliffs/concave-br
tile entity 10 7 cliffs/concave-bl
tile entity 9 7 cliffs/concave-r
tile entity 9 7 cliffs/convex-l
tile entity 5 7 cliffs/concave-l
tile entity 5 7 cliffs/convex-r
tile entity 25 6 cliffs/concave-l
tile entity 25 6 cliffs/convex-r
tile entity 20 6 cliffs/concave-r
tile entity 19 6 cliffs/convex-l
tile entity 19 6 cliffs/convex-tl
tile entity 19 6 cliffs/concave-br
tile entity 15 6 cliffs/concave-l
tile entity 15 6 cliffs/convex-r
tile entity 12 6 cliffs/concave-r
tile entity 11 6 cliffs/concave-br
tile entity 11 6 cliffs/convex-tl
tile entity 9 6 cliffs/convex-l
tile entity 9 6 cliffs/convex-tl
tile entity 9 6 cliffs/convex-tr
tile entity 5 6 cliffs/concave-l
tile entity 5 6 cliffs/convex-r
tile entity 26 5 cliffs/concave-l
tile entity 26 5 cliffs/convex-br
tile entity 26 5 cliffs/convex-r
tile entity 25 5 cliffs/concave-tl
tile entity 20 5 cliffs/concave-r
tile entity 20 5 cliffs/convex-l
tile entity 16 5 cliffs/concave-l
tile entity 16 5 cliffs/convex-br
tile entity 16 5 cliffs/convex-r
tile entity 15 5 cliffs/concave-tl
tile entity 12 5 cliffs/concave-r
tile entity 12 5 cliffs/convex-l
tile entity 6 5 cliffs/concave-l
tile entity 6 5 cliffs/convex-br
tile entity 6 5 cliffs/convex-r
tile entity 5 5 cliffs/concave-tl
tile entity 26 4 cliffs/concave-l
tile entity 26 4 cliffs/convex-r
tile entity 22 4 cliffs/concave-br
tile entity 22 4 cliffs/convex-tl
tile entity 21 4 cliffs/concave-br
tile entity 21 4 cliffs/concave-bl
tile entity 20 4 cliffs/convex-l
tile entity 20 4 cliffs/convex-tl
tile entity 20 4 cliffs/convex-tr
tile entity 16 4 cliffs/concave-l
tile entity 16 4 cliffs/convex-r
tile entity 6 4 cliffs/concave-tl
tile entity 26 3 cliffs/concave-tl
tile entity 23 3 cliffs/concave-r
tile entity 16 3 cliffs/convex-r
tile entity 16 3 cliffs/convex-tr
tile entity 16 3 cliffs/concave-bl
tile entity 11 3 cliffs/convex-bl
tile entity 11 3 cliffs/concave-tr
tile entity 10 3 cliffs/concave-tr
tile entity 9 3 cliffs/concave-tl
tile entity 9 3 cliffs/convex-bl
tile entity 9 3 cliffs/convex-br
tile entity 8 3 cliffs/concave-tr
tile entity 7 3 cliffs/concave-tl
tile entity 7 3 cliffs/convex-br
tile entity 28 2 cliffs/concave-tl
tile entity 28 2 cliffs/convex-br
tile entity 27 2 cliffs/concave-tl
tile entity 27 2 cliffs/convex-br
tile entity 26 2 cliffs/convex-tl
tile entity 26 2 cliffs/concave-br
tile entity 25 2 cliffs/concave-br
tile entity 25 2 cliffs/concave-bl
tile entity 24 2 cliffs/convex-tl
tile entity 24 2 cliffs/convex-tr
tile entity 23 2 cliffs/convex-l
tile entity 23 2 cliffs/convex-tl
tile entity 23 2 cliffs/concave-br
tile entity 15 2 cliffs/convex-tr
tile entity 15 2 cliffs/concave-bl
tile entity 14 2 cliffs/convex-tl
tile entity 14 2 cliffs/convex-tr
tile entity 13 2 cliffs/concave-br
tile entity 13 2 cliffs/concave-bl
tile entity 12 2 cliffs/convex-tl
tile entity 12 2 cliffs/convex-tr
tile entity 11 2 cliffs/concave-br
tile entity 11 2 cliffs/concave-bl
tile entity 10 2 cliffs/convex-tr
tile entity 10 2 cliffs/concave-bl
tile entity 8 2 cliffs/concave-br
tile entity 8 2 cliffs/concave-bl
tile entity 6 2 cliffs/concave-br
tile entity 6 2 cliffs/concave-bl
tile entity 4 2 cliffs/concave-br
tile entity 4 2 cliffs/concave-bl
tile entity 28 1 cliffs/concave-br
tile entity 28 1 cliffs/convex-tl
tile entity 27 1 cliffs/convex-tl
tile entity 27 1 cliffs/concave-br
tile entity 9 1 cliffs/convex-tl
tile entity 9 1 cliffs/convex-tr
tile entity 7 1 cliffs/convex-tl
tile entity 7 1 cliffs/convex-tr
tile entity 5 1 cliffs/convex-tl
tile entity 5 1 cliffs/convex-tr
tile entity 3 1 cliffs/convex-tr
tile entity 3 1 cliffs/concave-bl
tile entity 2 1 cliffs/concave-l
tile entity 4 0 cliffs/convex-bl
tile entity 4 0 cliffs/convex-br
tile ceiling 29 24 trees/tree02
tile ceiling 28 24 trees/tree03
tile ceiling 27 24 trees/tree01
tile ceiling 25 24 trees/tree03
tile ceiling 24 24 trees/treetall01
tile ceiling 23 24 trees/tree01
tile ceiling 21 24 trees/tree01
tile ceiling 20 24 trees/treetall04
tile ceiling 18 24 trees/tree01
tile ceiling 17 24 trees/tree01
tile ceiling 16 24 trees/treetall01
tile ceiling 14 24 trees/tree04
tile ceiling 13 24 trees/tree02
tile ceiling 11 24 trees/tree01
tile ceiling 10 24 trees/tree03
tile ceiling 9 24 trees/tree03
tile ceiling 8 24 trees/treetall02
tile ceiling 7 24 trees/tree01
tile ceiling 6 24 trees/tree01
tile ceiling 5 24 trees/tree04
tile ceiling 4 24 trees/tree04
tile ceiling 28 23 trees/treetall01
tile ceiling 27 23 trees/tree04
tile ceiling 25 23 trees/treetall01
tile ceiling 21 23 trees/treetall01
tile ceiling 14 23 trees/tree03
tile ceiling 11 23 trees/treetall03
tile ceiling 9 23 trees/tree04
tile ceiling 7 23 trees/treetall04
tile ceiling 6 23 trees/tree02
tile ceiling 5 23 trees/tree04
tile ceiling 29 22 trees/treetall03
tile ceiling 27 22 trees/treetall02
tile ceiling 13 22 trees/tree03
tile ceiling 12 22 trees/treetall03
tile ceiling 10 22 trees/treetall02
tile ceiling 9 22 trees/treetall01
tile ceiling 8 22 trees/treetall01
tile ceiling 28 21 trees/treetall01
tile ceiling 23 21 trees/tree01
tile ceiling 17 21 trees/treetall01
tile ceiling 11 21 trees/treetall02
tile ceiling 9 21 trees/tree03
tile ceiling 8 21 trees/tree01
tile ceiling 7 21 trees/tree04
tile ceiling 1 21 trees/tree02
tile ceiling 0 21 trees/tree02
tile ceiling 29 20 trees/tree01
tile ceiling 28 20 trees/tree01
tile ceiling 13 20 trees/tree01
tile ceiling 10 20 trees/treetall01
tile ceiling 9 20 trees/treetall04
tile ceiling 8 20 trees/tree01
tile ceiling 1 20 trees/treetall03
tile ceiling 0 20 trees/treetall03
tile ceiling 19 19 trees/tree01
tile ceiling 1 19 trees/treetall03
tile ceiling 0 19 trees/treetall03
tile ceiling 29 18 trees/treetall03
tile ceiling 28 18 trees/tree01
tile ceiling 12 18 trees/treetall01
tile ceiling 2 18 trees/tree02
tile ceiling 0 18 trees/tree04
tile ceiling 28 17 trees/treetall01
tile ceiling 9 17 trees/tree04
tile ceiling 2 17 trees/tree03
tile ceiling 1 17 trees/treetall03
tile ceiling 0 17 trees/tree04
tile ceiling 7 16 trees/treetall02
tile ceiling 0 16 trees/tree04
tile ceiling 1 15 trees/treetall03
tile ceiling 0 15 trees/treetall01
tile ceiling 8 14 trees/treetall03
tile ceiling 1 14 trees/tree01
tile ceiling 1 13 trees/tree03
tile ceiling 0 13 trees/tree02
tile ceiling 0 11 trees/tree03
tile ceiling 1 10 trees/treetall02
tile ceiling 0 10 trees/tree03
tile ceiling 6 9 trees/treetall02
tile ceiling 1 9 trees/tree01
tile ceiling 0 9 trees/tree02
tile ceiling 2 8 trees/treetall01
tile ceiling 1 8 trees/tree04
tile ceiling 0 8 trees/tree04
tile ceiling 1 7 trees/tree01
tile ceiling 0 7 trees/treetall02
tile ceiling 8 6 trees/treetall02
tile ceiling 6 6 trees/tree04
tile ceiling 1 6 trees/treetall04
tile ceiling 0 6 trees/treetall03
tile ceiling 1 5 trees/treetall03
tile ceiling 2 4 trees/tree04
tile ceiling 1 4 trees/tree02
tile ceiling 0 4 trees/tree01
tile ceiling 1 3 trees/tree04
tile ceiling 0 3 trees/tree01
tile ceiling 2 2 trees/treetall01
tile ceiling 1 2 trees/treetall04
tile ceiling 0 2 trees/tree03
tile ceiling 1 1 trees/treetall01
tile ceiling 1 0 trees/tree04

elevation 0 0 0 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 
elevation 1 0 0 0 0 1 0 1 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 
elevation 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 0 0 0 0 0 0 1 
elevation 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 0 0 0 0 1 1 1 
elevation 4 0 0 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 1 1 1 
elevation 5 0 0 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 1 1 1 
elevation 6 0 0 0 0 0 0 1 1 1 0 1 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 1 1 1 1 
elevation 7 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 1 1 1 1 
elevation 8 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 1 1 1 
elevation 9 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 1 1 1 
elevation 10 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 1 1 
elevation 11 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 1 1 1 
elevation 12 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 1 1 
elevation 13 0 0 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 1 1 1 
elevation 14 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 
elevation 15 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 1 1 
elevation 16 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 
elevation 17 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
elevation 18 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
elevation 19 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
elevation 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
elevation 21 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
elevation 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
elevation 23 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
elevation 24 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 


opaque  0 2  0 3  0 4  0 6  0 7  0 8  0 9  0 10  0 11  0 13  0 15  0 16  0 17  0 18  0 19  0 20  0 21  1 0  1 1  1 2  1 3  1 4  1 5  1 6  1 7  1 8  1 9  1 10  1 13  1 14  1 15  1 17  1 19  1 20  1 21  2 2  2 4  2 8  2 17  2 18  4 24  5 23  5 24  6 6  6 9  6 23  6 24  7 16  7 21  7 23  7 24  8 6  8 14  8 20  8 21  8 22  8 24  9 17  9 20  9 21  9 22  9 23  9 24  10 20  10 22  10 24  11 21  11 23  11 24  12 18  12 22  13 20  13 22  13 24  14 23  14 24  16 24  17 21  17 24  18 24  19 19  20 24  21 23  21 24  23 21  23 24  24 24  25 23  25 24  27 22  27 23  27 24  28 17  28 18  28 20  28 21  28 23  28 24  29 18  29 20  29 22  29 24
impass  0 0  0 1  0 2  0 3  0 4  0 5  0 6  0 7  0 8  0 9  0 10  0 11  0 12  0 13  0 14  0 15  0 16  0 17  0 18  0 19  0 20  0 21  0 22  0 23  0 24  1 0  1 1  1 2  1 3  1 4  1 5  1 6  1 7  1 8  1 9  1 10  1 11  1 13  1 14  1 15  1 16  1 17  1 19  1 20  1 21  1 24  2 0  2 1  2 2  2 4  2 8  2 15  2 17  2 18  2 19  2 24  3 0  3 1  3 24  4 0  4 2  4 24  5 0  5 1  5 6  5 7  5 8  5 9  5 10  5 23  5 24  6 0  6 2  6 5  6 6  6 9  6 11  6 14  6 15  6 23  6 24  7 0  7 1  7 11  7 12  7 15  7 16  7 21  7 23  7 24  8 0  8 2  8 6  8 14  8 16  8 17  8 18  8 19  8 20  8 21  8 22  8 24  9 0  9 1  9 7  9 8  9 9  9 17  9 20  9 21  9 22  9 23  9 24  10 0  10 2  10 7  10 20  10 22  10 24  11 0  11 2  11 6  11 11  11 14  11 15  11 16  11 17  11 18  11 19  11 21  11 23  11 24  12 0  12 2  12 5  12 6  12 13  12 14  12 18  12 22  12 23  12 24  13 0  13 2  13 20  13 22  13 24  14 0  14 2  14 23  14 24  15 0  15 2  15 6  15 7  15 8  15 9  15 10  15 11  15 23  15 24  16 0  16 3  16 4  16 5  16 12  16 13  16 14  16 24  17 0  17 14  17 21  17 24  18 0  18 12  18 13  18 14  18 24  19 0  19 6  19 7  19 9  19 10  19 11  19 19  19 23  19 24  20 0  20 4  20 5  20 6  20 9  20 24  21 0  21 4  21 14  21 15  21 16  21 23  21 24  22 0  22 4  22 17  22 23  22 24  23 0  23 2  23 3  23 17  23 21  23 23  23 24  24 0  24 2  24 17  24 24  25 0  25 2  25 6  25 7  25 15  25 16  25 23  25 24  26 0  26 2  26 4  26 5  26 8  26 9  26 10  26 12  26 15  26 22  26 23  26 24  27 0  27 1  27 10  27 15  27 16  27 18  27 22  27 23  27 24  28 0  28 1  28 16  28 17  28 18  28 19  28 20  28 21  28 22  28 23  28 24  29 0  29 1  29 2  29 3  29 4  29 5  29 6  29 7  29 8  29 9  29 10  29 11  29 12  29 13  29 14  29 15  29 16  29 17  29 18  29 19  29 20  29 21  29 22  29 23  29 24
