size 40 40
tileset outdoor
visibilityRadius 8
unexplored



item 1 "ruraldoor_SE_unlockable" 28 10
tile base 30 12 base/stone1
tile base 29 12 base/stone3
tile base 28 12 base/stone0
tile base 27 12 base/stone2
tile base 26 12 base/stone3
tile base 25 12 base/stone4
tile base 21 12 base/path2
tile base 20 12 base/path0
tile base 19 12 base/path0
tile base 18 12 base/path3
tile base 17 12 base/path0
tile base 16 12 base/path1
tile base 15 12 base/path0
tile base 14 12 base/path3
tile base 11 12 base/path2
tile base 10 12 base/path3
tile base 9 12 base/path0
tile base 8 12 base/path0
tile base 7 12 base/path0
tile base 6 12 base/path2
tile base 5 12 base/path3
tile base 4 12 base/path3
tile base 1 12 base/path3
tile base 0 12 base/path2
tile base 39 11 base/stone4
tile base 38 11 base/stone1
tile base 37 11 base/stone4
tile base 36 11 base/stone4
tile base 35 11 base/stone0
tile base 34 11 base/stone4
tile base 33 11 base/stone4
tile base 32 11 base/stone1
tile base 31 11 base/stone4
tile base 30 11 base/stone2
tile base 29 11 base/stone4
tile base 28 11 base/stone4
tile base 27 11 base/stone1
tile base 24 11 base/path2
tile base 23 11 base/path3
tile base 22 11 base/path1
tile base 19 11 base/path1
tile base 18 11 base/path2
tile base 17 11 base/path2
tile base 16 11 base/path3
tile base 15 11 base/path3
tile base 14 11 base/path0
tile base 13 11 base/path1
tile base 12 11 base/path0
tile base 9 11 base/path3
tile base 8 11 base/path2
tile base 7 11 base/path3
tile base 6 11 base/path3
tile base 5 11 base/path2
tile base 4 11 base/path1
tile base 3 11 base/path1
tile base 1 11 base/path2
tile base 0 11 base/path0
tile base 39 10 base/stone0
tile base 38 10 base/stone4
tile base 37 10 base/stone0
tile base 36 10 base/stone4
tile base 35 10 base/stone4
tile base 34 10 base/stone4
tile base 33 10 base/stone2
tile base 32 10 base/stone4
tile base 31 10 base/stone3
tile base 30 10 base/stone4
tile base 29 10 base/stone1
tile base 28 10 base/stone4
tile base 26 10 base/path1
tile base 25 10 base/path2
tile base 24 10 base/path2
tile base 23 10 base/path3
tile base 22 10 base/path0
tile base 21 10 base/path3
tile base 20 10 base/path0
tile base 17 10 base/path3
tile base 16 10 base/path1
tile base 15 10 base/path0
tile base 14 10 base/path0
tile base 13 10 base/path3
tile base 12 10 base/path1
tile base 11 10 base/path1
tile base 10 10 base/path0
tile base 7 10 base/path2
tile base 6 10 base/path2
tile base 5 10 base/path1
tile base 4 10 base/path1
tile base 3 10 base/path3
tile base 1 10 base/path0
tile base 0 10 base/path1
tile base 39 9 base/stone4
tile base 38 9 base/stone1
tile base 37 9 base/stone2
tile base 36 9 base/stone2
tile base 35 9 base/stone2
tile base 34 9 base/stone2
tile base 33 9 base/stone1
tile base 32 9 base/stone3
tile base 31 9 base/stone3
tile base 28 9 base/path2
tile base 27 9 base/path0
tile base 26 9 base/path3
tile base 25 9 base/path3
tile base 24 9 base/path3
tile base 23 9 base/path3
tile base 22 9 base/path3
tile base 21 9 base/path3
tile base 20 9 base/path0
tile base 19 9 base/path1
tile base 16 9 base/path0
tile base 15 9 base/path2
tile base 14 9 base/path1
tile base 13 9 base/path3
tile base 12 9 base/path2
tile base 11 9 base/path2
tile base 10 9 base/path1
tile base 9 9 base/path3
tile base 8 9 base/path2
tile base 7 9 base/path0
tile base 6 9 base/path1
tile base 5 9 base/path0
tile base 1 9 base/path0
tile base 0 9 base/path2
tile base 39 8 base/stone0
tile base 38 8 base/stone4
tile base 37 8 base/stone3
tile base 36 8 base/stone3
tile base 35 8 base/stone3
tile base 34 8 base/stone1
tile base 33 8 base/stone2
tile base 32 8 base/stone3
tile base 31 8 base/stone0
tile base 29 8 base/path2
tile base 28 8 base/path1
tile base 27 8 base/path1
tile base 26 8 base/path1
tile base 25 8 base/path3
tile base 24 8 base/path2
tile base 23 8 base/path2
tile base 22 8 base/path3
tile base 21 8 base/path0
tile base 20 8 base/path1
tile base 18 8 base/path0
tile base 17 8 base/path3
tile base 16 8 base/path0
tile base 15 8 base/path1
tile base 14 8 base/path0
tile base 13 8 base/path0
tile base 12 8 base/path3
tile base 11 8 base/path2
tile base 10 8 base/path1
tile base 9 8 base/path1
tile base 8 8 base/path3
tile base 7 8 base/path1
tile base 4 8 base/path0
tile base 3 8 base/path0
tile base 1 8 base/path0
tile base 0 8 base/path0
tile base 39 7 base/stone4
tile base 38 7 base/stone1
tile base 37 7 base/stone0
tile base 36 7 base/stone4
tile base 35 7 base/stone3
tile base 34 7 base/stone1
tile base 33 7 base/stone2
tile base 32 7 base/stone4
tile base 31 7 base/stone2
tile base 29 7 base/path3
tile base 28 7 base/path0
tile base 27 7 base/path0
tile base 26 7 base/path2
tile base 25 7 base/path0
tile base 24 7 base/path3
tile base 23 7 base/path3
tile base 22 7 base/path3
tile base 21 7 base/path0
tile base 20 7 base/path2
tile base 19 7 base/path3
tile base 16 7 base/path3
tile base 15 7 base/path3
tile base 14 7 base/path3
tile base 13 7 base/path1
tile base 12 7 base/path2
tile base 11 7 base/path3
tile base 10 7 base/path3
tile base 9 7 base/path1
tile base 8 7 base/path0
tile base 6 7 base/path1
tile base 5 7 base/path3
tile base 4 7 base/path0
tile base 3 7 base/path0
tile base 1 7 base/path1
tile base 0 7 base/path0
tile base 39 6 base/stone4
tile base 38 6 base/stone4
tile base 37 6 base/stone2
tile base 36 6 base/stone4
tile base 35 6 base/stone0
tile base 34 6 base/stone2
tile base 33 6 base/stone3
tile base 32 6 base/stone4
tile base 31 6 base/stone0
tile base 29 6 base/path2
tile base 28 6 base/path3
tile base 27 6 base/path3
tile base 26 6 base/path2
tile base 25 6 base/path3
tile base 24 6 base/path2
tile base 23 6 base/path0
tile base 22 6 base/path0
tile base 21 6 base/path1
tile base 20 6 base/path1
tile base 17 6 base/path0
tile base 16 6 base/path2
tile base 15 6 base/path2
tile base 14 6 base/path2
tile base 13 6 base/path2
tile base 12 6 base/path2
tile base 11 6 base/path1
tile base 8 6 base/path2
tile base 7 6 base/path3
tile base 6 6 base/path1
tile base 5 6 base/path1
tile base 4 6 base/path1
tile base 3 6 base/path1
tile base 1 6 base/path3
tile base 0 6 base/path3
tile base 39 5 base/stone1
tile base 38 5 base/stone2
tile base 37 5 base/stone0
tile base 36 5 base/stone3
tile base 35 5 base/stone3
tile base 34 5 base/stone0
tile base 33 5 base/stone3
tile base 32 5 base/stone4
tile base 31 5 base/stone3
tile base 30 5 base/stone4
tile base 27 5 base/path1
tile base 26 5 base/path3
tile base 25 5 base/path3
tile base 24 5 base/path3
tile base 23 5 base/path3
tile base 22 5 base/path3
tile base 21 5 base/path2
tile base 20 5 base/path3
tile base 19 5 base/path2
tile base 18 5 base/path3
tile base 15 5 base/path1
tile base 14 5 base/path1
tile base 13 5 base/path0
tile base 10 5 base/path3
tile base 9 5 base/path3
tile base 8 5 base/path3
tile base 7 5 base/path0
tile base 6 5 base/path3
tile base 5 5 base/path3
tile base 4 5 base/path0
tile base 3 5 base/path0
tile base 1 5 base/path2
tile base 0 5 base/path2
tile base 39 4 base/stone2
tile base 38 4 base/stone4
tile base 37 4 base/stone4
tile base 36 4 base/stone4
tile base 35 4 base/stone2
tile base 34 4 base/stone3
tile base 33 4 base/stone0
tile base 32 4 base/stone1
tile base 31 4 base/stone1
tile base 30 4 base/stone3
tile base 29 4 base/stone3
tile base 28 4 base/stone3
tile base 25 4 base/path2
tile base 24 4 base/path1
tile base 23 4 base/path0
tile base 22 4 base/path1
tile base 21 4 base/path1
tile base 20 4 base/path2
tile base 19 4 base/path3
tile base 18 4 base/path0
tile base 17 4 base/path2
tile base 16 4 base/path2
tile base 12 4 base/path3
tile base 11 4 base/path2
tile base 10 4 base/path1
tile base 9 4 base/path1
tile base 8 4 base/path2
tile base 7 4 base/path1
tile base 6 4 base/path3
tile base 5 4 base/path1
tile base 2 4 base/path1
tile base 1 4 base/path2
tile base 0 4 base/path2
tile base 39 3 base/stone3
tile base 38 3 base/stone4
tile base 37 3 base/stone3
tile base 36 3 base/stone1
tile base 35 3 base/stone2
tile base 34 3 base/stone4
tile base 33 3 base/stone0
tile base 32 3 base/stone0
tile base 31 3 base/stone2
tile base 30 3 base/stone4
tile base 29 3 base/stone2
tile base 28 3 base/stone1
tile base 27 3 base/stone2
tile base 26 3 base/stone3
tile base 23 3 base/path2
tile base 22 3 base/path1
tile base 21 3 base/path1
tile base 20 3 base/path1
tile base 19 3 base/path0
tile base 18 3 base/path0
tile base 17 3 base/path1
tile base 16 3 base/path3
tile base 15 3 base/path3
tile base 11 3 base/path0
tile base 10 3 base/path1
tile base 9 3 base/path0
tile base 8 3 base/path2
tile base 7 3 base/path0
tile base 6 3 base/path1
tile base 5 3 base/path0
tile base 4 3 base/path1
tile base 1 3 base/path0
tile base 0 3 base/path3
tile base 39 2 base/stone1
tile base 38 2 base/stone0
tile base 37 2 base/stone0
tile base 36 2 base/stone4
tile base 35 2 base/stone1
tile base 34 2 base/stone3
tile base 33 2 base/stone2
tile base 32 2 base/stone4
tile base 31 2 base/stone1
tile base 30 2 base/stone4
tile base 29 2 base/stone4
tile base 28 2 base/stone3
tile base 27 2 base/stone4
tile base 26 2 base/stone2
tile base 25 2 base/stone4
tile base 22 2 base/path3
tile base 21 2 base/path3
tile base 20 2 base/path3
tile base 19 2 base/path3
tile base 18 2 base/path1
tile base 17 2 base/path2
tile base 14 2 base/path0
tile base 13 2 base/path1
tile base 12 2 base/path1
tile base 9 2 base/path1
tile base 7 2 base/path1
tile base 6 2 base/path2
tile base 5 2 base/path2
tile base 4 2 base/path0
tile base 3 2 base/path3
tile base 2 2 base/path2
tile base 39 1 base/stone4
tile base 38 1 base/stone2
tile base 37 1 base/stone1
tile base 36 1 base/stone1
tile base 35 1 base/stone1
tile base 34 1 base/stone3
tile base 33 1 base/stone4
tile base 32 1 base/stone4
tile base 31 1 base/stone4
tile base 30 1 base/stone2
tile base 29 1 base/stone4
tile base 28 1 base/stone2
tile base 27 1 base/stone3
tile base 26 1 base/stone1
tile base 23 1 base/path1
tile base 22 1 base/path3
tile base 21 1 base/path2
tile base 19 1 base/path3
tile base 16 1 base/path3
tile base 15 1 base/path1
tile base 14 1 base/path3
tile base 13 1 base/path0
tile base 12 1 base/path0
tile base 11 1 base/path2
tile base 10 1 base/path3
tile base 8 1 base/path2
tile base 5 1 base/path1
tile base 4 1 base/path0
tile base 3 1 base/path1
tile base 2 1 base/path3
tile base 1 1 base/path3
tile base 0 1 base/path0
tile base 39 0 base/stone4
tile base 38 0 base/stone2
tile base 37 0 base/stone0
tile base 36 0 base/stone0
tile base 35 0 base/stone4
tile base 34 0 base/stone4
tile base 33 0 base/stone4
tile base 32 0 base/stone4
tile base 31 0 base/stone2
tile base 30 0 base/stone2
tile base 29 0 base/stone1
tile base 28 0 base/stone4
tile base 27 0 base/stone2
tile base 26 0 base/stone4
tile base 25 0 base/stone1
tile base 24 0 base/stone1
tile base 16 0 base/path3
tile base 15 0 base/path2
tile base 14 0 base/path3
tile base 13 0 base/path2
tile base 12 0 base/path2
tile base 11 0 base/path2
tile base 10 0 base/path2
tile base 9 0 base/path0
tile base 8 0 base/path2
tile base 7 0 base/path1
tile base 6 0 base/path3
tile base 3 0 base/path2
tile base 2 0 base/path0
tile base 1 0 base/path1
tile base 0 0 base/path0
tile borders 13 32 borders/stone-se
tile borders 13 32 borders/stone-s
tile borders 0 22 borders/stone-s
tile borders 28 9 borders/stone-s
tile borders 27 9 borders/stone-se
tile wall-base 12 33 wall-base/wall
tile wall-base 11 33 wall-base/wall
tile wall-base 10 33 wall-base/wall
tile wall-base 14 32 wall-base/wall
tile wall-base 9 32 wall-base/wall
tile wall-base 8 32 wall-base/wall
tile wall-base 15 31 wall-base/wall
tile wall-base 7 31 wall-base/wall
tile wall-base 6 31 wall-base/wall
tile wall-base 15 30 wall-base/wall
tile wall-base 8 30 wall-base/wall
tile wall-base 7 30 wall-base/wall
tile wall-base 15 29 wall-base/wall
tile wall-base 7 29 wall-base/wall
tile wall-base 6 29 wall-base/wall
tile wall-base 15 28 wall-base/wall
tile wall-base 5 28 wall-base/wall
tile wall-base 4 28 wall-base/wall
tile wall-base 15 27 wall-base/wall
tile wall-base 14 27 wall-base/wall
tile wall-base 3 27 wall-base/wall
tile wall-base 2 27 wall-base/wall
tile wall-base 13 26 wall-base/wall
tile wall-base 12 26 wall-base/wall
tile wall-base 1 26 wall-base/wall
tile wall-base 0 26 wall-base/wall
tile wall-base 11 25 wall-base/wall
tile wall-base 10 25 wall-base/wall
tile wall-base 1 25 wall-base/wall
tile wall-base 0 25 wall-base/wall
tile wall-base 9 24 wall-base/wall
tile wall-base 8 24 wall-base/wall
tile wall-base 1 24 wall-base/wall
tile wall-base 0 24 wall-base/wall
tile wall-base 7 23 wall-base/wall
tile wall-base 6 23 wall-base/wall
tile wall-base 2 23 wall-base/wall
tile wall-base 1 23 wall-base/wall
tile wall-base 5 22 wall-base/wall
tile wall-base 4 22 wall-base/wall
tile wall-base 1 22 wall-base/wall
tile wall-base 6 21 wall-base/wall
tile wall-base 5 21 wall-base/wall
tile wall-base 1 21 wall-base/wall
tile wall-base 8 20 wall-base/wall
tile wall-base 7 20 wall-base/wall
tile wall-base 1 20 wall-base/wall
tile wall-base 10 19 wall-base/wall
tile wall-base 9 19 wall-base/wall
tile wall-base 1 19 wall-base/wall
tile wall-base 12 18 wall-base/wall
tile wall-base 11 18 wall-base/wall
tile wall-base 9 18 wall-base/wall
tile wall-base 8 18 wall-base/wall
tile wall-base 1 18 wall-base/wall
tile wall-base 26 17 wall-base/wall
tile wall-base 25 17 wall-base/wall
tile wall-base 24 17 wall-base/wall
tile wall-base 14 17 wall-base/wall
tile wall-base 13 17 wall-base/wall
tile wall-base 6 17 wall-base/wall
tile wall-base 1 17 wall-base/wall
tile wall-base 25 16 wall-base/wall
tile wall-base 24 16 wall-base/wall
tile wall-base 23 16 wall-base/wall
tile wall-base 22 16 wall-base/wall
tile wall-base 16 16 wall-base/wall
tile wall-base 15 16 wall-base/wall
tile wall-base 5 16 wall-base/wall
tile wall-base 4 16 wall-base/wall
tile wall-base 2 16 wall-base/wall
tile wall-base 1 16 wall-base/wall
tile wall-base 23 15 wall-base/wall
tile wall-base 22 15 wall-base/wall
tile wall-base 21 15 wall-base/wall
tile wall-base 20 15 wall-base/wall
tile wall-base 18 15 wall-base/wall
tile wall-base 17 15 wall-base/wall
tile wall-base 3 15 wall-base/wall
tile wall-base 1 15 wall-base/wall
tile wall-base 21 14 wall-base/wall
tile wall-base 20 14 wall-base/wall
tile wall-base 19 14 wall-base/wall
tile wall-base 1 14 wall-base/wall
tile wall-base 22 13 wall-base/wall
tile wall-base 21 13 wall-base/wall
tile wall-base 14 13 wall-base/wall
tile wall-base 2 13 wall-base/wall
tile wall-base 1 13 wall-base/wall
tile wall-base 24 12 wall-base/wall
tile wall-base 23 12 wall-base/wall
tile wall-base 22 12 wall-base/wall
tile wall-base 13 12 wall-base/wall
tile wall-base 12 12 wall-base/wall
tile wall-base 3 12 wall-base/wall
tile wall-base 2 12 wall-base/wall
tile wall-base 26 11 wall-base/wall
tile wall-base 25 11 wall-base/wall
tile wall-base 21 11 wall-base/wall
tile wall-base 20 11 wall-base/wall
tile wall-base 11 11 wall-base/wall
tile wall-base 10 11 wall-base/wall
tile wall-base 2 11 wall-base/wall
tile wall-base 27 10 wall-base/wall
tile wall-base 19 10 wall-base/wall
tile wall-base 18 10 wall-base/wall
tile wall-base 9 10 wall-base/wall
tile wall-base 8 10 wall-base/wall
tile wall-base 2 10 wall-base/wall
tile wall-base 30 9 wall-base/wall
tile wall-base 29 9 wall-base/wall
tile wall-base 18 9 wall-base/wall
tile wall-base 17 9 wall-base/wall
tile wall-base 4 9 wall-base/wall
tile wall-base 3 9 wall-base/wall
tile wall-base 2 9 wall-base/wall
tile wall-base 30 8 wall-base/wall
tile wall-base 19 8 wall-base/wall
tile wall-base 6 8 wall-base/wall
tile wall-base 5 8 wall-base/wall
tile wall-base 2 8 wall-base/wall
tile wall-base 30 7 wall-base/wall
tile wall-base 18 7 wall-base/wall
tile wall-base 17 7 wall-base/wall
tile wall-base 7 7 wall-base/wall
tile wall-base 2 7 wall-base/wall
tile wall-base 30 6 wall-base/wall
tile wall-base 19 6 wall-base/wall
tile wall-base 18 6 wall-base/wall
tile wall-base 10 6 wall-base/wall
tile wall-base 9 6 wall-base/wall
tile wall-base 2 6 wall-base/wall
tile wall-base 29 5 wall-base/wall
tile wall-base 28 5 wall-base/wall
tile wall-base 17 5 wall-base/wall
tile wall-base 16 5 wall-base/wall
tile wall-base 12 5 wall-base/wall
tile wall-base 11 5 wall-base/wall
tile wall-base 2 5 wall-base/wall
tile wall-base 27 4 wall-base/wall
tile wall-base 26 4 wall-base/wall
tile wall-base 15 4 wall-base/wall
tile wall-base 14 4 wall-base/wall
tile wall-base 13 4 wall-base/wall
tile wall-base 4 4 wall-base/wall
tile wall-base 3 4 wall-base/wall
tile wall-base 25 3 wall-base/wall
tile wall-base 24 3 wall-base/wall
tile wall-base 14 3 wall-base/wall
tile wall-base 13 3 wall-base/wall
tile wall-base 12 3 wall-base/wall
tile wall-base 3 3 wall-base/wall
tile wall-base 2 3 wall-base/wall
tile wall-base 24 2 wall-base/wall
tile wall-base 23 2 wall-base/wall
tile wall-base 16 2 wall-base/wall
tile wall-base 15 2 wall-base/wall
tile wall-base 11 2 wall-base/wall
tile wall-base 10 2 wall-base/wall
tile wall-base 8 2 wall-base/wall
tile wall-base 1 2 wall-base/wall
tile wall-base 0 2 wall-base/wall
tile wall-base 25 1 wall-base/wall
tile wall-base 24 1 wall-base/wall
tile wall-base 20 1 wall-base/wall
tile wall-base 18 1 wall-base/wall
tile wall-base 17 1 wall-base/wall
tile wall-base 9 1 wall-base/wall
tile wall-base 7 1 wall-base/wall
tile wall-base 6 1 wall-base/wall
tile wall-base 23 0 wall-base/wall
tile wall-base 22 0 wall-base/wall
tile wall-base 21 0 wall-base/wall
tile wall-base 20 0 wall-base/wall
tile wall-base 19 0 wall-base/wall
tile wall-base 18 0 wall-base/wall
tile wall-base 17 0 wall-base/wall
tile wall-base 5 0 wall-base/wall
tile wall-base 4 0 wall-base/wall
tile entity 24 38 cliffs/concave-tl
tile entity 24 38 cliffs/convex-bl
tile entity 24 38 cliffs/convex-br
tile entity 22 38 cliffs/concave-tl
tile entity 22 38 cliffs/convex-bl
tile entity 22 38 cliffs/convex-br
tile entity 20 38 cliffs/concave-r
tile entity 20 38 cliffs/concave-tl
tile entity 20 38 cliffs/convex-bl
tile entity 20 38 cliffs/convex-br
tile entity 20 38 cliffs/convex-l
tile entity 36 37 cliffs/concave-tl
tile entity 36 37 cliffs/convex-bl
tile entity 36 37 cliffs/convex-br
tile entity 34 37 cliffs/concave-tl
tile entity 34 37 cliffs/convex-br
tile entity 33 37 cliffs/concave-tl
tile entity 33 37 cliffs/convex-bl
tile entity 33 37 cliffs/convex-br
tile entity 32 37 cliffs/convex-bl
tile entity 32 37 cliffs/concave-tr
tile entity 30 37 cliffs/concave-tl
tile entity 30 37 cliffs/convex-bl
tile entity 30 37 cliffs/convex-br
tile entity 28 37 cliffs/concave-tl
tile entity 28 37 cliffs/convex-br
tile entity 27 37 cliffs/concave-tl
tile entity 27 37 cliffs/convex-bl
tile entity 27 37 cliffs/convex-br
tile entity 26 37 cliffs/concave-tr
tile entity 25 37 cliffs/concave-tl
tile entity 25 37 cliffs/convex-br
tile entity 23 37 cliffs/concave-tr
tile entity 21 37 cliffs/concave-tr
tile entity 16 37 cliffs/concave-tl
tile entity 16 37 cliffs/convex-br
tile entity 15 37 cliffs/concave-tl
tile entity 15 37 cliffs/convex-bl
tile entity 15 37 cliffs/convex-br
tile entity 14 37 cliffs/concave-tr
tile entity 13 37 cliffs/concave-tl
tile entity 13 37 cliffs/convex-bl
tile entity 13 37 cliffs/convex-br
tile entity 12 37 cliffs/convex-bl
tile entity 12 37 cliffs/concave-tr
tile entity 10 37 cliffs/concave-tl
tile entity 10 37 cliffs/convex-bl
tile entity 10 37 cliffs/convex-br
tile entity 8 37 cliffs/concave-tl
tile entity 8 37 cliffs/convex-br
tile entity 7 37 cliffs/concave-tl
tile entity 7 37 cliffs/convex-bl
tile entity 7 37 cliffs/convex-br
tile entity 6 37 cliffs/concave-tr
tile entity 5 37 cliffs/concave-tl
tile entity 5 37 cliffs/convex-bl
tile entity 5 37 cliffs/convex-br
tile entity 4 37 cliffs/convex-bl
tile entity 4 37 cliffs/concave-tr
tile entity 37 36 cliffs/convex-br
tile entity 37 36 cliffs/convex-r
tile entity 37 36 cliffs/convex-tr
tile entity 37 36 cliffs/concave-bl
tile entity 36 36 cliffs/convex-tr
tile entity 36 36 cliffs/concave-bl
tile entity 35 36 cliffs/concave-tr
tile entity 31 36 cliffs/concave-tr
tile entity 29 36 cliffs/concave-tr
tile entity 19 36 cliffs/convex-bl
tile entity 19 36 cliffs/concave-tr
tile entity 18 36 cliffs/concave-tr
tile entity 17 36 cliffs/concave-tl
tile entity 17 36 cliffs/convex-br
tile entity 11 36 cliffs/concave-tr
tile entity 9 36 cliffs/concave-tr
tile entity 4 36 cliffs/concave-r
tile entity 3 36 cliffs/convex-bl
tile entity 3 36 cliffs/convex-l
tile entity 3 36 cliffs/convex-tl
tile entity 3 36 cliffs/concave-tr
tile entity 3 36 cliffs/concave-br
tile entity 35 35 cliffs/concave-l
tile entity 4 35 cliffs/concave-r
tile entity 4 35 cliffs/convex-l
tile entity 35 34 cliffs/concave-l
tile entity 35 34 cliffs/convex-r
tile entity 12 34 walls/wall-stone-nw-n
tile entity 11 34 walls/wall-stone-n
tile entity 10 34 walls/wall-stone-n-ne
tile entity 4 34 cliffs/concave-r
tile entity 4 34 cliffs/convex-l
tile entity 36 33 cliffs/concave-l
tile entity 36 33 cliffs/convex-br
tile entity 36 33 cliffs/convex-r
tile entity 35 33 cliffs/concave-tl
tile entity 30 33 cliffs/concave-br
tile entity 30 33 cliffs/concave-bl
tile entity 14 33 walls/wall-stone-n
tile entity 13 33 walls/wall-stone-nw
tile entity 9 33 walls/wall-stone-n-ne
tile entity 8 33 walls/wall-stone-n-ne
tile entity 4 33 cliffs/concave-r
tile entity 4 33 cliffs/convex-l
tile entity 36 32 cliffs/convex-r
tile entity 36 32 cliffs/convex-tl
tile entity 36 32 cliffs/convex-tr
tile entity 35 32 cliffs/concave-br
tile entity 35 32 cliffs/concave-bl
tile entity 34 32 cliffs/convex-tr
tile entity 34 32 cliffs/concave-bl
tile entity 32 32 cliffs/concave-r
tile entity 31 32 cliffs/concave-br
tile entity 31 32 cliffs/convex-tl
tile entity 29 32 cliffs/convex-tr
tile entity 29 32 cliffs/concave-bl
tile entity 28 32 cliffs/convex-tr
tile entity 28 32 cliffs/concave-bl
tile entity 16 32 walls/wall-stone-nw
tile entity 15 32 walls/wall-stone-nw-n
tile entity 13 32 walls/wall-stone-ne
tile entity 7 32 walls/wall-stone-n-ne
tile entity 6 32 walls/wall-stone-n-ne
tile entity 4 32 cliffs/convex-l
tile entity 4 32 cliffs/convex-tl
tile entity 4 32 cliffs/concave-br
tile entity 33 31 cliffs/convex-tr
tile entity 33 31 cliffs/concave-bl
tile entity 32 31 cliffs/convex-l
tile entity 32 31 cliffs/convex-tl
tile entity 32 31 cliffs/convex-tr
tile entity 27 31 cliffs/convex-tr
tile entity 27 31 cliffs/concave-bl
tile entity 26 31 cliffs/convex-tr
tile entity 26 31 cliffs/concave-bl
tile entity 8 31 walls/wall-stone-nw-n
tile entity 5 31 walls/wall-stone-ne
tile entity 5 31 cliffs/concave-r
tile entity 25 30 cliffs/convex-tr
tile entity 25 30 cliffs/concave-bl
tile entity 24 30 cliffs/concave-l
tile entity 9 30 walls/wall-stone-nw
tile entity 6 30 walls/wall-stone-n-ne
tile entity 5 30 cliffs/concave-r
tile entity 5 30 cliffs/convex-l
tile entity 24 29 cliffs/concave-l
tile entity 24 29 cliffs/convex-r
tile entity 9 29 features/dragon-statue
tile entity 5 29 walls/wall-stone-n-ne
tile entity 4 29 walls/wall-stone-n-ne
tile entity 4 29 cliffs/convex-bl
tile entity 4 29 cliffs/concave-tr
tile entity 31 28 cliffs/concave-l
tile entity 31 28 cliffs/convex-bl
tile entity 31 28 cliffs/convex-br
tile entity 31 28 cliffs/convex-r
tile entity 30 28 cliffs/concave-tr
tile entity 29 28 cliffs/concave-r
tile entity 29 28 cliffs/concave-tl
tile entity 29 28 cliffs/convex-bl
tile entity 29 28 cliffs/convex-br
tile entity 29 28 cliffs/convex-l
tile entity 24 28 cliffs/convex-r
tile entity 24 28 cliffs/convex-tl
tile entity 24 28 cliffs/convex-tr
tile entity 23 28 cliffs/concave-br
tile entity 23 28 cliffs/concave-bl
tile entity 22 28 cliffs/convex-tr
tile entity 22 28 cliffs/concave-bl
tile entity 20 28 cliffs/concave-br
tile entity 20 28 cliffs/concave-bl
tile entity 14 28 walls/wall-stone-n-ne
tile entity 14 28 features/dragon-statue
tile entity 11 28 features/bones
tile entity 3 28 walls/wall-stone-n-ne
tile entity 3 28 cliffs/convex-bl
tile entity 3 28 cliffs/concave-tr
tile entity 2 28 walls/wall-stone-n-ne
tile entity 2 28 cliffs/convex-bl
tile entity 2 28 cliffs/concave-tr
tile entity 34 27 cliffs/concave-tl
tile entity 34 27 cliffs/convex-bl
tile entity 34 27 cliffs/convex-br
tile entity 32 27 cliffs/concave-tl
tile entity 32 27 cliffs/convex-br
tile entity 31 27 cliffs/concave-tl
tile entity 28 27 cliffs/convex-bl
tile entity 28 27 cliffs/concave-tr
tile entity 21 27 cliffs/convex-tl
tile entity 21 27 cliffs/convex-tr
tile entity 19 27 cliffs/convex-tr
tile entity 19 27 cliffs/concave-bl
tile entity 18 27 cliffs/concave-l
tile entity 13 27 walls/wall-stone-n-ne
tile entity 12 27 walls/wall-stone-n-ne
tile entity 6 27 features/bones
tile entity 1 27 walls/wall-stone-n-ne
tile entity 1 27 cliffs/concave-tr
tile entity 1 27 cliffs/convex-bl
tile entity 0 27 cliffs/concave-tr
tile entity 35 26 cliffs/concave-l
tile entity 35 26 cliffs/convex-br
tile entity 35 26 cliffs/convex-r
tile entity 33 26 cliffs/concave-tr
tile entity 27 26 cliffs/convex-bl
tile entity 27 26 cliffs/concave-tr
tile entity 26 26 cliffs/concave-tr
tile entity 25 26 cliffs/concave-r
tile entity 25 26 cliffs/concave-tl
tile entity 25 26 cliffs/convex-bl
tile entity 25 26 cliffs/convex-br
tile entity 25 26 cliffs/convex-l
tile entity 18 26 cliffs/concave-l
tile entity 18 26 cliffs/convex-r
tile entity 11 26 walls/wall-stone-n-ne
tile entity 10 26 walls/wall-stone-n-ne
tile entity 35 25 cliffs/concave-l
tile entity 35 25 cliffs/convex-r
tile entity 24 25 cliffs/convex-bl
tile entity 24 25 cliffs/concave-tr
tile entity 18 25 cliffs/concave-tl
tile entity 9 25 walls/wall-stone-n-ne
tile entity 8 25 walls/wall-stone-n-ne
tile entity 36 24 cliffs/concave-tl
tile entity 36 24 cliffs/convex-br
tile entity 35 24 cliffs/concave-tl
tile entity 23 24 cliffs/concave-r
tile entity 23 24 cliffs/convex-bl
tile entity 23 24 cliffs/convex-l
tile entity 23 24 cliffs/concave-tr
tile entity 19 24 cliffs/convex-br
tile entity 19 24 cliffs/convex-r
tile entity 19 24 cliffs/convex-tr
tile entity 19 24 cliffs/concave-bl
tile entity 18 24 cliffs/convex-tr
tile entity 18 24 cliffs/concave-bl
tile entity 7 24 walls/wall-stone-n-ne
tile entity 6 24 walls/wall-stone-n-ne
tile entity 2 24 walls/wall-stone-nw-n
tile entity 37 23 cliffs/concave-l
tile entity 37 23 cliffs/convex-br
tile entity 37 23 cliffs/convex-r
tile entity 30 23 cliffs/convex-tl
tile entity 30 23 cliffs/concave-br
