size 50 40
tileset cave
visibilityRadius 6
unexplored


encounter "deepDwarves_lvl10" 28 28
encounter "deepDwarves_lvl10" 16 25
encounter "deepDwarves_lvl10" 42 32
encounter "deepDwarves_lvl10" 31 19
encounter "deepDwarves_lvl10" 21 12
encounter "deepDwarves_lvl10" 19 5
encounter "slaverCampSlaves" 38 6

item 1 "slaverCampDoor" 35 7
tile 0 18 6 layer0/floor6
tile 0 17 6 layer0/floor4
tile 0 16 6 layer0/floor
tile 0 15 6 layer0/floor
tile 0 14 6 layer0/floor
tile 0 13 6 layer0/floor
tile 0 12 6 layer0/floor
tile 0 11 6 layer0/floor
tile 0 10 6 layer0/floor
tile 0 9 6 layer0/floor4
tile 0 8 6 layer0/floor
tile 0 7 6 layer0/floor5
tile 0 6 6 layer0/floor
tile 0 42 5 layer0/floor
tile 0 41 5 layer0/floor
tile 0 40 5 layer0/floor4
tile 0 39 5 layer0/floor2
tile 0 38 5 layer0/floor
tile 0 37 5 layer0/floor3
tile 0 36 5 layer0/floor4
tile 0 35 5 layer0/floor
tile 0 34 5 layer0/floor
tile 0 33 5 layer0/floor6
tile 0 32 5 layer0/floor
tile 0 31 5 layer0/floor5
tile 0 30 5 layer0/floor6
tile 0 29 5 layer0/floor
tile 0 28 5 layer0/floor
tile 0 27 5 layer0/floor
tile 0 26 5 layer0/floor
tile 0 25 5 layer0/floor6
tile 0 24 5 layer0/floor6
tile 0 23 5 layer0/floor2
tile 0 22 5 layer0/floor
tile 0 21 5 layer0/floor
tile 0 20 5 layer0/floor
tile 0 19 5 layer0/floor
tile 0 18 5 layer0/floor
tile 0 17 5 layer0/floor2
tile 0 16 5 layer0/floor
tile 0 15 5 layer0/floor3
tile 0 14 5 layer0/floor
tile 0 13 5 layer0/floor
tile 0 11 5 layer0/floor
tile 0 9 5 layer0/floor
tile 0 8 5 layer0/floor
tile 0 7 5 layer0/floor
tile 0 6 5 layer0/floor
tile 0 45 4 layer0/floor4
tile 0 44 4 layer0/floor6
tile 0 43 4 layer0/floor
tile 0 42 4 layer0/floor6
tile 0 41 4 layer0/floor5
tile 0 39 4 layer0/floor
tile 0 38 4 layer0/floor
tile 0 37 4 layer0/floor2
tile 0 36 4 layer0/floor5
tile 0 35 4 layer0/floor6
tile 0 34 4 layer0/floor
tile 0 33 4 layer0/floor
tile 0 32 4 layer0/floor5
tile 0 31 4 layer0/floor
tile 0 30 4 layer0/floor
tile 0 29 4 layer0/floor5
tile 0 28 4 layer0/floor
tile 0 25 4 layer0/floor
tile 0 22 4 layer0/floor
tile 0 21 4 layer0/floor
tile 0 20 4 layer0/floor
tile 0 19 4 layer0/floor3
tile 0 18 4 layer0/floor
tile 0 17 4 layer0/floor6
tile 0 16 4 layer0/floor
tile 0 15 4 layer0/floor
tile 0 14 4 layer0/floor
tile 0 13 4 layer0/floor
tile 0 8 4 layer0/floor5
tile 0 7 4 layer0/floor
tile 0 45 3 layer0/floor3
tile 0 44 3 layer0/floor3
tile 0 43 3 layer0/floor5
tile 0 42 3 layer0/floor
tile 0 41 3 layer0/floor
tile 0 40 3 layer0/floor
tile 0 37 3 layer0/floor
tile 0 36 3 layer0/floor
tile 0 35 3 layer0/floor6
tile 0 32 3 layer0/floor
tile 0 31 3 layer0/floor
tile 0 30 3 layer0/floor3
tile 0 29 3 layer0/floor
tile 0 28 3 layer0/floor3
tile 0 27 3 layer0/floor
tile 0 22 3 layer0/floor
tile 0 21 3 layer0/floor6
tile 0 20 3 layer0/floor4
tile 0 19 3 layer0/floor6
tile 0 18 3 layer0/floor
tile 0 17 3 layer0/floor
tile 0 16 3 layer0/floor2
tile 0 15 3 layer0/floor4
tile 0 10 3 layer0/floor
tile 0 9 3 layer0/floor
tile 0 8 3 layer0/floor
tile 0 7 3 layer0/floor
tile 0 42 2 layer0/floor
tile 0 41 2 layer0/floor3
tile 0 40 2 layer0/floor
tile 0 37 2 layer0/floor
tile 0 31 2 layer0/floor
tile 0 29 2 layer0/floor
tile 0 28 2 layer0/floor
tile 0 27 2 layer0/floor
tile 0 21 2 layer0/floor
tile 0 19 2 layer0/floor
tile 0 18 2 layer0/floor
tile 0 17 2 layer0/floor
tile 0 10 2 layer0/floor
tile 0 9 2 layer0/floor3
tile 0 8 2 layer0/floor3
tile 0 7 2 layer0/floor
tile 0 41 1 layer0/floor
tile 0 10 1 layer0/floor
tile 0 9 1 layer0/floor
tile 0 8 1 layer0/floor
tile 0 10 0 layer0/floor
tile 0 9 0 layer0/floor
tile 0 8 0 layer0/floor5
tile 2 35 39 layer2/chasm-concave-r
tile 2 36 38 layer2/chasm-concave-r
tile 2 35 38 layer2/chasm-concave-br
tile 2 35 38 layer2/chasm-convex-l
tile 2 35 38 layer2/chasm-convex-tl
tile 2 42 37 layer2/chasm-concave-br
tile 2 42 37 layer2/chasm-concave-bl
tile 2 36 37 layer2/chasm-concave-r
tile 2 36 37 layer2/chasm-convex-l
tile 2 44 36 layer2/chasm-convex-tl
tile 2 44 36 layer2/chasm-concave-br
tile 2 43 36 layer2/chasm-convex-tl
tile 2 43 36 layer2/chasm-concave-br
tile 2 41 36 layer2/chasm-convex-tr
tile 2 41 36 layer2/chasm-concave-bl
tile 2 40 36 layer2/chasm-convex-tr
tile 2 40 36 layer2/chasm-concave-bl
tile 2 36 36 layer2/chasm-concave-br
tile 2 36 36 layer2/chasm-convex-l
tile 2 36 36 layer2/chasm-convex-tl
tile 2 46 35 layer2/chasm-convex-tl
tile 2 46 35 layer2/chasm-concave-br
tile 2 45 35 layer2/chasm-convex-tl
tile 2 45 35 layer2/chasm-concave-br
tile 2 39 35 layer2/chasm-convex-tr
tile 2 39 35 layer2/chasm-concave-bl
tile 2 38 35 layer2/chasm-convex-tl
tile 2 38 35 layer2/chasm-convex-tr
tile 2 37 35 layer2/chasm-convex-tl
tile 2 37 35 layer2/chasm-concave-br
tile 2 48 34 layer2/chasm-concave-r
tile 2 47 34 layer2/chasm-convex-tl
tile 2 47 34 layer2/chasm-concave-br
tile 2 48 33 layer2/chasm-concave-r
tile 2 48 33 layer2/chasm-convex-l
tile 2 48 32 layer2/chasm-concave-r
tile 2 48 32 layer2/chasm-convex-l
tile 2 48 31 layer2/chasm-concave-r
tile 2 48 31 layer2/chasm-convex-l
tile 2 48 30 layer2/chasm-concave-r
tile 2 48 30 layer2/chasm-convex-l
tile 2 47 28 layer2/chasm-concave-tr
tile 2 47 28 layer2/chasm-convex-bl
tile 2 46 28 layer2/chasm-concave-tr
tile 2 46 28 layer2/chasm-convex-bl
tile 2 45 27 layer2/chasm-concave-tr
tile 2 45 27 layer2/chasm-convex-bl
tile 2 44 27 layer2/chasm-concave-tr
tile 2 44 27 layer2/chasm-convex-bl
tile 2 40 27 layer2/chasm-concave-tl
tile 2 40 27 layer2/chasm-convex-bl
tile 2 40 27 layer2/chasm-convex-br
tile 2 43 26 layer2/chasm-concave-tr
tile 2 43 26 layer2/chasm-convex-bl
tile 2 42 26 layer2/chasm-concave-tr
tile 2 41 26 layer2/chasm-concave-tl
tile 2 41 26 layer2/chasm-convex-br
tile 2 39 26 layer2/chasm-concave-tr
tile 2 39 26 layer2/chasm-concave-r
tile 2 39 26 layer2/chasm-convex-bl
tile 2 39 26 layer2/chasm-convex-l
tile 2 36 26 layer2/chasm-concave-tl
tile 2 36 26 layer2/chasm-convex-br
tile 2 35 26 layer2/chasm-concave-tl
tile 2 35 26 layer2/chasm-convex-bl
tile 2 35 26 layer2/chasm-convex-br
tile 2 34 26 layer2/chasm-concave-tr
tile 2 34 26 layer2/chasm-convex-bl
tile 2 38 25 layer2/chasm-concave-tr
tile 2 37 25 layer2/chasm-concave-tl
tile 2 37 25 layer2/chasm-convex-br
tile 2 33 25 layer2/chasm-concave-tr
tile 2 33 25 layer2/chasm-convex-bl
tile 2 32 25 layer2/chasm-concave-tr
tile 2 32 25 layer2/chasm-concave-r
tile 2 32 25 layer2/chasm-convex-bl
tile 2 32 25 layer2/chasm-convex-l
tile 2 49 24 layer2/chasm-concave-bl
tile 2 48 24 layer2/chasm-convex-tl
tile 2 48 24 layer2/chasm-convex-tr
tile 2 47 24 layer2/chasm-concave-bl
tile 2 47 24 layer2/chasm-concave-br
tile 2 46 24 layer2/chasm-concave-bl
tile 2 46 24 layer2/chasm-convex-tr
tile 2 34 24 layer2/chasm-concave-br
tile 2 34 24 layer2/chasm-concave-bl
tile 2 32 24 layer2/chasm-concave-br
tile 2 32 24 layer2/chasm-convex-l
tile 2 32 24 layer2/chasm-convex-tl
tile 2 45 23 layer2/chasm-concave-bl
tile 2 45 23 layer2/chasm-convex-tr
tile 2 44 23 layer2/chasm-concave-bl
tile 2 44 23 layer2/chasm-convex-tr
tile 2 40 23 layer2/chasm-concave-br
tile 2 40 23 layer2/chasm-concave-bl
tile 2 38 23 layer2/chasm-concave-br
tile 2 38 23 layer2/chasm-convex-tl
tile 2 37 23 layer2/chasm-concave-br
tile 2 37 23 layer2/chasm-concave-bl
tile 2 36 23 layer2/chasm-convex-tl
tile 2 36 23 layer2/chasm-convex-tr
tile 2 35 23 layer2/chasm-convex-tl
tile 2 35 23 layer2/chasm-concave-br
tile 2 33 23 layer2/chasm-convex-tl
tile 2 33 23 layer2/chasm-convex-tr
tile 2 43 22 layer2/chasm-concave-bl
tile 2 43 22 layer2/chasm-convex-tr
tile 2 42 22 layer2/chasm-convex-tl
tile 2 42 22 layer2/chasm-convex-tr
tile 2 41 22 layer2/chasm-concave-br
tile 2 41 22 layer2/chasm-convex-tl
tile 2 39 22 layer2/chasm-convex-tl
tile 2 39 22 layer2/chasm-convex-tr
tile 2 18 22 layer2/chasm-concave-tl
tile 2 18 22 layer2/chasm-convex-bl
tile 2 18 22 layer2/chasm-convex-br
tile 2 16 22 layer2/chasm-concave-tl
tile 2 16 22 layer2/chasm-convex-bl
tile 2 16 22 layer2/chasm-convex-br
tile 2 19 21 layer2/chasm-concave-l
tile 2 19 21 layer2/chasm-convex-br
tile 2 19 21 layer2/chasm-convex-r
tile 2 17 21 layer2/chasm-concave-tr
tile 2 15 21 layer2/chasm-concave-r
tile 2 15 21 layer2/chasm-convex-bl
tile 2 15 21 layer2/chasm-convex-l
tile 2 15 21 layer2/chasm-concave-tr
tile 2 22 20 layer2/chasm-concave-l
tile 2 22 20 layer2/chasm-convex-bl
tile 2 22 20 layer2/chasm-convex-br
tile 2 22 20 layer2/chasm-convex-r
tile 2 20 20 layer2/chasm-concave-tl
tile 2 20 20 layer2/chasm-convex-br
tile 2 19 20 layer2/chasm-concave-tl
tile 2 14 20 layer2/chasm-concave-tr
tile 2 14 20 layer2/chasm-concave-r
tile 2 14 20 layer2/chasm-convex-bl
tile 2 14 20 layer2/chasm-convex-l
tile 2 22 19 layer2/chasm-concave-tl
tile 2 21 19 layer2/chasm-concave-tr
tile 2 14 19 layer2/chasm-concave-br
tile 2 14 19 layer2/chasm-convex-l
tile 2 14 19 layer2/chasm-convex-tl
tile 2 23 18 layer2/chasm-convex-br
tile 2 23 18 layer2/chasm-convex-r
tile 2 23 18 layer2/chasm-convex-tr
tile 2 23 18 layer2/chasm-concave-bl
tile 2 22 18 layer2/chasm-convex-tl
tile 2 22 18 layer2/chasm-convex-tr
tile 2 21 18 layer2/chasm-concave-br
tile 2 21 18 layer2/chasm-concave-bl
tile 2 20 18 layer2/chasm-convex-tl
tile 2 20 18 layer2/chasm-convex-tr
tile 2 19 18 layer2/chasm-concave-bl
tile 2 19 18 layer2/chasm-concave-br
tile 2 18 18 layer2/chasm-concave-bl
tile 2 18 18 layer2/chasm-convex-tr
tile 2 15 18 layer2/chasm-concave-r
tile 2 17 17 layer2/chasm-convex-tr
tile 2 17 17 layer2/chasm-concave-bl
tile 2 16 17 layer2/chasm-convex-tl
tile 2 16 17 layer2/chasm-convex-tr
tile 2 15 17 layer2/chasm-convex-l
tile 2 15 17 layer2/chasm-convex-tl
tile 2 15 17 layer2/chasm-concave-br
tile 3 34 39 layer3/wall-rough2
tile 3 33 39 layer3/wall-rough3
tile 3 32 39 layer3/wall-rough2
tile 3 31 39 layer3/wall-rough3
tile 3 30 39 layer3/wall-rough2
tile 3 29 39 layer3/wall-rough
tile 3 28 39 layer3/wall-rough3
tile 3 27 39 layer3/wall-rough3
tile 3 23 39 layer3/wall-rough2
tile 3 22 39 layer3/wall-rough3
tile 3 21 39 layer3/wall-rough3
tile 3 20 39 layer3/wall-rough2
tile 3 19 39 layer3/wall-rough
tile 3 18 39 layer3/wall-rough3
tile 3 17 39 layer3/wall-rough2
tile 3 16 39 layer3/wall-rough2
tile 3 15 39 layer3/wall-rough3
tile 3 14 39 layer3/wall-rough3
tile 3 13 39 layer3/wall-rough
tile 3 12 39 layer3/wall-rough2
tile 3 11 39 layer3/wall-rough3
tile 3 10 39 layer3/wall-rough
tile 3 9 39 layer3/wall-rough3
tile 3 8 39 layer3/wall-rough3
tile 3 7 39 layer3/wall-rough
tile 3 3 39 layer3/wall-rough3
tile 3 2 39 layer3/wall-rough2
tile 3 1 39 layer3/wall-rough3
tile 3 0 39 layer3/wall-rough
tile 3 34 38 layer3/wall-rough2
tile 3 33 38 layer3/wall-rough3
tile 3 32 38 layer3/wall-rough
tile 3 31 38 layer3/wall-rough
tile 3 30 38 layer3/wall-rough2
tile 3 29 38 layer3/wall-rough
tile 3 28 38 layer3/wall-rough2
tile 3 23 38 layer3/wall-rough3
tile 3 22 38 layer3/wall-rough3
tile 3 21 38 layer3/wall-rough3
tile 3 20 38 layer3/wall-rough2
tile 3 19 38 layer3/wall-rough2
tile 3 18 38 layer3/wall-rough
tile 3 17 38 layer3/wall-rough2
tile 3 16 38 layer3/wall-rough2
tile 3 15 38 layer3/wall-rough
tile 3 14 38 layer3/wall-rough3
tile 3 13 38 layer3/wall-rough2
tile 3 12 38 layer3/wall-rough3
tile 3 11 38 layer3/wall-rough
tile 3 10 38 layer3/wall-rough3
tile 3 9 38 layer3/wall-rough
tile 3 8 38 layer3/wall-rough2
tile 3 7 38 layer3/wall-rough2
tile 3 3 38 layer3/wall-rough3
tile 3 2 38 layer3/wall-rough
tile 3 1 38 layer3/wall-rough3
tile 3 0 38 layer3/wall-rough3
tile 3 35 37 layer3/wall-rough
tile 3 34 37 layer3/wall-rough
tile 3 33 37 layer3/wall-rough
tile 3 32 37 layer3/wall-rough3
tile 3 31 37 layer3/wall-rough
tile 3 30 37 layer3/wall-rough2
tile 3 29 37 layer3/wall-rough2
tile 3 23 37 layer3/wall-rough3
tile 3 22 37 layer3/wall-rough2
tile 3 21 37 layer3/wall-rough3
tile 3 20 37 layer3/wall-rough
tile 3 19 37 layer3/wall-rough2
tile 3 18 37 layer3/wall-rough2
tile 3 17 37 layer3/wall-rough
tile 3 16 37 layer3/wall-rough2
tile 3 15 37 layer3/wall-rough3
tile 3 14 37 layer3/wall-rough3
tile 3 13 37 layer3/wall-rough
tile 3 12 37 layer3/wall-rough3
tile 3 11 37 layer3/wall-rough3
tile 3 10 37 layer3/wall-rough3
tile 3 9 37 layer3/wall-rough3
tile 3 8 37 layer3/wall-rough
tile 3 7 37 layer3/wall-rough2
tile 3 2 37 layer3/wall-rough2
tile 3 1 37 layer3/wall-rough
tile 3 0 37 layer3/wall-rough
tile 3 42 36 layer3/wall-rough3
tile 3 35 36 layer3/wall-rough
tile 3 34 36 layer3/wall-rough2
tile 3 33 36 layer3/wall-rough3
tile 3 32 36 layer3/wall-rough
tile 3 31 36 layer3/wall-rough
tile 3 30 36 layer3/wall-rough2
tile 3 29 36 layer3/wall-rough3
tile 3 24 36 layer3/wall-rough
tile 3 23 36 layer3/wall-rough
tile 3 22 36 layer3/wall-rough2
tile 3 21 36 layer3/wall-rough2
tile 3 20 36 layer3/wall-rough
tile 3 19 36 layer3/wall-rough3
tile 3 18 36 layer3/wall-rough2
tile 3 17 36 layer3/wall-rough
tile 3 16 36 layer3/wall-rough2
tile 3 15 36 layer3/wall-rough2
tile 3 14 36 layer3/wall-rough
tile 3 13 36 layer3/wall-rough
tile 3 12 36 layer3/wall-rough
tile 3 11 36 layer3/wall-rough2
tile 3 10 36 layer3/wall-rough2
tile 3 9 36 layer3/wall-rough2
tile 3 8 36 layer3/wall-rough
tile 3 7 36 layer3/wall-rough3
tile 3 2 36 layer3/wall-rough2
tile 3 1 36 layer3/wall-rough
tile 3 0 36 layer3/wall-rough3
tile 3 44 35 layer3/wall-rough2
tile 3 43 35 layer3/wall-rough
tile 3 36 35 layer3/wall-rough
tile 3 35 35 layer3/wall-rough
tile 3 34 35 layer3/wall-rough
tile 3 33 35 layer3/wall-rough3
tile 3 32 35 layer3/wall-rough2
tile 3 31 35 layer3/wall-rough2
tile 3 30 35 layer3/wall-rough2
tile 3 24 35 layer3/wall-rough
tile 3 23 35 layer3/wall-rough3
tile 3 22 35 layer3/wall-rough2
tile 3 21 35 layer3/wall-rough
tile 3 20 35 layer3/wall-rough
tile 3 19 35 layer3/wall-rough2
tile 3 18 35 layer3/wall-rough2
tile 3 17 35 layer3/wall-rough3
tile 3 16 35 layer3/wall-rough
tile 3 15 35 layer3/wall-rough2
tile 3 14 35 layer3/wall-rough
tile 3 13 35 layer3/wall-rough3
tile 3 12 35 layer3/wall-rough2
tile 3 11 35 layer3/wall-rough
tile 3 10 35 layer3/wall-rough3
tile 3 9 35 layer3/wall-rough
tile 3 8 35 layer3/wall-rough
tile 3 7 35 layer3/wall-rough2
tile 3 4 35 layer3/wall-rough2
tile 3 3 35 layer3/wall-rough3
tile 3 2 35 layer3/wall-rough3
tile 3 1 35 layer3/wall-rough2
tile 3 0 35 layer3/wall-rough
tile 3 35 34 layer3/wall-rough
tile 3 34 34 layer3/wall-rough
tile 3 33 34 layer3/wall-rough2
tile 3 32 34 layer3/wall-rough2
tile 3 31 34 layer3/wall-rough3
tile 3 23 34 layer3/wall-rough
tile 3 22 34 layer3/wall-rough
tile 3 21 34 layer3/wall-rough3
tile 3 20 34 layer3/wall-rough3
tile 3 19 34 layer3/wall-rough3
tile 3 18 34 layer3/wall-rough
tile 3 17 34 layer3/wall-rough2
tile 3 16 34 layer3/wall-rough3
tile 3 15 34 layer3/wall-rough
tile 3 14 34 layer3/wall-rough2
tile 3 13 34 layer3/wall-rough
tile 3 12 34 layer3/wall-rough3
tile 3 11 34 layer3/wall-rough
tile 3 10 34 layer3/wall-rough
tile 3 9 34 layer3/wall-rough
tile 3 8 34 layer3/wall-rough
tile 3 7 34 layer3/wall-rough3
tile 3 4 34 layer3/wall-rough
tile 3 3 34 layer3/wall-rough3
tile 3 2 34 layer3/wall-rough2
tile 3 1 34 layer3/wall-rough2
tile 3 0 34 layer3/wall-rough2
tile 3 35 33 layer3/wall-rough
tile 3 34 33 layer3/wall-rough
tile 3 33 33 layer3/wall-rough3
tile 3 32 33 layer3/wall-rough2
tile 3 23 33 layer3/wall-rough2
tile 3 22 33 layer3/wall-rough2
tile 3 21 33 layer3/wall-rough
tile 3 20 33 layer3/wall-rough2
tile 3 19 33 layer3/wall-rough3
tile 3 18 33 layer3/wall-rough3
tile 3 17 33 layer3/wall-rough3
tile 3 16 33 layer3/wall-rough2
tile 3 15 33 layer3/wall-rough
tile 3 14 33 layer3/wall-rough3
tile 3 13 33 layer3/wall-rough3
tile 3 12 33 layer3/wall-rough
tile 3 11 33 layer3/wall-rough
tile 3 10 33 layer3/wall-rough
tile 3 9 33 layer3/wall-rough2
tile 3 8 33 layer3/wall-rough
tile 3 7 33 layer3/wall-rough2
tile 3 4 33 layer3/wall-rough
tile 3 3 33 layer3/wall-rough2
tile 3 2 33 layer3/wall-rough
tile 3 1 33 layer3/wall-rough3
tile 3 0 33 layer3/wall-rough3
tile 3 35 32 layer3/wall-rough3
tile 3 34 32 layer3/wall-rough
tile 3 33 32 layer3/wall-rough2
tile 3 32 32 layer3/wall-rough2
tile 3 23 32 layer3/wall-rough3
tile 3 22 32 layer3/wall-rough2
tile 3 21 32 layer3/wall-rough2
tile 3 20 32 layer3/wall-rough2
tile 3 19 32 layer3/wall-rough3
tile 3 18 32 layer3/wall-rough2
tile 3 17 32 layer3/wall-rough2
tile 3 16 32 layer3/wall-rough
tile 3 15 32 layer3/wall-rough3
tile 3 14 32 layer3/wall-rough
tile 3 13 32 layer3/wall-rough
tile 3 12 32 layer3/wall-rough
tile 3 11 32 layer3/wall-rough
tile 3 10 32 layer3/wall-rough3
tile 3 9 32 layer3/wall-rough2
tile 3 8 32 layer3/wall-rough
tile 3 7 32 layer3/wall-rough3
tile 3 4 32 layer3/wall-rough3
tile 3 3 32 layer3/wall-rough
tile 3 2 32 layer3/wall-rough2
tile 3 1 32 layer3/wall-rough3
tile 3 0 32 layer3/wall-rough3
tile 3 47 31 layer3/wall-rough
tile 3 35 31 layer3/wall-rough3
tile 3 34 31 layer3/wall-rough3
tile 3 33 31 layer3/wall-rough3
tile 3 32 31 layer3/wall-rough3
tile 3 31 31 layer3/wall-rough3
tile 3 23 31 layer3/wall-rough
tile 3 22 31 layer3/wall-rough
tile 3 21 31 layer3/wall-rough2
tile 3 20 31 layer3/wall-rough3
tile 3 19 31 layer3/wall-rough3
tile 3 18 31 layer3/wall-rough
tile 3 17 31 layer3/wall-rough3
tile 3 16 31 layer3/wall-rough3
tile 3 15 31 layer3/wall-rough
tile 3 14 31 layer3/wall-rough2
tile 3 13 31 layer3/wall-rough2
tile 3 12 31 layer3/wall-rough3
tile 3 11 31 layer3/wall-rough3
tile 3 10 31 layer3/wall-rough
tile 3 9 31 layer3/wall-rough
tile 3 8 31 layer3/wall-rough3
tile 3 7 31 layer3/wall-rough3
tile 3 4 31 layer3/wall-rough3
tile 3 3 31 layer3/wall-rough2
tile 3 2 31 layer3/wall-rough3
tile 3 1 31 layer3/wall-rough
tile 3 0 31 layer3/wall-rough
tile 3 35 30 layer3/wall-rough
tile 3 34 30 layer3/wall-rough2
tile 3 33 30 layer3/wall-rough2
tile 3 32 30 layer3/wall-rough
tile 3 31 30 layer3/wall-rough2
tile 3 30 30 layer3/wall-rough2
tile 3 24 30 layer3/wall-rough3
tile 3 23 30 layer3/wall-rough
tile 3 22 30 layer3/wall-rough
tile 3 21 30 layer3/wall-rough2
tile 3 20 30 layer3/wall-rough2
tile 3 19 30 layer3/wall-rough
tile 3 18 30 layer3/wall-rough3
tile 3 17 30 layer3/wall-rough3
tile 3 16 30 layer3/wall-rough
tile 3 15 30 layer3/wall-rough3
tile 3 14 30 layer3/wall-rough3
tile 3 13 30 layer3/wall-rough2
tile 3 11 30 layer3/wall-rough2
tile 3 10 30 layer3/wall-rough
tile 3 9 30 layer3/wall-rough2
tile 3 8 30 layer3/wall-rough
tile 3 7 30 layer3/wall-rough2
tile 3 4 30 layer3/wall-rough
tile 3 3 30 layer3/wall-rough2
tile 3 2 30 layer3/wall-rough2
tile 3 1 30 layer3/wall-rough2
tile 3 0 30 layer3/wall-rough2
tile 3 35 29 layer3/wall-rough2
tile 3 33 29 layer3/wall-rough3
tile 3 32 29 layer3/wall-rough
tile 3 31 29 layer3/wall-rough2
tile 3 24 29 layer3/wall-rough2
tile 3 23 29 layer3/wall-rough3
tile 3 22 29 layer3/wall-rough
tile 3 21 29 layer3/wall-rough2
tile 3 20 29 layer3/wall-rough
tile 3 19 29 layer3/wall-rough2
tile 3 17 29 layer3/wall-rough
tile 3 16 29 layer3/wall-rough2
tile 3 15 29 layer3/wall-rough3
tile 3 10 29 layer3/wall-rough
tile 3 9 29 layer3/wall-rough2
tile 3 8 29 layer3/wall-rough
tile 3 4 29 layer3/wall-rough
tile 3 3 29 layer3/wall-rough3
tile 3 2 29 layer3/wall-rough2
tile 3 1 29 layer3/wall-rough3
tile 3 0 29 layer3/wall-rough3
tile 3 44 28 layer3/wall-rough2
tile 3 25 28 layer3/wall-rough2
tile 3 23 28 layer3/wall-rough
tile 3 21 28 layer3/wall-rough3
tile 3 20 28 layer3/wall-rough3
tile 3 10 28 layer3/wall-rough
tile 3 9 28 layer3/wall-rough2
tile 3 8 28 layer3/wall-rough2
tile 3 4 28 layer3/wall-rough
tile 3 3 28 layer3/wall-rough3
tile 3 2 28 layer3/wall-rough
tile 3 1 28 layer3/wall-rough
tile 3 0 28 layer3/wall-rough3
tile 3 36 27 layer3/wall-rough
tile 3 20 27 layer3/wall-rough
tile 3 9 27 layer3/wall-rough3
tile 3 8 27 layer3/wall-rough
tile 3 7 27 layer3/wall-rough2
tile 3 3 27 layer3/wall-rough3
tile 3 2 27 layer3/wall-rough2
tile 3 1 27 layer3/wall-rough2
tile 3 0 27 layer3/wall-rough
tile 3 38 26 layer3/wall-rough3
tile 3 37 26 layer3/wall-rough2
tile 3 32 26 layer3/wall-rough
tile 3 31 26 layer3/wall-rough
tile 3 14 26 layer3/wall-rough
tile 3 13 26 layer3/wall-rough3
tile 3 9 26 layer3/wall-rough3
tile 3 8 26 layer3/wall-rough3
tile 3 7 26 layer3/wall-rough2
tile 3 3 26 layer3/wall-rough2
tile 3 2 26 layer3/wall-rough
tile 3 1 26 layer3/wall-rough2
tile 3 0 26 layer3/wall-rough3
tile 3 31 25 layer3/wall-rough3
tile 3 30 25 layer3/wall-rough3
tile 3 28 25 layer3/wall-rough3
tile 3 27 25 layer3/wall-rough3
tile 3 26 25 layer3/wall-rough2
tile 3 25 25 layer3/wall-rough
tile 3 24 25 layer3/wall-rough3
tile 3 23 25 layer3/wall-rough3
tile 3 22 25 layer3/wall-rough3
tile 3 14 25 layer3/wall-rough
tile 3 10 25 layer3/wall-rough
tile 3 9 25 layer3/wall-rough3
tile 3 8 25 layer3/wall-rough2
tile 3 7 25 layer3/wall-rough2
tile 3 3 25 layer3/wall-rough
tile 3 2 25 layer3/wall-rough3
tile 3 1 25 layer3/wall-rough3
tile 3 0 25 layer3/wall-rough2
tile 3 31 24 layer3/wall-rough
tile 3 30 24 layer3/wall-rough3
tile 3 29 24 layer3/wall-rough3
tile 3 28 24 layer3/wall-rough3
tile 3 27 24 layer3/wall-rough
tile 3 26 24 layer3/wall-rough
tile 3 25 24 layer3/wall-rough2
tile 3 24 24 layer3/wall-rough2
tile 3 23 24 layer3/wall-rough
tile 3 22 24 layer3/wall-rough
tile 3 10 24 layer3/wall-rough
tile 3 9 24 layer3/wall-rough3
tile 3 8 24 layer3/wall-rough2
tile 3 7 24 layer3/wall-rough2
tile 3 3 24 layer3/wall-rough
tile 3 2 24 layer3/wall-rough2
tile 3 1 24 layer3/wall-rough2
tile 3 0 24 layer3/wall-rough3
tile 3 49 23 layer3/wall-rough
tile 3 48 23 layer3/wall-rough
tile 3 47 23 layer3/wall-rough3
tile 3 46 23 layer3/wall-rough3
tile 3 27 23 layer3/wall-rough2
tile 3 26 23 layer3/wall-rough3
tile 3 25 23 layer3/wall-rough3
tile 3 24 23 layer3/wall-rough
tile 3 23 23 layer3/wall-rough3
tile 3 12 23 layer3/wall-rough
tile 3 11 23 layer3/wall-rough
tile 3 10 23 layer3/wall-rough2
tile 3 9 23 layer3/wall-rough3
tile 3 8 23 layer3/wall-rough2
tile 3 4 23 layer3/wall-rough2
tile 3 3 23 layer3/wall-rough2
tile 3 2 23 layer3/wall-rough
tile 3 1 23 layer3/wall-rough
tile 3 0 23 layer3/wall-rough2
tile 3 49 22 layer3/wall-rough
tile 3 48 22 layer3/wall-rough
tile 3 47 22 layer3/wall-rough3
tile 3 46 22 layer3/wall-rough3
tile 3 45 22 layer3/wall-rough3
tile 3 44 22 layer3/wall-rough3
tile 3 40 22 layer3/wall-rough3
tile 3 38 22 layer3/wall-rough
tile 3 37 22 layer3/wall-rough
tile 3 27 22 layer3/wall-rough
tile 3 26 22 layer3/wall-rough2
tile 3 25 22 layer3/wall-rough2
tile 3 23 22 layer3/wall-rough3
tile 3 19 22 layer3/wall-rough2
tile 3 12 22 layer3/wall-rough
