size 50 15
tileset cave
visibilityRadius 6
unexplored


encounter "drakes_king" 34 9
encounter "drakes_lvl14" 9 11
encounter "drakes_lvl14" 21 3

item 1 "chest_lock_lvl15" 37 11
tile 2 9 7 layer2/lava-concave-tr
tile 2 9 7 layer2/lava-concave-r
tile 2 9 7 layer2/lava-convex-bl
tile 2 9 7 layer2/lava-convex-l
tile 2 3 7 layer2/lava-convex-tl
tile 2 3 7 layer2/lava-convex-tr
tile 2 41 6 layer2/lava-convex-r
tile 2 41 6 layer2/lava-convex-tr
tile 2 41 6 layer2/lava-concave-bl
tile 2 40 6 layer2/lava-convex-tl
tile 2 40 6 layer2/lava-convex-tr
tile 2 39 6 layer2/lava-concave-br
tile 2 39 6 layer2/lava-convex-l
tile 2 39 6 layer2/lava-convex-tl
tile 2 25 6 layer2/lava-concave-l
tile 2 25 6 layer2/lava-convex-r
tile 2 24 6 layer2/lava-concave-r
tile 2 24 6 layer2/lava-convex-l
tile 2 18 6 layer2/lava-concave-l
tile 2 18 6 layer2/lava-convex-r
tile 2 8 6 layer2/lava-concave-tr
tile 2 8 6 layer2/lava-convex-bl
tile 2 25 5 layer2/lava-concave-l
tile 2 25 5 layer2/lava-convex-r
tile 2 24 5 layer2/lava-concave-br
tile 2 24 5 layer2/lava-convex-l
tile 2 24 5 layer2/lava-convex-tl
tile 2 18 5 layer2/lava-concave-l
tile 2 18 5 layer2/lava-convex-r
tile 2 7 5 layer2/lava-concave-tr
tile 2 7 5 layer2/lava-concave-r
tile 2 7 5 layer2/lava-convex-bl
tile 2 7 5 layer2/lava-convex-l
tile 2 25 4 layer2/lava-convex-r
tile 2 25 4 layer2/lava-convex-tl
tile 2 25 4 layer2/lava-convex-tr
tile 2 18 4 layer2/lava-concave-l
tile 2 18 4 layer2/lava-convex-r
tile 2 16 4 layer2/lava-concave-r
tile 2 15 4 layer2/lava-concave-br
tile 2 15 4 layer2/lava-concave-bl
tile 2 14 4 layer2/lava-convex-tr
tile 2 14 4 layer2/lava-concave-bl
tile 2 6 4 layer2/lava-concave-tr
tile 2 6 4 layer2/lava-convex-bl
tile 2 42 3 layer2/lava-concave-l
tile 2 42 3 layer2/lava-convex-br
tile 2 42 3 layer2/lava-convex-r
tile 2 41 3 layer2/lava-concave-tl
tile 2 41 3 layer2/lava-convex-bl
tile 2 41 3 layer2/lava-convex-br
tile 2 40 3 layer2/lava-concave-tr
tile 2 39 3 layer2/lava-concave-tl
tile 2 39 3 layer2/lava-convex-bl
tile 2 39 3 layer2/lava-convex-br
tile 2 38 3 layer2/lava-concave-tr
tile 2 38 3 layer2/lava-concave-r
tile 2 38 3 layer2/lava-convex-bl
tile 2 38 3 layer2/lava-convex-l
tile 2 18 3 layer2/lava-concave-tl
tile 2 16 3 layer2/lava-concave-br
tile 2 16 3 layer2/lava-convex-l
tile 2 16 3 layer2/lava-convex-tl
tile 2 13 3 layer2/lava-convex-tr
tile 2 13 3 layer2/lava-concave-bl
tile 2 12 3 layer2/lava-concave-l
tile 2 5 3 layer2/lava-concave-tr
tile 2 5 3 layer2/lava-convex-bl
tile 2 4 3 layer2/lava-concave-tr
tile 2 4 3 layer2/lava-concave-br
tile 2 4 3 layer2/lava-convex-bl
tile 2 4 3 layer2/lava-convex-l
tile 2 4 3 layer2/lava-convex-tl
tile 2 42 2 layer2/lava-concave-tl
tile 2 36 2 layer2/lava-concave-tl
tile 2 36 2 layer2/lava-convex-bl
tile 2 36 2 layer2/lava-convex-br
tile 2 34 2 layer2/lava-concave-tl
tile 2 34 2 layer2/lava-convex-br
tile 2 33 2 layer2/lava-concave-tl
tile 2 33 2 layer2/lava-convex-bl
tile 2 33 2 layer2/lava-convex-br
tile 2 32 2 layer2/lava-concave-tr
tile 2 32 2 layer2/lava-convex-bl
tile 2 30 2 layer2/lava-concave-tl
tile 2 30 2 layer2/lava-convex-br
tile 2 29 2 layer2/lava-concave-tl
tile 2 29 2 layer2/lava-convex-bl
tile 2 29 2 layer2/lava-convex-br
tile 2 28 2 layer2/lava-concave-tr
tile 2 28 2 layer2/lava-convex-bl
tile 2 24 2 layer2/lava-concave-tl
tile 2 24 2 layer2/lava-convex-bl
tile 2 24 2 layer2/lava-convex-br
tile 2 19 2 layer2/lava-concave-l
tile 2 19 2 layer2/lava-convex-br
tile 2 19 2 layer2/lava-convex-r
tile 2 17 2 layer2/lava-concave-r
tile 2 12 2 layer2/lava-concave-tl
tile 2 5 2 layer2/lava-concave-r
tile 2 43 1 layer2/lava-concave-l
tile 2 43 1 layer2/lava-convex-br
tile 2 43 1 layer2/lava-convex-r
tile 2 37 1 layer2/lava-concave-tr
tile 2 35 1 layer2/lava-concave-tr
tile 2 31 1 layer2/lava-concave-tr
tile 2 27 1 layer2/lava-concave-tr
tile 2 27 1 layer2/lava-convex-bl
tile 2 26 1 layer2/lava-concave-tr
tile 2 25 1 layer2/lava-concave-tl
tile 2 25 1 layer2/lava-convex-br
tile 2 23 1 layer2/lava-concave-tr
tile 2 23 1 layer2/lava-convex-bl
tile 2 22 1 layer2/lava-concave-tr
tile 2 22 1 layer2/lava-convex-bl
tile 2 20 1 layer2/lava-concave-tl
tile 2 20 1 layer2/lava-convex-br
tile 2 19 1 layer2/lava-concave-tl
tile 2 17 1 layer2/lava-concave-r
tile 2 17 1 layer2/lava-convex-l
tile 2 13 1 layer2/lava-concave-l
tile 2 13 1 layer2/lava-convex-br
tile 2 13 1 layer2/lava-convex-r
tile 2 5 1 layer2/lava-concave-r
tile 2 5 1 layer2/lava-convex-l
tile 2 43 0 layer2/lava-convex-r
tile 2 21 0 layer2/lava-concave-tr
tile 2 17 0 layer2/lava-convex-l
tile 2 13 0 layer2/lava-convex-r
tile 2 5 0 layer2/lava-convex-l
tile 3 49 14 layer3/wall-rough
tile 3 48 14 layer3/wall-rough2
tile 3 47 14 layer3/wall-rough2
tile 3 46 14 layer3/wall-rough
tile 3 45 14 layer3/wall-rough3
tile 3 44 14 layer3/wall-rough2
tile 3 43 14 layer3/wall-rough2
tile 3 42 14 layer3/wall-rough3
tile 3 41 14 layer3/wall-rough
tile 3 49 13 layer3/wall-rough
tile 3 48 13 layer3/wall-rough2
tile 3 47 13 layer3/wall-rough2
tile 3 46 13 layer3/wall-rough3
tile 3 45 13 layer3/wall-rough3
tile 3 44 13 layer3/wall-rough3
tile 3 43 13 layer3/wall-rough
tile 3 42 13 layer3/wall-rough3
tile 3 41 13 layer3/wall-rough
tile 3 16 13 layer3/wall-rough2
tile 3 47 12 layer3/wall-rough2
tile 3 46 12 layer3/wall-rough2
tile 3 45 12 layer3/wall-rough3
tile 3 44 12 layer3/wall-rough3
tile 3 43 12 layer3/wall-rough2
tile 3 42 12 layer3/wall-rough
tile 3 41 12 layer3/wall-rough2
tile 3 17 12 layer3/wall-rough3
tile 3 45 11 layer3/wall-rough3
tile 3 44 11 layer3/wall-rough2
tile 3 43 11 layer3/wall-rough
tile 3 42 11 layer3/wall-rough2
tile 3 43 10 layer3/wall-rough3
tile 3 42 10 layer3/wall-rough3
tile 3 14 10 layer3/wall-rough3
tile 3 11 10 layer3/wall-rough3
tile 3 10 10 layer3/wall-rough2
tile 3 43 9 layer3/wall-rough
tile 3 18 9 layer3/wall-rough3
tile 3 48 8 layer3/wall-rough3
tile 3 47 8 layer3/wall-rough3
tile 3 46 8 layer3/wall-rough2
tile 3 18 8 layer3/wall-rough
tile 3 0 8 layer3/wall-rough3
tile 3 49 7 layer3/wall-rough
tile 3 48 7 layer3/wall-rough3
tile 3 47 7 layer3/wall-rough2
tile 3 46 7 layer3/wall-rough
tile 3 2 7 layer3/wall-rough
tile 3 1 7 layer3/wall-rough3
tile 3 0 7 layer3/wall-rough2
tile 3 49 6 layer3/wall-rough3
tile 3 48 6 layer3/wall-rough3
tile 3 47 6 layer3/wall-rough3
tile 3 46 6 layer3/wall-rough3
tile 3 45 6 layer3/wall-rough
tile 3 2 6 layer3/wall-rough
tile 3 1 6 layer3/wall-rough
tile 3 0 6 layer3/wall-rough
tile 3 49 5 layer3/wall-rough
tile 3 48 5 layer3/wall-rough2
tile 3 47 5 layer3/wall-rough
tile 3 46 5 layer3/wall-rough
tile 3 45 5 layer3/wall-rough
tile 3 44 5 layer3/wall-rough
tile 3 1 5 layer3/wall-rough3
tile 3 0 5 layer3/wall-rough3
tile 3 49 4 layer3/wall-rough3
tile 3 48 4 layer3/wall-rough2
tile 3 47 4 layer3/wall-rough2
tile 3 46 4 layer3/wall-rough2
tile 3 45 4 layer3/wall-rough
tile 3 44 4 layer3/wall-rough3
tile 3 43 4 layer3/wall-rough3
tile 3 42 4 layer3/wall-rough3
tile 3 49 3 layer3/wall-rough
tile 3 48 3 layer3/wall-rough3
tile 3 47 3 layer3/wall-rough
tile 3 46 3 layer3/wall-rough2
tile 3 45 3 layer3/wall-rough
tile 3 44 3 layer3/wall-rough3
tile 3 43 3 layer3/wall-rough3
tile 3 15 3 layer3/wall-rough
tile 3 14 3 layer3/wall-rough
tile 3 49 2 layer3/wall-rough3
tile 3 48 2 layer3/wall-rough2
tile 3 47 2 layer3/wall-rough2
tile 3 46 2 layer3/wall-rough
tile 3 45 2 layer3/wall-rough2
tile 3 44 2 layer3/wall-rough3
tile 3 43 2 layer3/wall-rough
tile 3 16 2 layer3/wall-rough3
tile 3 15 2 layer3/wall-rough
tile 3 14 2 layer3/wall-rough
tile 3 13 2 layer3/wall-rough
tile 3 4 2 layer3/wall-rough2
tile 3 3 2 layer3/wall-rough
tile 3 2 2 layer3/wall-rough2
tile 3 49 1 layer3/wall-rough3
tile 3 48 1 layer3/wall-rough
tile 3 47 1 layer3/wall-rough3
tile 3 46 1 layer3/wall-rough2
tile 3 45 1 layer3/wall-rough3
tile 3 44 1 layer3/wall-rough3
tile 3 16 1 layer3/wall-rough
tile 3 15 1 layer3/wall-rough
tile 3 14 1 layer3/wall-rough
tile 3 4 1 layer3/wall-rough2
tile 3 3 1 layer3/wall-rough2
tile 3 2 1 layer3/wall-rough2
tile 3 1 1 layer3/wall-rough
tile 3 0 1 layer3/wall-rough3
tile 3 49 0 layer3/wall-rough
tile 3 48 0 layer3/wall-rough3
tile 3 47 0 layer3/wall-rough2
tile 3 46 0 layer3/wall-rough3
tile 3 45 0 layer3/wall-rough
tile 3 44 0 layer3/wall-rough
tile 3 16 0 layer3/wall-rough3
tile 3 15 0 layer3/wall-rough
tile 3 14 0 layer3/wall-rough2
tile 3 4 0 layer3/wall-rough
tile 3 3 0 layer3/wall-rough3
tile 3 2 0 layer3/wall-rough2
tile 3 1 0 layer3/wall-rough2
tile 3 0 0 layer3/wall-rough2
tile 4 40 14 layer4/wall-rough-concave-r
tile 4 41 13 layer4/wall-rough-convex-l
tile 4 40 13 layer4/wall-rough-concave-r
tile 4 17 13 layer4/wall-rough-concave-tl
tile 4 16 13 layer4/wall-rough-convex-bl
tile 4 16 13 layer4/wall-rough-convex-br
tile 4 16 13 layer4/wall-rough-convex-l
tile 4 41 12 layer4/wall-rough-convex-l
tile 4 17 12 layer4/wall-rough-convex-br
tile 4 17 12 layer4/wall-rough-convex-r
tile 4 42 11 layer4/wall-rough-convex-l
tile 4 41 11 layer4/wall-rough-concave-r
tile 4 10 11 layer4/wall-rough-concave-tr
tile 4 44 10 layer4/wall-rough-concave-l
tile 4 42 10 layer4/wall-rough-convex-l
tile 4 41 10 layer4/wall-rough-concave-r
tile 4 14 10 layer4/wall-rough-convex-bl
tile 4 14 10 layer4/wall-rough-convex-br
tile 4 14 10 layer4/wall-rough-convex-l
tile 4 14 10 layer4/wall-rough-convex-r
tile 4 11 10 layer4/wall-rough-convex-bl
tile 4 11 10 layer4/wall-rough-convex-br
tile 4 11 10 layer4/wall-rough-convex-r
tile 4 10 10 layer4/wall-rough-convex-bl
tile 4 10 10 layer4/wall-rough-convex-l
tile 4 48 9 layer4/wall-rough-concave-tl
tile 4 46 9 layer4/wall-rough-concave-tr
tile 4 43 9 layer4/wall-rough-convex-r
tile 4 18 9 layer4/wall-rough-convex-bl
tile 4 18 9 layer4/wall-rough-convex-br
tile 4 18 9 layer4/wall-rough-convex-l
tile 4 18 9 layer4/wall-rough-convex-r
tile 4 49 8 layer4/wall-rough-concave-tl
tile 4 48 8 layer4/wall-rough-convex-br
tile 4 47 8 layer4/wall-rough-convex-bl
tile 4 47 8 layer4/wall-rough-convex-br
tile 4 46 8 layer4/wall-rough-convex-bl
tile 4 46 8 layer4/wall-rough-convex-l
tile 4 19 8 layer4/wall-rough-concave-l
tile 4 18 8 layer4/wall-rough-convex-l
tile 4 18 8 layer4/wall-rough-convex-r
tile 4 17 8 layer4/wall-rough-concave-r
tile 4 2 8 layer4/wall-rough-concave-tl
tile 4 1 8 layer4/wall-rough-concave-tl
tile 4 0 8 layer4/wall-rough-convex-br
tile 4 45 7 layer4/wall-rough-concave-r
tile 4 45 7 layer4/wall-rough-concave-tr
tile 4 2 7 layer4/wall-rough-convex-br
tile 4 2 7 layer4/wall-rough-convex-r
tile 4 1 7 layer4/wall-rough-convex-br
tile 4 45 6 layer4/wall-rough-convex-bl
tile 4 45 6 layer4/wall-rough-convex-l
tile 4 44 6 layer4/wall-rough-concave-r
tile 4 44 6 layer4/wall-rough-concave-tr
tile 4 3 6 layer4/wall-rough-concave-l
tile 4 2 6 layer4/wall-rough-convex-r
tile 4 44 5 layer4/wall-rough-convex-bl
tile 4 43 5 layer4/wall-rough-concave-tr
tile 4 42 5 layer4/wall-rough-concave-tr
tile 4 43 4 layer4/wall-rough-convex-bl
tile 4 42 4 layer4/wall-rough-convex-bl
tile 4 42 4 layer4/wall-rough-convex-l
tile 4 14 4 layer4/wall-rough-concave-tr
tile 4 42 3 layer4/wall-rough-concave-r
tile 4 16 3 layer4/wall-rough-concave-l
tile 4 16 3 layer4/wall-rough-concave-tl
tile 4 15 3 layer4/wall-rough-convex-bl
tile 4 15 3 layer4/wall-rough-convex-br
tile 4 15 3 layer4/wall-rough-convex-r
tile 4 14 3 layer4/wall-rough-convex-bl
tile 4 13 3 layer4/wall-rough-concave-tr
tile 4 4 3 layer4/wall-rough-concave-tl
tile 4 2 3 layer4/wall-rough-concave-tr
tile 4 43 2 layer4/wall-rough-convex-l
tile 4 16 2 layer4/wall-rough-convex-br
tile 4 16 2 layer4/wall-rough-convex-r
tile 4 13 2 layer4/wall-rough-convex-bl
tile 4 13 2 layer4/wall-rough-convex-l
tile 4 4 2 layer4/wall-rough-convex-br
tile 4 4 2 layer4/wall-rough-convex-r
tile 4 3 2 layer4/wall-rough-convex-bl
tile 4 3 2 layer4/wall-rough-convex-br
tile 4 2 2 layer4/wall-rough-convex-bl
tile 4 1 2 layer4/wall-rough-concave-tr
tile 4 0 2 layer4/wall-rough-concave-tr
tile 4 44 1 layer4/wall-rough-convex-l
tile 4 43 1 layer4/wall-rough-concave-r
tile 4 17 1 layer4/wall-rough-concave-l
tile 4 16 1 layer4/wall-rough-convex-r
tile 4 14 1 layer4/wall-rough-convex-l
tile 4 13 1 layer4/wall-rough-concave-r
tile 4 5 1 layer4/wall-rough-concave-l
tile 4 4 1 layer4/wall-rough-convex-r
tile 4 1 1 layer4/wall-rough-convex-bl
tile 4 43 0 layer4/wall-rough-concave-r
tile 4 17 0 layer4/wall-rough-concave-l
tile 4 13 0 layer4/wall-rough-concave-r
tile 4 5 0 layer4/wall-rough-concave-l
tile 5 48 13 layer5/wall-rough-convex-tr
tile 5 16 13 layer5/wall-rough-convex-tl
tile 5 49 12 layer5/wall-rough-concave-bl
tile 5 48 12 layer5/wall-rough-concave-bl
tile 5 47 12 layer5/wall-rough-convex-tr
tile 5 46 12 layer5/wall-rough-convex-tr
tile 5 41 12 layer5/wall-rough-convex-tl
tile 5 17 12 layer5/wall-rough-convex-tr
tile 5 17 12 layer5/wall-rough-convex-tl
tile 5 16 12 layer5/wall-rough-concave-br
tile 5 47 11 layer5/wall-rough-concave-bl
tile 5 46 11 layer5/wall-rough-concave-bl
tile 5 45 11 layer5/wall-rough-convex-tr
tile 5 44 11 layer5/wall-rough-convex-tr
tile 5 41 11 layer5/wall-rough-concave-br
tile 5 45 10 layer5/wall-rough-concave-bl
tile 5 44 10 layer5/wall-rough-concave-bl
tile 5 42 10 layer5/wall-rough-convex-tl
tile 5 14 10 layer5/wall-rough-convex-tr
tile 5 14 10 layer5/wall-rough-convex-tl
tile 5 11 10 layer5/wall-rough-convex-tr
tile 5 10 10 layer5/wall-rough-convex-tr
tile 5 10 10 layer5/wall-rough-convex-tl
tile 5 43 9 layer5/wall-rough-convex-tr
tile 5 43 9 layer5/wall-rough-convex-tl
tile 5 42 9 layer5/wall-rough-concave-br
tile 5 11 9 layer5/wall-rough-concave-bl
tile 5 18 8 layer5/wall-rough-convex-tr
tile 5 18 8 layer5/wall-rough-convex-tl
tile 5 2 6 layer5/wall-rough-convex-tr
tile 5 2 5 layer5/wall-rough-concave-bl
tile 5 1 5 layer5/wall-rough-convex-tr
tile 5 0 5 layer5/wall-rough-convex-tr
tile 5 42 4 layer5/wall-rough-convex-tl
tile 5 1 4 layer5/wall-rough-concave-bl
tile 5 42 3 layer5/wall-rough-concave-br
tile 5 43 2 layer5/wall-rough-convex-tl
tile 5 13 2 layer5/wall-rough-convex-tl
tile 5 43 1 layer5/wall-rough-concave-br
tile 5 13 1 layer5/wall-rough-concave-br

elevation 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
elevation 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
elevation 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
elevation 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
elevation 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
elevation 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
elevation 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
elevation 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
elevation 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
elevation 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
elevation 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
elevation 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
elevation 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
elevation 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
elevation 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 


opaque  0 1  0 5  0 8  1 1  1 5  1 7  2 2  2 6  2 7  3 2  4 0  4 1  4 2  10 10  11 10  13 2  14 0  14 1  14 2  14 3  14 10  15 2  15 3  16 0  16 1  16 2  16 13  17 12  18 8  18 9  41 12  41 13  41 14  42 4  42 10  42 11  42 12  43 2  43 3  43 4  43 9  43 10  44 0  44 1  44 2  44 5  44 11  45 5  45 6  45 11  46 7  46 8  46 12  47 8  47 12  48 8  48 13  49 7  49 13
impass  0 0  0 1  0 2  0 3  0 4  0 5  0 6  0 7  0 8  0 9  0 10  0 11  0 12  0 13  0 14  1 0  1 1  1 5  1 7  1 8  1 9  1 10  1 11  1 12  1 13  1 14  2 0  2 2  2 6  2 7  2 8  2 9  2 10  2 11  2 12  2 13  2 14  3 0  3 2  3 7  3 8  3 9  3 10  3 11  3 12  3 13  3 14  4 0  4 1  4 2  4 3  4 8  4 9  4 10  4 11  4 12  4 13  4 14  5 0  5 1  5 2  5 3  5 8  5 9  5 10  5 11  5 12  5 13  5 14  6 0  6 1  6 2  6 3  6 4  6 9  6 10  6 11  6 12  6 13  6 14  7 0  7 1  7 2  7 3  7 4  7 5  7 13  7 14  8 0  8 1  8 2  8 3  8 4  8 5  8 6  8 13  8 14  9 0  9 1  9 2  9 3  9 4  9 5  9 6  9 7  9 13  9 14  10 0  10 1  10 2  10 3  10 4  10 5  10 6  10 7  10 8  10 9  10 10  10 14  11 0  11 1  11 2  11 3  11 4  11 5  11 6  11 7  11 8  11 9  11 10  11 13  11 14  12 0  12 1  12 2  12 3  12 4  12 5  12 6  12 7  12 8  12 9  12 10  12 14  13 0  13 1  13 2  13 3  13 4  13 5  13 6  13 7  13 8  13 9  13 13  13 14  14 0  14 1  14 2  14 3  14 4  14 5  14 6  14 7  14 8  14 9  14 10  14 13  14 14  15 0  15 2  15 3  15 4  15 5  15 6  15 7  15 8  15 9  15 13  15 14  16 0  16 1  16 2  16 3  16 4  16 5  16 6  16 7  16 8  16 9  16 10  16 13  16 14  17 0  17 1  17 2  17 3  17 4  17 5  17 6  17 7  17 8  17 9  17 12  17 13  17 14  18 0  18 1  18 2  18 3  18 4  18 5  18 6  18 7  18 8  18 9  18 13  18 14  19 0  19 1  19 2  19 12  19 13  19 14  20 0  20 1  20 12  20 13  20 14  21 0  21 11  21 12  21 13  21 14  22 0  22 1  22 11  22 12  22 13  22 14  23 0  23 1  23 11  23 12  23 13  23 14  24 0  24 1  24 2  24 5  24 6  24 7  24 8  24 9  24 11  24 12  24 13  24 14  25 0  25 1  25 4  25 5  25 6  25 7  25 9  25 10  25 11  25 12  25 13  25 14  26 0  26 1  26 12  26 13  26 14  27 0  27 1  27 11  27 12  27 13  27 14  28 0  28 1  28 2  28 11  28 12  28 13  28 14  29 0  29 1  29 2  29 11  29 12  29 13  29 14  30 0  30 1  30 2  30 12  30 13  30 14  31 0  31 1  31 12  31 13  31 14  32 0  32 1  32 2  32 13  32 14  33 0  33 1  33 2  33 12  33 13  33 14  34 0  34 1  34 2  34 13  34 14  35 0  35 1  35 13  35 14  36 0  36 1  36 2  36 13  36 14  37 0  37 1  37 12  37 13  37 14  38 0  38 1  38 2  38 3  38 10  38 11  38 12  38 13  38 14  39 0  39 1  39 2  39 3  39 6  39 7  39 8  39 9  39 10  39 11  39 12  39 13  39 14  40 0  40 1  40 2  40 3  40 6  40 7  40 8  40 9  40 10  40 11  40 12  40 13  40 14  41 0  41 1  41 2  41 3  41 6  41 7  41 8  41 9  41 10  41 11  41 12  41 13  41 14  42 0  42 1  42 2  42 3  42 4  42 8  42 9  42 10  42 11  42 12  42 14  43 0  43 1  43 2  43 3  43 4  43 9  43 10  43 14  44 0  44 1  44 2  44 5  44 11  44 14  45 0  45 5  45 6  45 11  45 14  46 0  46 7  46 8  46 12  46 14  47 0  47 8  47 12  47 14  48 0  48 8  48 13  48 14  49 0  49 1  49 2  49 3  49 4  49 5  49 6  49 7  49 8  49 9  49 10  49 11  49 12  49 13  49 14
