size 30 25
tileset outdoor
visibilityRadius 8
unexplored



item 1 "ruraldoor_SE" 10 7
tile entity 14 23 features/shrub02
tile entity 13 23 features/shrub05
tile entity 12 23 walls/building02
tile entity 2 23 walls/building02
tile entity 2 23 doorsAndWindows/roof-window-se
tile entity 1 23 walls/building02
tile entity 24 22 walls/building03
tile entity 15 22 walls/building01
tile entity 3 22 walls/building02
tile entity 3 22 doorsAndWindows/window-bay-se
tile entity 25 21 walls/building02
tile entity 25 21 doorsAndWindows/window-bay-se
tile entity 23 21 walls/building01
tile entity 22 21 walls/building01
tile entity 22 21 doorsAndWindows/roof-window-sw
tile entity 10 21 walls/building03
tile entity 10 21 doorsAndWindows/window-sw
tile entity 8 21 walls/building03
tile entity 8 21 doorsAndWindows/window-sw
tile entity 3 21 walls/building02
tile entity 3 21 doorsAndWindows/roof-window-se
tile entity 26 20 walls/wall-stone-n-ne
tile entity 12 20 walls/building02
tile entity 12 20 doorsAndWindows/roof-window-se
tile entity 11 20 walls/building02
tile entity 11 20 doorsAndWindows/window-bay-se
tile entity 9 20 walls/building04
tile entity 9 20 doorsAndWindows/roof-window-sw
tile entity 7 20 walls/building01
tile entity 7 20 doorsAndWindows/roof-window-sw
tile entity 3 20 walls/building02
tile entity 25 19 walls/wall-stone-n-ne
tile entity 24 19 walls/wall-stone-n-ne
tile entity 20 19 walls/building02
tile entity 20 19 doorsAndWindows/roof-window-se
tile entity 19 19 walls/building03
tile entity 18 19 walls/building01
tile entity 18 19 doorsAndWindows/door-sw
tile entity 2 19 walls/wall-stone-nw
tile entity 1 19 walls/wall-stone-nw-n
tile entity 1 19 features/shrub01
tile entity 26 18 features/barrels
tile entity 23 18 walls/wall-stone-n-ne
tile entity 22 18 walls/wall-stone-n-ne
tile entity 21 18 walls/building02
tile entity 21 18 doorsAndWindows/roof-window-se
tile entity 17 18 walls/building01
tile entity 17 18 doorsAndWindows/roof-window-sw
tile entity 16 18 walls/building01
tile entity 16 18 doorsAndWindows/window-bay-sw
tile entity 4 18 walls/building03
tile entity 25 17 features/barrels
tile entity 24 17 features/barrels
tile entity 21 17 walls/wall-stone-n-ne
tile entity 20 17 walls/wall-stone-n-ne
tile entity 15 17 walls/building01
tile entity 15 17 doorsAndWindows/roof-window-sw
tile entity 14 17 walls/building01
tile entity 14 17 doorsAndWindows/door-sw
tile entity 6 17 walls/building02
tile entity 6 17 doorsAndWindows/door-se
tile entity 5 17 walls/building02
tile entity 5 17 doorsAndWindows/roof-window2-se
tile entity 3 17 walls/building01
tile entity 3 17 doorsAndWindows/window-bay-sw
tile entity 23 16 features/barrels
tile entity 22 16 features/barrels
tile entity 19 16 walls/wall-stone-n-ne
tile entity 19 16 features/shrub01
tile entity 18 16 walls/wall-stone-n-ne
tile entity 18 16 features/shrub01
tile entity 16 16 walls/wall-stone-n
tile entity 13 16 walls/building01
tile entity 13 16 doorsAndWindows/roof-window-sw
tile entity 12 16 walls/building01
tile entity 12 16 doorsAndWindows/window-bay-sw
tile entity 8 16 walls/building02
tile entity 7 16 walls/building02
tile entity 7 16 doorsAndWindows/roof-window2-se
tile entity 3 16 walls/building01
tile entity 3 16 doorsAndWindows/window-bay-sw
tile entity 21 15 features/barrels
tile entity 20 15 features/barrels
tile entity 17 15 walls/wall-stone-nw-n-ne
tile entity 15 15 walls/wall-stone-n-ne
tile entity 14 15 walls/wall-stone-n-ne
tile entity 3 15 walls/building01
tile entity 3 15 doorsAndWindows/window-bay-sw
tile entity 2 15 features/shrub02
tile entity 26 14 walls/wall-stone-n-ne
tile entity 20 14 walls/wall-stone-nw
tile entity 19 14 walls/wall-stone-nw-n
tile entity 19 14 features/barrels
tile entity 16 14 features/lantern-lit
tile entity 13 14 walls/wall-stone-n-ne
tile entity 12 14 walls/wall-stone-ne
tile entity 8 14 walls/building02
tile entity 8 14 doorsAndWindows/roof-window2-se
tile entity 7 14 walls/building02
tile entity 7 14 doorsAndWindows/door-se
tile entity 4 14 walls/building01
tile entity 25 13 walls/wall-stone-n-ne
tile entity 24 13 walls/wall-stone-n-ne
tile entity 10 13 walls/wall-stone-n
tile entity 3 13 walls/building01
tile entity 3 13 doorsAndWindows/window-bay-sw
tile entity 2 13 walls/wall-stone-nw-n
tile entity 26 12 features/lantern-lit
tile entity 23 12 walls/wall-stone-n-ne
tile entity 22 12 walls/wall-stone-ne
tile entity 11 12 walls/wall-stone-nw
tile entity 9 12 walls/wall-stone-n-ne
tile entity 8 12 walls/wall-stone-n-ne
tile entity 7 12 walls/building02
tile entity 7 12 doorsAndWindows/window-se
tile entity 4 12 walls/wall-stone-nw-n
tile entity 4 12 features/shrub03
tile entity 3 12 walls/wall-stone-nw-n
tile entity 20 11 walls/wall-stone-n
tile entity 10 11 walls/wall-stone-n
tile entity 7 11 walls/wall-stone-n-ne
tile entity 6 11 walls/wall-stone-nw-n-ne
tile entity 5 11 walls/wall-stone-nw-n
tile entity 21 10 walls/wall-stone-nw
tile entity 19 10 walls/wall-stone-n-ne
tile entity 18 10 walls/wall-stone-n-ne
tile entity 16 10 walls/wall-stone-nw
tile entity 15 10 walls/wall-stone-nw-n
tile entity 15 10 features/lantern-lit
tile entity 12 10 walls/wall-stone-nw
tile entity 11 10 walls/wall-stone-nw-n
tile entity 9 10 walls/wall-stone-ne
tile entity 1 10 walls/wall-stone-n-ne
tile entity 0 10 walls/wall-stone-ne
tile entity 26 9 walls/wall-stone-n-ne
tile entity 26 9 features/lantern-lit
tile entity 22 9 walls/wall-stone-nw
tile entity 21 9 walls/wall-stone-nw-n
tile entity 21 9 features/dragon-statue
tile entity 17 9 walls/wall-stone-n-ne
tile entity 16 9 walls/wall-stone-n-ne
tile entity 10 9 walls/wall-stone-n-ne
tile entity 10 9 features/lantern-lit
tile entity 5 9 features/lantern-lit
tile entity 25 8 walls/wall-stone-n-ne
tile entity 24 8 walls/wall-stone-nw-n-ne
tile entity 24 8 features/dragon-statue
tile entity 23 8 walls/wall-stone-n
tile entity 22 8 walls/wall-stone-ne
tile entity 15 8 walls/wall-stone-n-ne
tile entity 14 8 walls/wall-stone-n-ne
tile entity 9 8 walls/wall-stone-n-ne
tile entity 8 8 walls/wall-stone-n-ne
tile entity 22 7 walls/wall-stone-n-ne
tile entity 13 7 walls/wall-stone-n-ne
tile entity 12 7 walls/wall-stone-n-ne
tile entity 7 7 walls/wall-stone-n-ne
tile entity 6 7 walls/wall-stone-ne
tile entity 2 7 walls/wall-stone-nw-n
tile entity 2 7 features/jar-large
tile entity 21 6 walls/wall-stone-n-ne
tile entity 20 6 walls/wall-stone-n-ne
tile entity 16 6 walls/wall-stone-nw-n
tile entity 16 6 features/dragon-statue
tile entity 15 6 walls/wall-stone-nw-n
tile entity 15 6 features/lantern-lit
tile entity 11 6 walls/wall-stone-ne
tile entity 6 6 walls/wall-stone-n-ne
tile entity 4 6 walls/wall-stone-nw-n
tile entity 3 6 walls/wall-stone-nw-n
tile entity 19 5 walls/wall-stone-n-ne
tile entity 18 5 walls/wall-stone-nw-n-ne
tile entity 18 5 features/lantern-lit
tile entity 17 5 walls/wall-stone-nw-n
tile entity 17 5 features/dragon-statue
tile entity 5 5 walls/wall-stone-nw-n-ne
tile entity 5 5 features/jar-large
tile entity 13 4 features/banner
tile entity 7 4 features/banner
tile entity 3 4 features/shrub01
tile entity 16 3 features/shrub03
tile entity 3 2 features/shrub02
tile entity 5 1 features/shrub03
tile entity 16 0 features/shrub01
tile entity 6 0 features/shrub05
tile ceiling 21 24 ceiling/building-roof-01
tile ceiling 21 24 ceiling/building-roof-05
tile ceiling 20 24 ceiling/building-roof-05
tile ceiling 20 24 ceiling/building-roof-01
tile ceiling 19 24 ceiling/building-roof-01
tile ceiling 18 24 ceiling/building-roof-01
tile ceiling 17 24 ceiling/building-roof-04
tile ceiling 16 24 ceiling/building-roof-04
tile ceiling 13 24 ceiling/building-roof-01
tile ceiling 13 24 ceiling/building-roof-05
tile ceiling 12 24 ceiling/building-roof-05
tile ceiling 12 24 ceiling/building-roof-01
tile ceiling 11 24 ceiling/building-roof-01
tile ceiling 10 24 ceiling/building-roof-05
tile ceiling 10 24 ceiling/building-roof-01
tile ceiling 9 24 ceiling/building-roof-04
tile ceiling 8 24 ceiling/building-roof-04
tile ceiling 26 23 ceiling/wall-stone-ne-se
tile ceiling 19 23 ceiling/building-roof-05
tile ceiling 19 23 ceiling/building-roof-01
tile ceiling 18 23 ceiling/building-roof-01
tile ceiling 18 23 ceiling/building-roof-05
tile ceiling 17 23 ceiling/building-roof-01
tile ceiling 16 23 ceiling/building-roof-01
tile ceiling 15 23 ceiling/building-roof-04
tile ceiling 11 23 ceiling/building-roof-05
tile ceiling 11 23 ceiling/building-roof-01
tile ceiling 10 23 ceiling/building-roof-01
tile ceiling 9 23 ceiling/building-roof-01
tile ceiling 8 23 ceiling/building-roof-03
tile ceiling 8 23 ceiling/building-roof-02
tile ceiling 7 23 ceiling/building-roof-03
tile ceiling 29 22 ceiling/wall-stone-sw-ne
tile ceiling 26 22 ceiling/wall-stone-ne-se
tile ceiling 24 22 ceiling/building-roof-04
tile ceiling 17 22 ceiling/building-roof-01
tile ceiling 17 22 ceiling/building-roof-05
tile ceiling 16 22 ceiling/building-roof-01
tile ceiling 16 22 ceiling/building-roof-05
tile ceiling 15 22 ceiling/building-roof-02
tile ceiling 15 22 ceiling/building-roof-04
tile ceiling 14 22 ceiling/building-roof-03
tile ceiling 11 22 ceiling/building-roof-01
tile ceiling 11 22 ceiling/building-roof-05
tile ceiling 10 22 ceiling/building-roof-03
tile ceiling 10 22 ceiling/building-roof-02
tile ceiling 9 22 ceiling/building-roof-03
tile ceiling 9 22 ceiling/building-roof-02
tile ceiling 2 22 ceiling/building-roof-01
tile ceiling 2 22 ceiling/building-roof-05
tile ceiling 1 22 ceiling/building-roof-01
tile ceiling 29 21 ceiling/wall-stone-sw-ne
tile ceiling 26 21 ceiling/wall-stone-ne-se
tile ceiling 24 21 ceiling/building-roof-05
tile ceiling 24 21 ceiling/building-roof-01
tile ceiling 23 21 ceiling/building-roof-05
tile ceiling 23 21 ceiling/building-roof-04
tile ceiling 22 21 ceiling/building-roof-04
tile ceiling 15 21 ceiling/building-roof-03
tile ceiling 15 21 ceiling/building-roof-02
tile ceiling 13 21 trees/treetall03
tile ceiling 10 21 ceiling/building-roof-04
tile ceiling 8 21 ceiling/building-roof-04
tile ceiling 2 21 ceiling/building-roof-01
tile ceiling 2 21 ceiling/building-roof-05
tile ceiling 1 21 ceiling/building-roof-01
tile ceiling 29 20 ceiling/wall-stone-sw-ne
tile ceiling 26 20 ceiling/wall-stone-n-ne-se-s-fg
tile ceiling 26 20 ceiling/wall-stone-se
tile ceiling 23 20 ceiling/building-roof-05
tile ceiling 23 20 ceiling/building-roof-01
tile ceiling 22 20 ceiling/building-roof-03
tile ceiling 22 20 ceiling/building-roof-02
tile ceiling 21 20 trees/treetall01
tile ceiling 10 20 ceiling/building-roof-01
tile ceiling 8 20 ceiling/building-roof-01
tile ceiling 7 20 ceiling/building-roof-04
tile ceiling 6 20 ceiling/building-roof-03
tile ceiling 2 20 ceiling/building-roof-05
tile ceiling 2 20 ceiling/building-roof-01
tile ceiling 1 20 ceiling/building-roof-01
tile ceiling 0 20 ceiling/building-roof-02
tile ceiling 29 19 ceiling/wall-stone-sw-ne
tile ceiling 24 19 trees/tree01
tile ceiling 19 19 ceiling/building-roof-04
tile ceiling 18 19 ceiling/building-roof-04
tile ceiling 11 19 ceiling/building-roof-01
tile ceiling 11 19 ceiling/building-roof-05
tile ceiling 10 19 ceiling/building-roof-05
tile ceiling 10 19 ceiling/building-roof-01
tile ceiling 9 19 ceiling/building-roof-01
tile ceiling 8 19 ceiling/building-roof-03
tile ceiling 8 19 ceiling/building-roof-02
tile ceiling 7 19 ceiling/building-roof-03
tile ceiling 7 19 ceiling/building-roof-02
tile ceiling 3 19 trees/treetall03
tile ceiling 1 19 ceiling/building-roof-03
tile ceiling 1 19 ceiling/building-roof-02
tile ceiling 29 18 ceiling/wall-stone-sw-ne
tile ceiling 26 18 ceiling/wall-stone-se-s-sw
tile ceiling 26 18 ceiling/wall-stone-ne-se-s-sw
tile ceiling 20 18 ceiling/building-roof-05
tile ceiling 20 18 ceiling/building-roof-01
tile ceiling 19 18 ceiling/building-roof-01
tile ceiling 18 18 ceiling/building-roof-05
tile ceiling 18 18 ceiling/building-roof-01
tile ceiling 17 18 ceiling/building-roof-04
tile ceiling 16 18 ceiling/building-roof-04
tile ceiling 9 18 ceiling/building-roof-03
tile ceiling 9 18 ceiling/building-roof-02
tile ceiling 4 18 ceiling/building-roof-04
tile ceiling 2 18 ceiling/wall-stone-sw-ne2
tile ceiling 29 17 ceiling/wall-stone-sw-ne
tile ceiling 26 17 ceiling/wall-stone-ne-se
tile ceiling 25 17 ceiling/wall-stone-s-sw
tile ceiling 24 17 ceiling/wall-stone-s-sw
tile ceiling 19 17 ceiling/building-roof-05
tile ceiling 19 17 ceiling/building-roof-01
tile ceiling 18 17 ceiling/building-roof-05
tile ceiling 18 17 ceiling/building-roof-01
tile ceiling 17 17 ceiling/building-roof-05
tile ceiling 17 17 ceiling/building-roof-01
tile ceiling 16 17 ceiling/building-roof-01
tile ceiling 15 17 ceiling/building-roof-04
tile ceiling 14 17 ceiling/building-roof-04
tile ceiling 4 17 ceiling/building-roof-01
tile ceiling 3 17 ceiling/building-roof-04
tile ceiling 2 17 ceiling/wall-stone-sw-ne
tile ceiling 29 16 ceiling/wall-stone-sw-ne
tile ceiling 26 16 ceiling/wall-stone-ne-se
tile ceiling 23 16 ceiling/wall-stone-s-sw
tile ceiling 22 16 ceiling/wall-stone-s-sw
tile ceiling 17 16 ceiling/building-roof-05
tile ceiling 17 16 ceiling/building-roof-01
tile ceiling 16 16 ceiling/building-roof-03
tile ceiling 16 16 ceiling/building-roof-02
tile ceiling 15 16 ceiling/building-roof-01
tile ceiling 15 16 ceiling/building-roof-05
tile ceiling 14 16 ceiling/building-roof-05
tile ceiling 14 16 ceiling/building-roof-01
tile ceiling 13 16 ceiling/building-roof-04
tile ceiling 12 16 ceiling/building-roof-04
tile ceiling 6 16 ceiling/building-roof-05
tile ceiling 6 16 ceiling/building-roof-01
tile ceiling 5 16 ceiling/building-roof-05
tile ceiling 5 16 ceiling/building-roof-01
tile ceiling 4 16 ceiling/building-roof-01
tile ceiling 4 16 ceiling/building-roof-05
tile ceiling 3 16 ceiling/building-roof-02
tile ceiling 3 16 ceiling/building-roof-04
tile ceiling 2 16 ceiling/wall-stone-sw-ne
tile ceiling 29 15 ceiling/wall-stone-sw-ne
tile ceiling 26 15 ceiling/wall-stone-ne-se
tile ceiling 21 15 ceiling/wall-stone-s-sw
tile ceiling 20 15 ceiling/wall-stone-s-sw
tile ceiling 13 15 ceiling/building-roof-05
tile ceiling 13 15 ceiling/building-roof-01
tile ceiling 12 15 ceiling/building-roof-03
tile ceiling 12 15 ceiling/building-roof-02
tile ceiling 12 15 trees/treetall04
tile ceiling 7 15 ceiling/building-roof-05
tile ceiling 7 15 ceiling/building-roof-01
tile ceiling 6 15 ceiling/building-roof-05
tile ceiling 6 15 ceiling/building-roof-01
tile ceiling 5 15 ceiling/building-roof-05
tile ceiling 5 15 ceiling/building-roof-01
tile ceiling 4 15 ceiling/building-roof-01
tile ceiling 3 15 ceiling/building-roof-04
tile ceiling 3 15 ceiling/building-roof-02
tile ceiling 2 15 ceiling/wall-stone-sw-ne
tile ceiling 29 14 ceiling/wall-stone-sw-ne
tile ceiling 26 14 ceiling/wall-stone-n-ne-se-s-fg
tile ceiling 26 14 ceiling/wall-stone-se
tile ceiling 19 14 ceiling/wall-stone-s-sw
tile ceiling 19 14 ceiling/wall-stone-s-sw-ne-n-fg
tile ceiling 16 14 ceiling/wall-stone-se-s-sw
tile ceiling 6 14 ceiling/building-roof-01
tile ceiling 6 14 ceiling/building-roof-05
tile ceiling 5 14 ceiling/building-roof-01
tile ceiling 4 14 ceiling/building-roof-04
tile ceiling 4 14 ceiling/building-roof-02
tile ceiling 3 14 ceiling/building-roof-02
tile ceiling 2 14 ceiling/wall-stone-sw-ne
tile ceiling 29 13 ceiling/wall-stone-sw-ne
tile ceiling 20 13 ceiling/wall-stone-sw2
tile ceiling 18 13 ceiling/wall-stone-se-s
tile ceiling 17 13 ceiling/wall-stone-se-s
tile ceiling 15 13 ceiling/wall-stone-s-sw-nw
tile ceiling 12 13 ceiling/wall-stone-se2
tile ceiling 7 13 ceiling/building-roof-05
tile ceiling 7 13 ceiling/building-roof-01
tile ceiling 6 13 ceiling/building-roof-05
tile ceiling 6 13 ceiling/building-roof-01
tile ceiling 5 13 ceiling/building-roof-05
tile ceiling 5 13 ceiling/building-roof-01
tile ceiling 4 13 ceiling/building-roof-01
tile ceiling 3 13 ceiling/building-roof-04
tile ceiling 2 13 ceiling/wall-stone-s-sw-ne-n-fg
tile ceiling 2 13 ceiling/wall-stone-sw
tile ceiling 29 12 ceiling/wall-stone-sw-ne
tile ceiling 26 12 ceiling/wall-stone-se-s-sw
tile ceiling 26 12 ceiling/wall-stone-ne-se-s-sw
tile ceiling 19 12 ceiling/wall-stone-s
tile ceiling 15 12 ceiling/wall-stone-sw-ne
tile ceiling 13 12 ceiling/wall-stone-ne-se-s
tile ceiling 6 12 ceiling/building-roof-05
tile ceiling 6 12 ceiling/building-roof-01
tile ceiling 5 12 ceiling/building-roof-01
tile ceiling 4 12 ceiling/building-roof-02
tile ceiling 3 12 ceiling/building-roof-02
tile ceiling 29 11 ceiling/wall-stone-sw-ne
tile ceiling 26 11 ceiling/wall-stone-ne-se
tile ceiling 25 11 ceiling/wall-stone-s-sw
tile ceiling 24 11 ceiling/wall-stone-s-sw
tile ceiling 22 11 ceiling/wall-stone-se2
tile ceiling 15 11 ceiling/wall-stone-sw-ne
tile ceiling 13 11 ceiling/wall-stone-ne-se
tile ceiling 11 11 ceiling/wall-stone-sw2
tile ceiling 10 11 ceiling/wall-stone-s-sw
tile ceiling 5 11 ceiling/building-roof-03
tile ceiling 5 11 ceiling/building-roof-02
tile ceiling 29 10 ceiling/wall-stone-sw-ne
tile ceiling 26 10 ceiling/wall-stone-ne-se
tile ceiling 23 10 ceiling/wall-stone-s
tile ceiling 15 10 ceiling/wall-stone-s-sw-ne-n-fg
tile ceiling 15 10 ceiling/wall-stone-sw
tile ceiling 13 10 ceiling/wall-stone-ne-se
tile ceiling 9 10 ceiling/wall-stone-s-sw
tile ceiling 8 10 ceiling/wall-stone-s-sw
tile ceiling 4 10 ceiling/wall-stone-se-s-sw
tile ceiling 1 10 ceiling/wall-stone-n-ne-se-s-fg
tile ceiling 1 10 ceiling/wall-stone-se-s
tile ceiling 29 9 ceiling/wall-stone-sw-ne
tile ceiling 26 9 ceiling/wall-stone-n-ne-se-s-fg
tile ceiling 26 9 ceiling/wall-stone-se
tile ceiling 21 9 ceiling/wall-stone-s-sw-ne-n-fg
tile ceiling 21 9 ceiling/wall-stone-sw
tile ceiling 16 9 ceiling/wall-stone-sw
tile ceiling 16 9 ceiling/wall-stone-sw2
tile ceiling 14 9 ceiling/wall-stone-se-s
tile ceiling 13 9 ceiling/wall-stone-se
tile ceiling 12 9 ceiling/wall-stone-sw-ne2
tile ceiling 10 9 ceiling/wall-stone-n-ne-se-s-fg
tile ceiling 10 9 ceiling/wall-stone-se-s
tile ceiling 9 9 ceiling/wall-stone-se2
tile ceiling 7 9 ceiling/wall-stone-s-sw
tile ceiling 6 9 ceiling/wall-stone-s
tile ceiling 5 9 ceiling/wall-stone-se-s
tile ceiling 3 9 ceiling/wall-stone-s-sw
tile ceiling 2 9 ceiling/wall-stone-s-sw-nw
tile ceiling 0 9 ceiling/wall-stone-ne-se2
tile ceiling 29 8 ceiling/wall-stone-sw-ne
tile ceiling 22 8 ceiling/wall-stone-sw2
tile ceiling 20 8 ceiling/wall-stone-se-s
tile ceiling 19 8 ceiling/wall-stone-se-s-sw
tile ceiling 18 8 ceiling/wall-stone-s-sw
tile ceiling 15 8 ceiling/wall-stone-s
tile ceiling 12 8 ceiling/wall-stone-sw
tile ceiling 2 8 ceiling/wall-stone-sw-ne
tile ceiling 0 8 ceiling/wall-stone-ne-se
tile ceiling 29 7 ceiling/wall-stone-sw
tile ceiling 28 7 ceiling/wall-stone-s-sw
tile ceiling 22 7 ceiling/wall-stone-n-ne-se-s-fg
tile ceiling 22 7 ceiling/wall-stone-se
tile ceiling 21 7 ceiling/wall-stone-s
tile ceiling 17 7 ceiling/wall-stone-s-sw
tile ceiling 16 7 ceiling/wall-stone-s-sw
tile ceiling 11 7 ceiling/wall-stone-s-sw
tile ceiling 10 7 ceiling/wall-stone-s-sw
tile ceiling 2 7 ceiling/wall-stone-s-sw-ne-n-fg
tile ceiling 2 7 ceiling/wall-stone-sw
tile ceiling 0 7 ceiling/wall-stone-ne-se
tile ceiling 27 6 ceiling/wall-stone-s-sw
tile ceiling 26 6 ceiling/wall-stone-s-sw
tile ceiling 15 6 ceiling/wall-stone-s-sw
tile ceiling 15 6 ceiling/wall-stone-s-sw-ne-n-fg
tile ceiling 9 6 ceiling/wall-stone-s-sw
tile ceiling 8 6 ceiling/wall-stone-s-sw-nw
tile ceiling 6 6 ceiling/wall-stone-n-ne-se-s-fg
tile ceiling 6 6 ceiling/wall-stone-se
tile ceiling 0 6 ceiling/wall-stone-se
tile ceiling 29 5 trees/tree02
tile ceiling 27 5 trees/treetall02
tile ceiling 25 5 ceiling/wall-stone-s-sw
tile ceiling 24 5 ceiling/wall-stone-s-sw
tile ceiling 12 5 ceiling/wall-stone-se-s
tile ceiling 11 5 ceiling/wall-stone-se2
tile ceiling 8 5 ceiling/wall-stone-sw
tile ceiling 2 5 ceiling/wall-stone-se-s
tile ceiling 2 5 trees/treetall01
tile ceiling 1 5 ceiling/wall-stone-se-s
tile ceiling 1 5 trees/treetall02
tile ceiling 29 4 trees/treetall04
tile ceiling 26 4 trees/tree01
tile ceiling 23 4 ceiling/wall-stone-s-sw
tile ceiling 22 4 ceiling/wall-stone-s-sw
tile ceiling 14 4 ceiling/wall-stone-se-s
tile ceiling 13 4 ceiling/wall-stone-se-s
tile ceiling 7 4 ceiling/wall-stone-s-sw
tile ceiling 6 4 ceiling/wall-stone-s-sw
tile ceiling 4 4 ceiling/wall-stone-se-s
tile ceiling 3 4 ceiling/wall-stone-se-s
tile ceiling 1 4 trees/tree01
tile ceiling 23 3 trees/treetall03
tile ceiling 21 3 ceiling/wall-stone-s-sw
tile ceiling 20 3 ceiling/wall-stone-s-sw
tile ceiling 16 3 ceiling/wall-stone-se-s
tile ceiling 15 3 ceiling/wall-stone-se-s
tile ceiling 5 3 ceiling/wall-stone-s
tile ceiling 4 3 trees/treetall02
tile ceiling 2 3 trees/tree04
tile ceiling 1 3 trees/tree02
tile ceiling 27 2 trees/tree01
tile ceiling 23 2 trees/tree02
tile ceiling 19 2 ceiling/wall-stone-s-sw
tile ceiling 18 2 ceiling/wall-stone-s
tile ceiling 18 2 trees/treetall02
tile ceiling 17 2 ceiling/wall-stone-se-s
tile ceiling 17 2 trees/treetall01
tile ceiling 16 2 trees/tree04
tile ceiling 15 2 trees/treetall02
tile ceiling 7 2 trees/tree02
tile ceiling 2 2 trees/tree02
tile ceiling 1 2 trees/treetall03
tile ceiling 26 1 trees/treetall02
tile ceiling 21 1 trees/tree01
tile ceiling 15 1 trees/treetall01
tile ceiling 14 1 trees/tree03
tile ceiling 4 1 trees/treetall01
tile ceiling 3 1 trees/tree04
tile ceiling 7 0 trees/tree03
tile ceiling 5 0 trees/tree01
tile ceiling 1 0 trees/tree03

elevation 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
elevation 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
elevation 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
elevation 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
elevation 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
elevation 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
elevation 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
elevation 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
elevation 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
elevation 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
elevation 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
elevation 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
elevation 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
elevation 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
elevation 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
elevation 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
elevation 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
elevation 17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
elevation 18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
elevation 19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
elevation 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
elevation 21 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
elevation 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
elevation 23 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
elevation 24 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 


