size 50 40
tileset outdoor
visibilityRadius 8
unexplored


encounter "demonsLvl18" 40 19
encounter "demonsLvl18" 21 31
encounter "demonsLvl18" 5 29
encounter "demonsLvl18" 9 16
encounter "demonsLvl18" 24 6

item 1 "chest_lock_exceptional" 43 4
tile base 35 19 base/water0
tile base 34 19 base/water4
tile base 33 19 base/water3
tile base 32 19 base/water2
tile base 31 19 base/water3
tile base 30 19 base/water4
tile base 29 19 base/water4
tile base 28 19 base/water0
tile base 27 19 base/water3
tile base 26 19 base/water2
tile base 25 19 base/water2
tile base 24 19 base/water1
tile base 23 19 base/water2
tile base 22 19 base/water4
tile base 21 19 base/water0
tile base 20 19 base/water0
tile base 19 19 base/water3
tile base 18 19 base/water4
tile base 17 19 base/water2
tile base 16 19 base/water4
tile base 15 19 base/water2
tile base 14 19 base/water4
tile base 13 19 base/water2
tile base 12 19 base/water2
tile base 11 19 base/water4
tile base 10 19 base/ice3
tile base 9 19 base/ice0
tile base 8 19 base/ice5
tile base 7 19 base/ice0
tile base 6 19 base/ice4
tile base 5 19 base/ice2
tile base 4 19 base/water1
tile base 3 19 base/water3
tile base 2 19 base/water3
tile base 1 19 base/water2
tile base 0 19 base/water1
tile base 49 18 base/water2
tile base 48 18 base/water2
tile base 47 18 base/water2
tile base 46 18 base/water0
tile base 45 18 base/water3
tile base 44 18 base/ice2
tile base 43 18 base/ice1
tile base 42 18 base/ice0
tile base 41 18 base/ice1
tile base 40 18 base/ice3
tile base 39 18 base/ice4
tile base 38 18 base/ice1
tile base 37 18 base/ice2
tile base 36 18 base/water2
tile base 35 18 base/water4
tile base 34 18 base/water4
tile base 33 18 base/water2
tile base 32 18 base/water2
tile base 31 18 base/water4
tile base 30 18 base/water3
tile base 29 18 base/water0
tile base 28 18 base/water2
tile base 27 18 base/water4
tile base 26 18 base/water2
tile base 25 18 base/water2
tile base 24 18 base/water0
tile base 23 18 base/water0
tile base 22 18 base/water2
tile base 21 18 base/water4
tile base 20 18 base/water1
tile base 19 18 base/water2
tile base 18 18 base/water0
tile base 17 18 base/water4
tile base 16 18 base/water1
tile base 15 18 base/water3
tile base 14 18 base/water0
tile base 13 18 base/water1
tile base 12 18 base/water3
tile base 11 18 base/water4
tile base 10 18 base/ice1
tile base 9 18 base/ice3
tile base 8 18 base/ice4
tile base 7 18 base/ice1
tile base 6 18 base/ice3
tile base 5 18 base/water0
tile base 4 18 base/water4
tile base 3 18 base/water4
tile base 2 18 base/water0
tile base 1 18 base/water0
tile base 0 18 base/water0
tile base 49 17 base/water0
tile base 48 17 base/water0
tile base 47 17 base/water2
tile base 46 17 base/water4
tile base 45 17 base/water2
tile base 44 17 base/ice3
tile base 43 17 base/ice3
tile base 42 17 base/ice0
tile base 41 17 base/ice3
tile base 40 17 base/ice5
tile base 39 17 base/ice1
tile base 38 17 base/ice3
tile base 37 17 base/ice1
tile base 36 17 base/water2
tile base 35 17 base/water3
tile base 34 17 base/water2
tile base 33 17 base/water2
tile base 32 17 base/water4
tile base 31 17 base/water2
tile base 30 17 base/water3
tile base 29 17 base/water2
tile base 28 17 base/water2
tile base 27 17 base/water4
tile base 26 17 base/water0
tile base 25 17 base/water0
tile base 24 17 base/water3
tile base 23 17 base/water3
tile base 22 17 base/water3
tile base 21 17 base/water2
tile base 20 17 base/water1
tile base 19 17 base/water1
tile base 18 17 base/water0
tile base 17 17 base/water4
tile base 16 17 base/water3
tile base 15 17 base/water0
tile base 14 17 base/water3
tile base 13 17 base/water3
tile base 12 17 base/water4
tile base 11 17 base/water1
tile base 10 17 base/ice3
tile base 9 17 base/ice2
tile base 8 17 base/ice3
tile base 7 17 base/ice0
tile base 6 17 base/ice1
tile base 5 17 base/ice0
tile base 4 17 base/ice5
tile base 3 17 base/water2
tile base 2 17 base/water2
tile base 1 17 base/water0
tile base 0 17 base/water3
tile base 49 16 base/water4
tile base 48 16 base/water0
tile base 47 16 base/water4
tile base 46 16 base/water0
tile base 45 16 base/water0
tile base 44 16 base/ice3
tile base 43 16 base/ice3
tile base 42 16 base/ice5
tile base 41 16 base/ice0
tile base 40 16 base/ice1
tile base 39 16 base/ice5
tile base 38 16 base/water3
tile base 37 16 base/water0
tile base 36 16 base/water2
tile base 35 16 base/water0
tile base 34 16 base/water2
tile base 33 16 base/water0
tile base 32 16 base/water3
tile base 31 16 base/water1
tile base 30 16 base/water1
tile base 29 16 base/water0
tile base 28 16 base/water0
tile base 27 16 base/water0
tile base 26 16 base/water0
tile base 25 16 base/water2
tile base 24 16 base/water4
tile base 23 16 base/water2
tile base 22 16 base/water2
tile base 21 16 base/water1
tile base 20 16 base/water0
tile base 19 16 base/water3
tile base 18 16 base/water1
tile base 17 16 base/water4
tile base 16 16 base/water4
tile base 15 16 base/water0
tile base 14 16 base/water2
tile base 13 16 base/water1
tile base 12 16 base/ice0
tile base 11 16 base/ice2
tile base 10 16 base/ice3
tile base 9 16 base/ice2
tile base 8 16 base/ice3
tile base 7 16 base/ice3
tile base 6 16 base/ice4
tile base 5 16 base/ice3
tile base 4 16 base/ice3
tile base 3 16 base/water2
tile base 2 16 base/water3
tile base 1 16 base/water3
tile base 0 16 base/water3
tile base 49 15 base/water0
tile base 48 15 base/water2
tile base 47 15 base/water4
tile base 46 15 base/water2
tile base 45 15 base/water3
tile base 44 15 base/water4
tile base 43 15 base/ice4
tile base 42 15 base/ice3
tile base 41 15 base/ice5
tile base 40 15 base/water2
tile base 39 15 base/water3
tile base 38 15 base/water2
tile base 37 15 base/water4
tile base 36 15 base/water4
tile base 35 15 base/water2
tile base 34 15 base/water0
tile base 33 15 base/water1
tile base 32 15 base/water3
tile base 31 15 base/water2
tile base 30 15 base/water2
tile base 29 15 base/water2
tile base 28 15 base/water2
tile base 27 15 base/water3
tile base 26 15 base/water0
tile base 25 15 base/water3
tile base 24 15 base/water4
tile base 23 15 base/water4
tile base 22 15 base/water0
tile base 21 15 base/water4
tile base 20 15 base/water2
tile base 19 15 base/water1
tile base 18 15 base/water0
tile base 17 15 base/water4
tile base 16 15 base/water3
tile base 15 15 base/water1
tile base 14 15 base/water2
tile base 13 15 base/water1
tile base 12 15 base/ice0
tile base 11 15 base/ice3
tile base 10 15 base/ice3
tile base 9 15 base/ice4
tile base 8 15 base/ice4
tile base 7 15 base/ice4
tile base 6 15 base/ice2
tile base 5 15 base/ice4
tile base 4 15 base/ice0
tile base 3 15 base/water3
tile base 2 15 base/water1
tile base 1 15 base/water1
tile base 0 15 base/water3
tile base 49 14 base/water3
tile base 48 14 base/water2
tile base 47 14 base/water3
tile base 46 14 base/water0
tile base 45 14 base/water3
tile base 44 14 base/ice0
tile base 43 14 base/ice5
tile base 42 14 base/ice3
tile base 41 14 base/ice3
tile base 40 14 base/water3
tile base 39 14 base/water2
tile base 38 14 base/water3
tile base 37 14 base/water1
tile base 36 14 base/water1
tile base 35 14 base/water3
tile base 34 14 base/water0
tile base 33 14 base/water1
tile base 32 14 base/water4
tile base 31 14 base/water3
tile base 30 14 base/water2
tile base 29 14 base/water0
tile base 28 14 base/water1
tile base 27 14 base/water3
tile base 26 14 base/snow0
tile base 25 14 base/snow0
tile base 24 14 base/snow2
tile base 23 14 base/water0
tile base 22 14 base/snow0
tile base 21 14 base/snow0
tile base 20 14 base/snow1
tile base 19 14 base/water1
tile base 18 14 base/water4
tile base 17 14 base/water2
tile base 16 14 base/water2
tile base 15 14 base/water0
tile base 14 14 base/ice1
tile base 13 14 base/ice1
tile base 12 14 base/ice4
tile base 11 14 base/ice2
tile base 10 14 base/ice2
tile base 9 14 base/ice5
tile base 8 14 base/ice4
tile base 7 14 base/ice5
tile base 6 14 base/ice3
tile base 5 14 base/ice3
tile base 4 14 base/water1
tile base 3 14 base/water0
tile base 2 14 base/water1
tile base 1 14 base/water2
tile base 0 14 base/water4
tile base 49 13 base/water3
tile base 48 13 base/water1
tile base 47 13 base/water2
tile base 46 13 base/water3
tile base 45 13 base/ice5
tile base 44 13 base/ice1
tile base 43 13 base/ice1
tile base 42 13 base/ice0
tile base 41 13 base/ice1
tile base 40 13 base/water1
tile base 39 13 base/water2
tile base 38 13 base/water2
tile base 37 13 base/water1
tile base 36 13 base/water4
tile base 35 13 base/water1
tile base 34 13 base/water1
tile base 33 13 base/water2
tile base 32 13 base/water3
tile base 31 13 base/water1
tile base 30 13 base/snow2
tile base 29 13 base/snow0
tile base 28 13 base/snow0
tile base 27 13 base/snow2
tile base 26 13 base/snow1
tile base 25 13 base/snow0
tile base 24 13 base/snow0
tile base 23 13 base/snow2
tile base 22 13 base/snow1
tile base 21 13 base/snow2
tile base 20 13 base/snow1
tile base 19 13 base/water2
tile base 18 13 base/snow0
tile base 17 13 base/water2
tile base 16 13 base/water1
tile base 15 13 base/water0
tile base 14 13 base/ice4
tile base 13 13 base/ice0
tile base 12 13 base/ice3
tile base 11 13 base/ice1
tile base 10 13 base/ice3
tile base 9 13 base/ice5
tile base 8 13 base/water2
tile base 7 13 base/ice4
tile base 6 13 base/water1
tile base 5 13 base/water4
tile base 4 13 base/water4
tile base 3 13 base/water2
tile base 2 13 base/water3
tile base 1 13 base/water4
tile base 0 13 base/water0
tile base 49 12 base/water0
tile base 48 12 base/water1
tile base 47 12 base/water0
tile base 46 12 base/water0
tile base 45 12 base/ice5
tile base 44 12 base/ice3
tile base 43 12 base/ice5
tile base 42 12 base/ice0
tile base 41 12 base/ice1
tile base 40 12 base/water1
tile base 39 12 base/water3
tile base 38 12 base/water3
tile base 37 12 base/water4
tile base 36 12 base/water2
tile base 35 12 base/water1
tile base 34 12 base/water4
tile base 33 12 base/water0
tile base 32 12 base/water0
tile base 31 12 base/water1
tile base 30 12 base/snow1
tile base 29 12 base/snow2
tile base 28 12 base/snow0
tile base 27 12 base/snow2
tile base 26 12 base/snow1
tile base 25 12 base/snow1
tile base 24 12 base/snow1
tile base 23 12 base/snow1
tile base 22 12 base/snow0
tile base 21 12 base/snow0
tile base 20 12 base/snow1
tile base 19 12 base/snow1
tile base 18 12 base/snow0
tile base 17 12 base/snow0
tile base 16 12 base/snow1
tile base 15 12 base/snow0
tile base 14 12 base/snow2
tile base 13 12 base/ice4
tile base 12 12 base/ice3
tile base 11 12 base/ice1
tile base 10 12 base/ice5
tile base 9 12 base/ice5
tile base 8 12 base/water3
tile base 7 12 base/water1
tile base 6 12 base/water4
tile base 5 12 base/water4
tile base 4 12 base/water3
tile base 3 12 base/water2
tile base 2 12 base/water2
tile base 1 12 base/water3
tile base 0 12 base/water4
tile base 49 11 base/water0
tile base 48 11 base/water0
tile base 47 11 base/water0
tile base 46 11 base/ice5
tile base 45 11 base/ice0
tile base 44 11 base/ice4
tile base 43 11 base/ice0
tile base 42 11 base/ice5
tile base 41 11 base/ice2
tile base 40 11 base/water0
tile base 39 11 base/water2
tile base 38 11 base/water0
tile base 37 11 base/water0
tile base 36 11 base/water4
tile base 35 11 base/water0
tile base 34 11 base/water4
tile base 33 11 base/water3
tile base 32 11 base/snow2
tile base 31 11 base/snow0
tile base 30 11 base/snow1
tile base 29 11 base/snow2
tile base 28 11 base/snow0
tile base 27 11 base/snow1
tile base 26 11 base/snow1
tile base 25 11 base/snow0
tile base 24 11 base/snow2
tile base 23 11 base/snow1
tile base 22 11 base/snow2
tile base 21 11 base/snow2
tile base 20 11 base/snow0
tile base 19 11 base/snow0
tile base 18 11 base/snow0
tile base 17 11 base/snow1
tile base 16 11 base/snow2
tile base 15 11 base/snow1
tile base 14 11 base/snow2
tile base 13 11 base/snow0
tile base 12 11 base/water3
tile base 11 11 base/water4
tile base 10 11 base/water1
tile base 9 11 base/water2
tile base 8 11 base/water4
tile base 7 11 base/water1
tile base 6 11 base/water1
tile base 5 11 base/water4
tile base 4 11 base/water1
tile base 3 11 base/water0
tile base 2 11 base/water0
tile base 1 11 base/water0
tile base 0 11 base/water2
tile base 49 10 base/water4
tile base 48 10 base/water2
tile base 47 10 base/water4
tile base 46 10 base/ice1
tile base 45 10 base/ice3
tile base 44 10 base/ice2
tile base 43 10 base/ice3
tile base 42 10 base/water2
tile base 41 10 base/water3
tile base 40 10 base/water4
tile base 39 10 base/water1
tile base 38 10 base/water1
tile base 37 10 base/water2
tile base 36 10 base/water4
tile base 35 10 base/water1
tile base 34 10 base/snow0
tile base 33 10 base/snow2
tile base 32 10 base/snow0
tile base 31 10 base/snow1
tile base 30 10 base/snow1
tile base 29 10 base/snow1
tile base 28 10 base/snow0
tile base 27 10 base/snow2
tile base 26 10 base/snow2
tile base 25 10 base/snow0
tile base 24 10 base/snow1
tile base 23 10 base/snow0
tile base 22 10 base/snow1
tile base 21 10 base/snow2
tile base 20 10 base/snow0
tile base 19 10 base/snow2
tile base 18 10 base/snow2
tile base 17 10 base/snow0
tile base 16 10 base/snow2
tile base 15 10 base/snow2
tile base 14 10 base/snow1
tile base 13 10 base/snow0
tile base 12 10 base/snow1
tile base 11 10 base/water1
tile base 10 10 base/water3
tile base 9 10 base/water1
tile base 8 10 base/water3
tile base 7 10 base/water4
tile base 6 10 base/water3
tile base 5 10 base/water0
tile base 4 10 base/water4
tile base 3 10 base/water2
tile base 2 10 base/water1
tile base 1 10 base/water0
tile base 0 10 base/water3
tile base 49 9 base/water0
tile base 48 9 base/water1
tile base 47 9 base/water1
tile base 46 9 base/ice4
tile base 45 9 base/ice4
tile base 44 9 base/ice5
tile base 43 9 base/ice3
tile base 42 9 base/ice4
tile base 41 9 base/water4
tile base 40 9 base/water3
tile base 39 9 base/water3
tile base 38 9 base/water1
tile base 37 9 base/water1
tile base 36 9 base/water2
tile base 35 9 base/water3
tile base 34 9 base/snow0
tile base 33 9 base/snow2
tile base 32 9 base/snow2
tile base 31 9 base/snow2
tile base 30 9 base/snow0
tile base 29 9 base/snow2
tile base 28 9 base/dirt3
tile base 27 9 base/snow2
tile base 26 9 base/dirt0
tile base 25 9 base/dirt1
tile base 24 9 base/dirt4
tile base 23 9 base/snow1
tile base 22 9 base/snow0
tile base 21 9 base/snow2
tile base 20 9 base/snow2
tile base 19 9 base/snow0
tile base 18 9 base/snow2
tile base 17 9 base/snow2
tile base 16 9 base/snow0
tile base 15 9 base/snow2
tile base 14 9 base/snow2
tile base 13 9 base/snow0
tile base 12 9 base/snow2
tile base 11 9 base/snow0
tile base 10 9 base/water4
tile base 9 9 base/water4
tile base 8 9 base/water3
tile base 7 9 base/water2
tile base 6 9 base/water1
tile base 5 9 base/water4
tile base 4 9 base/water3
tile base 3 9 base/water1
tile base 2 9 base/water2
tile base 1 9 base/water0
tile base 0 9 base/water3
tile base 49 8 base/water4
tile base 48 8 base/water2
tile base 47 8 base/ice3
tile base 46 8 base/ice1
tile base 45 8 base/ice1
tile base 44 8 base/ice2
tile base 43 8 base/ice1
tile base 42 8 base/ice3
tile base 41 8 base/ice2
tile base 40 8 base/ice3
tile base 39 8 base/water1
tile base 38 8 base/water4
tile base 37 8 base/water0
tile base 36 8 base/water3
tile base 35 8 base/water2
tile base 34 8 base/water3
tile base 33 8 base/snow1
tile base 32 8 base/snow1
tile base 31 8 base/snow1
tile base 30 8 base/dirt3
tile base 29 8 base/dirt1
tile base 28 8 base/dirt2
tile base 27 8 base/dirt2
tile base 26 8 base/dirt1
tile base 25 8 base/dirt0
tile base 24 8 base/dirt5
tile base 23 8 base/dirt4
tile base 22 8 base/dirt1
tile base 21 8 base/dirt5
tile base 20 8 base/dirt2
tile base 19 8 base/snow2
tile base 18 8 base/dirt6
tile base 17 8 base/snow2
tile base 16 8 base/snow0
tile base 15 8 base/snow0
tile base 14 8 base/snow1
tile base 13 8 base/snow2
tile base 12 8 base/snow2
tile base 11 8 base/snow0
tile base 10 8 base/water1
tile base 9 8 base/water0
tile base 8 8 base/water1
tile base 7 8 base/water3
tile base 6 8 base/water2
tile base 5 8 base/water2
tile base 4 8 base/water4
tile base 3 8 base/water1
tile base 2 8 base/water2
tile base 1 8 base/water0
tile base 0 8 base/water1
tile base 49 7 base/water3
tile base 48 7 base/water0
tile base 47 7 base/ice1
tile base 46 7 base/ice5
tile base 45 7 base/ice0
tile base 44 7 base/ice3
tile base 43 7 base/ice3
tile base 42 7 base/ice4
tile base 41 7 base/ice5
tile base 40 7 base/ice1
tile base 39 7 base/water2
tile base 38 7 base/water3
tile base 37 7 base/water4
tile base 36 7 base/water0
tile base 35 7 base/water1
tile base 34 7 base/water3
tile base 33 7 base/water0
tile base 32 7 base/water1
tile base 31 7 base/water2
tile base 30 7 base/dirt0
tile base 29 7 base/dirt2
tile base 28 7 base/dirt0
tile base 27 7 base/dirt6
tile base 26 7 base/dirt4
tile base 25 7 base/dirt5
tile base 24 7 base/dirt2
tile base 23 7 base/dirt2
tile base 22 7 base/dirt4
tile base 21 7 base/dirt5
tile base 20 7 base/dirt5
tile base 19 7 base/dirt3
tile base 18 7 base/dirt5
tile base 17 7 base/dirt1
tile base 16 7 base/dirt2
tile base 15 7 base/snow1
tile base 14 7 base/snow2
tile base 13 7 base/snow2
tile base 12 7 base/snow0
tile base 11 7 base/water3
tile base 10 7 base/water4
tile base 9 7 base/water0
tile base 8 7 base/water0
tile base 7 7 base/water0
tile base 6 7 base/water3
tile base 5 7 base/water2
tile base 4 7 base/water2
tile base 3 7 base/water4
tile base 2 7 base/water1
tile base 1 7 base/water1
tile base 0 7 base/water1
tile base 49 6 base/water1
tile base 48 6 base/water3
tile base 47 6 base/ice0
tile base 46 6 base/water3
tile base 45 6 base/ice4
tile base 44 6 base/ice3
tile base 43 6 base/ice5
tile base 42 6 base/ice3
tile base 41 6 base/ice3
tile base 40 6 base/ice0
tile base 39 6 base/water0
tile base 38 6 base/water3
tile base 37 6 base/water0
tile base 36 6 base/water0
tile base 35 6 base/water2
tile base 34 6 base/water0
tile base 33 6 base/water4
tile base 32 6 base/water0
tile base 31 6 base/water3
tile base 30 6 base/stone4
tile base 29 6 base/stone2
tile base 28 6 base/stone0
tile base 27 6 base/stone2
tile base 26 6 base/stone2
tile base 25 6 base/dirt1
tile base 24 6 base/dirt5
tile base 23 6 base/dirt6
tile base 22 6 base/dirt6
tile base 21 6 base/dirt0
tile base 20 6 base/dirt1
tile base 19 6 base/dirt3
tile base 18 6 base/dirt5
tile base 17 6 base/dirt6
tile base 16 6 base/dirt2
tile base 15 6 base/snow0
tile base 14 6 base/snow1
tile base 13 6 base/snow0
tile base 12 6 base/snow1
tile base 11 6 base/water0
tile base 10 6 base/water3
tile base 9 6 base/water2
tile base 8 6 base/water1
tile base 7 6 base/water0
tile base 6 6 base/water1
tile base 5 6 base/water1
tile base 4 6 base/water0
tile base 3 6 base/water1
tile base 2 6 base/water1
tile base 1 6 base/water3
tile base 0 6 base/water1
tile base 49 5 base/water1
tile base 48 5 base/water0
tile base 47 5 base/ice1
tile base 46 5 base/water0
tile base 45 5 base/ice1
tile base 44 5 base/ice0
tile base 43 5 base/ice2
tile base 42 5 base/ice0
tile base 41 5 base/ice1
tile base 40 5 base/ice5
tile base 39 5 base/water3
tile base 38 5 base/water4
tile base 37 5 base/water1
tile base 36 5 base/water2
tile base 35 5 base/water2
tile base 34 5 base/water3
tile base 33 5 base/water2
tile base 32 5 base/water0
tile base 31 5 base/water1
tile base 30 5 base/stone0
tile base 29 5 base/stone1
tile base 28 5 base/stone5
tile base 27 5 base/stone2
tile base 26 5 base/stone1
tile base 25 5 base/stone4
tile base 24 5 base/stone0
tile base 23 5 base/stone3
tile base 22 5 base/stone2
tile base 21 5 base/dirt0
tile base 20 5 base/stone5
tile base 19 5 base/dirt1
tile base 18 5 base/stone4
tile base 17 5 base/dirt5
tile base 16 5 base/dirt2
tile base 15 5 base/snow1
tile base 14 5 base/snow1
tile base 13 5 base/snow2
tile base 12 5 base/water4
tile base 11 5 base/water4
tile base 10 5 base/water0
tile base 9 5 base/water4
tile base 8 5 base/water0
tile base 7 5 base/water2
tile base 6 5 base/water3
tile base 5 5 base/water0
tile base 4 5 base/water1
tile base 3 5 base/water0
tile base 2 5 base/water4
tile base 1 5 base/water4
tile base 0 5 base/water3
tile base 49 4 base/water4
tile base 48 4 base/water4
tile base 47 4 base/water0
tile base 46 4 base/water0
tile base 45 4 base/water1
tile base 44 4 base/water3
tile base 43 4 base/ice0
tile base 42 4 base/ice1
tile base 41 4 base/ice4
tile base 40 4 base/water0
tile base 39 4 base/water3
tile base 38 4 base/water4
tile base 37 4 base/water2
tile base 36 4 base/water2
tile base 35 4 base/water2
tile base 34 4 base/water1
tile base 33 4 base/water2
tile base 32 4 base/water2
tile base 31 4 base/water0
tile base 30 4 base/stone2
tile base 29 4 base/stone3
tile base 28 4 base/dirt2
tile base 27 4 base/stone2
tile base 26 4 base/stone1
tile base 25 4 base/stone3
tile base 24 4 base/stone2
tile base 23 4 base/stone3
tile base 22 4 base/stone1
tile base 21 4 base/stone3
tile base 20 4 base/stone3
tile base 19 4 base/stone1
tile base 18 4 base/stone0
tile base 17 4 base/stone0
tile base 16 4 base/stone1
tile base 15 4 base/water3
tile base 14 4 base/water3
tile base 13 4 base/water2
tile base 12 4 base/water2
tile base 11 4 base/water2
tile base 10 4 base/water1
tile base 9 4 base/water3
tile base 8 4 base/water1
tile base 7 4 base/water3
tile base 6 4 base/water2
tile base 5 4 base/water0
tile base 4 4 base/water0
tile base 3 4 base/water1
tile base 2 4 base/water3
tile base 1 4 base/water1
tile base 0 4 base/water0
tile base 49 3 base/water2
tile base 48 3 base/water1
tile base 47 3 base/water2
tile base 46 3 base/water4
tile base 45 3 base/water4
tile base 44 3 base/water2
tile base 43 3 base/water0
tile base 42 3 base/water2
tile base 41 3 base/water3
tile base 40 3 base/water1
tile base 39 3 base/water4
tile base 38 3 base/water2
tile base 37 3 base/water2
tile base 36 3 base/water1
tile base 35 3 base/water0
tile base 34 3 base/water0
tile base 33 3 base/water1
tile base 32 3 base/stone4
tile base 31 3 base/stone3
tile base 30 3 base/stone1
tile base 29 3 base/stone2
tile base 28 3 base/stone4
tile base 27 3 base/stone1
tile base 26 3 base/stone0
tile base 25 3 base/stone0
tile base 24 3 base/stone0
tile base 23 3 base/stone4
tile base 22 3 base/stone1
tile base 21 3 base/stone5
tile base 20 3 base/stone1
tile base 19 3 base/stone2
tile base 18 3 base/stone5
tile base 17 3 base/stone4
tile base 16 3 base/stone1
tile base 15 3 base/water4
tile base 14 3 base/water3
tile base 13 3 base/water3
tile base 12 3 base/water1
tile base 11 3 base/water1
tile base 10 3 base/water4
tile base 9 3 base/water3
tile base 8 3 base/water4
tile base 7 3 base/water2
tile base 6 3 base/water3
tile base 5 3 base/water0
tile base 4 3 base/water4
tile base 3 3 base/water4
tile base 2 3 base/water3
tile base 1 3 base/water4
tile base 0 3 base/water2
tile base 49 2 base/water3
tile base 48 2 base/water4
tile base 47 2 base/water2
tile base 46 2 base/water1
tile base 45 2 base/water2
tile base 44 2 base/water1
tile base 43 2 base/water3
tile base 42 2 base/water1
tile base 41 2 base/water1
tile base 40 2 base/water3
tile base 39 2 base/water3
tile base 38 2 base/water1
tile base 37 2 base/water4
tile base 36 2 base/water3
tile base 35 2 base/water2
tile base 34 2 base/water0
tile base 33 2 base/stone5
tile base 32 2 base/stone3
tile base 31 2 base/stone5
tile base 30 2 base/stone1
tile base 29 2 base/stone1
tile base 28 2 base/stone2
tile base 27 2 base/stone5
tile base 26 2 base/stone0
tile base 25 2 base/stone1
tile base 24 2 base/stone3
tile base 23 2 base/stone2
tile base 22 2 base/stone5
tile base 21 2 base/stone4
tile base 20 2 base/stone2
tile base 19 2 base/stone2
tile base 18 2 base/stone1
tile base 17 2 base/stone2
tile base 16 2 base/stone3
tile base 15 2 base/stone1
tile base 14 2 base/water3
tile base 13 2 base/water2
tile base 12 2 base/water4
tile base 11 2 base/water0
tile base 10 2 base/water1
tile base 9 2 base/water2
tile base 8 2 base/water4
tile base 7 2 base/water0
tile base 6 2 base/water3
tile base 5 2 base/water2
tile base 4 2 base/water3
tile base 3 2 base/water4
tile base 2 2 base/water1
tile base 1 2 base/water1
tile base 0 2 base/water3
tile base 49 1 base/water3
tile base 48 1 base/water3
tile base 47 1 base/water4
tile base 46 1 base/water4
tile base 45 1 base/water1
tile base 44 1 base/water2
tile base 43 1 base/water2
tile base 42 1 base/water4
tile base 41 1 base/water3
tile base 40 1 base/water2
tile base 39 1 base/water0
tile base 38 1 base/water0
tile base 37 1 base/water0
tile base 36 1 base/water2
tile base 35 1 base/water0
tile base 34 1 base/water4
tile base 33 1 base/stone0
tile base 32 1 base/stone0
tile base 31 1 base/stone4
tile base 30 1 base/stone5
tile base 29 1 base/stone1
tile base 28 1 base/stone5
tile base 27 1 base/stone1
tile base 26 1 base/stone0
tile base 25 1 base/stone2
tile base 24 1 base/stone0
tile base 23 1 base/stone2
tile base 22 1 base/stone4
tile base 21 1 base/stone2
tile base 20 1 base/stone1
tile base 19 1 base/stone1
tile base 18 1 base/stone5
tile base 17 1 base/stone1
tile base 16 1 base/stone5
tile base 15 1 base/stone4
tile base 14 1 base/water2
tile base 13 1 base/water2
tile base 12 1 base/water0
tile base 11 1 base/water0
tile base 10 1 base/water2
tile base 9 1 base/water3
tile base 8 1 base/water0
tile base 7 1 base/water3
tile base 6 1 base/water3
tile base 5 1 base/water3
tile base 4 1 base/water0
tile base 3 1 base/water0
tile base 2 1 base/water3
tile base 1 1 base/water0
tile base 0 1 base/water3
tile base 49 0 base/water2
tile base 48 0 base/water0
tile base 47 0 base/water1
tile base 46 0 base/water4
tile base 45 0 base/water1
tile base 44 0 base/water2
tile base 43 0 base/water1
tile base 42 0 base/water4
tile base 41 0 base/water3
tile base 40 0 base/water2
tile base 39 0 base/water2
tile base 38 0 base/water1
tile base 37 0 base/water2
tile base 36 0 base/water2
tile base 35 0 base/water3
tile base 34 0 base/water0
tile base 33 0 base/stone2
tile base 32 0 base/stone5
tile base 31 0 base/stone1
tile base 30 0 base/stone5
tile base 29 0 base/stone0
tile base 28 0 base/stone2
tile base 27 0 base/stone5
tile base 26 0 base/stone3
tile base 25 0 base/stone2
tile base 24 0 base/stone5
tile base 23 0 base/stone2
tile base 22 0 base/stone1
tile base 21 0 base/stone3
tile base 20 0 base/stone1
tile base 19 0 base/stone0
tile base 18 0 base/stone0
tile base 17 0 base/stone3
tile base 16 0 base/stone0
tile base 15 0 base/water0
tile base 14 0 base/water4
tile base 13 0 base/water3
tile base 12 0 base/water4
tile base 11 0 base/water4
tile base 10 0 base/water0
tile base 9 0 base/water4
tile base 8 0 base/water1
tile base 7 0 base/water3
tile base 6 0 base/water1
tile base 5 0 base/water0
tile base 4 0 base/water3
tile base 3 0 base/water1
tile base 2 0 base/water2
tile base 1 0 base/water1
tile base 0 0 base/water2
tile borders 16 39 borders/ice-n
tile borders 8 39 borders/ice-n
tile borders 44 38 borders/ice-n
tile borders 44 38 borders/ice-nw
tile borders 43 38 borders/ice-n
tile borders 42 38 borders/ice-ne
tile borders 42 38 borders/ice-n
tile borders 20 38 borders/ice-n
tile borders 18 38 borders/ice-n
tile borders 18 38 borders/ice-nw
tile borders 17 38 borders/ice-n
tile borders 17 38 borders/ice-nw
tile borders 15 38 borders/ice-ne
tile borders 15 38 borders/ice-n
tile borders 14 38 borders/ice-n
tile borders 14 38 borders/ice-nw
tile borders 14 38 borders/ice-ne
tile borders 13 38 borders/ice-n
tile borders 12 38 borders/ice-ne
tile borders 12 38 borders/ice-n
tile borders 10 38 borders/ice-n
tile borders 10 38 borders/ice-nw
tile borders 9 38 borders/ice-n
tile borders 9 38 borders/ice-nw
tile borders 7 38 borders/ice-ne
tile borders 7 38 borders/ice-n
tile borders 6 38 borders/ice-ne
tile borders 6 38 borders/ice-n
tile borders 48 37 borders/ice-n
tile borders 48 37 borders/ice-nw
tile borders 47 37 borders/ice-n
tile borders 46 37 borders/ice-ne
tile borders 46 37 borders/ice-n
