size 40 40
tileset outdoor
visibilityRadius 6
unexplored


encounter "undeadLvl15" 16 15
encounter "undeadLvl15" 29 11
encounter "undeadLvl15" 24 19
encounter "undeadLvl15" 8 15
encounter "undeadLvl15" 4 19
encounter "undeadLvl16" 4 33
encounter "undeadLvl16" 35 10
encounter "undeadLvl16" 34 23
encounter "undeadLvl16" 31 32
encounter "undeadLvl15" 20 5
encounter "undeadLvl16" 10 29
encounter "narkel" 20 34

item 1 "narkelLvl2_door1" 17 19
tile base 39 6 base/path2
tile base 38 6 base/path3
tile base 36 6 base/path2
tile base 35 6 base/path0
tile base 34 6 base/path3
tile base 31 6 base/path0
tile base 30 6 base/path2
tile base 29 6 base/path0
tile base 28 6 base/path3
tile base 27 6 base/path0
tile base 26 6 base/path2
tile base 25 6 base/path0
tile base 22 6 base/path1
tile base 21 6 base/path2
tile base 20 6 base/path2
tile base 19 6 base/path2
tile base 18 6 base/path3
tile base 15 6 base/path2
tile base 14 6 base/path1
tile base 13 6 base/path2
tile base 12 6 base/path2
tile base 11 6 base/path3
tile base 10 6 base/path3
tile base 7 6 base/path1
tile base 6 6 base/path0
tile base 5 6 base/path1
tile base 2 6 base/path2
tile base 1 6 base/path2
tile base 0 6 base/path3
tile base 39 5 base/path3
tile base 38 5 base/path0
tile base 35 5 base/path3
tile base 34 5 base/path3
tile base 33 5 base/path2
tile base 32 5 base/path0
tile base 29 5 base/path0
tile base 28 5 base/path2
tile base 27 5 base/path3
tile base 24 5 base/path3
tile base 23 5 base/path0
tile base 22 5 base/path0
tile base 21 5 base/path0
tile base 20 5 base/path0
tile base 19 5 base/path2
tile base 18 5 base/path3
tile base 17 5 base/path2
tile base 16 5 base/path1
tile base 13 5 base/path1
tile base 12 5 base/path3
tile base 11 5 base/path0
tile base 10 5 base/path2
tile base 9 5 base/path1
tile base 8 5 base/path2
tile base 4 5 base/path0
tile base 3 5 base/path3
tile base 2 5 base/path3
tile base 1 5 base/path2
tile base 0 5 base/path2
tile base 39 4 base/path3
tile base 36 4 base/path2
tile base 35 4 base/path1
tile base 34 4 base/path2
tile base 33 4 base/path1
tile base 32 4 base/path3
tile base 31 4 base/path3
tile base 30 4 base/path0
tile base 26 4 base/path1
tile base 25 4 base/path3
tile base 24 4 base/path3
tile base 23 4 base/path1
tile base 22 4 base/path0
tile base 21 4 base/path0
tile base 20 4 base/path0
tile base 19 4 base/path1
tile base 18 4 base/path2
tile base 17 4 base/path3
tile base 16 4 base/path3
tile base 15 4 base/path1
tile base 14 4 base/path1
tile base 11 4 base/path2
tile base 10 4 base/path3
tile base 9 4 base/path1
tile base 8 4 base/path3
tile base 7 4 base/path0
tile base 6 4 base/path1
tile base 3 4 base/path2
tile base 2 4 base/path1
tile base 1 4 base/path2
tile base 0 4 base/path1
tile base 39 3 base/path1
tile base 37 3 base/path0
tile base 36 3 base/path0
tile base 35 3 base/path0
tile base 34 3 base/path2
tile base 33 3 base/path3
tile base 32 3 base/path0
tile base 31 3 base/path0
tile base 30 3 base/path3
tile base 29 3 base/path3
tile base 28 3 base/path3
tile base 27 3 base/path0
tile base 26 3 base/path2
tile base 25 3 base/path3
tile base 24 3 base/path2
tile base 23 3 base/path3
tile base 22 3 base/path3
tile base 21 3 base/path1
tile base 20 3 base/path1
tile base 19 3 base/path0
tile base 18 3 base/path2
tile base 17 3 base/path3
tile base 16 3 base/path0
tile base 15 3 base/path0
tile base 12 3 base/path3
tile base 9 3 base/path1
tile base 8 3 base/path1
tile base 7 3 base/path1
tile base 6 3 base/path0
tile base 5 3 base/path0
tile base 4 3 base/path2
tile base 1 3 base/path0
tile base 0 3 base/path0
tile base 39 2 base/path1
tile base 37 2 base/path3
tile base 36 2 base/path2
tile base 35 2 base/path0
tile base 34 2 base/path0
tile base 33 2 base/path3
tile base 32 2 base/path3
tile base 31 2 base/path2
tile base 29 2 base/path1
tile base 28 2 base/path3
tile base 27 2 base/path0
tile base 26 2 base/path0
tile base 25 2 base/path1
tile base 14 2 base/path1
tile base 13 2 base/path1
tile base 12 2 base/path3
tile base 11 2 base/path3
tile base 10 2 base/path2
tile base 7 2 base/path1
tile base 6 2 base/path2
tile base 5 2 base/path0
tile base 4 2 base/path0
tile base 3 2 base/path1
tile base 1 2 base/path1
tile base 0 2 base/path0
tile base 39 1 base/path2
tile base 38 1 base/path1
tile base 33 1 base/path0
tile base 30 1 base/path1
tile base 27 1 base/path1
tile base 24 1 base/path1
tile base 23 1 base/path2
tile base 22 1 base/path2
tile base 21 1 base/path2
tile base 20 1 base/path2
tile base 19 1 base/path0
tile base 18 1 base/path3
tile base 17 1 base/path3
tile base 16 1 base/path0
tile base 15 1 base/path2
tile base 14 1 base/path3
tile base 13 1 base/path2
tile base 12 1 base/path2
tile base 11 1 base/path1
tile base 10 1 base/path3
tile base 9 1 base/path2
tile base 8 1 base/path1
tile base 5 1 base/path0
tile base 3 1 base/path1
tile base 2 1 base/path0
tile base 39 0 base/path3
tile base 38 0 base/path3
tile base 37 0 base/path3
tile base 36 0 base/path0
tile base 35 0 base/path1
tile base 34 0 base/path2
tile base 32 0 base/path1
tile base 31 0 base/path2
tile base 30 0 base/path3
tile base 29 0 base/path0
tile base 28 0 base/path1
tile base 26 0 base/path1
tile base 25 0 base/path2
tile base 24 0 base/path1
tile base 23 0 base/path3
tile base 22 0 base/path2
tile base 21 0 base/path0
tile base 20 0 base/path2
tile base 19 0 base/path3
tile base 18 0 base/path0
tile base 17 0 base/path3
tile base 16 0 base/path2
tile base 15 0 base/path3
tile base 14 0 base/path3
tile base 13 0 base/path1
tile base 12 0 base/path3
tile base 11 0 base/path3
tile base 10 0 base/path0
tile base 9 0 base/path3
tile base 8 0 base/path3
tile base 7 0 base/path0
tile base 6 0 base/path2
tile base 4 0 base/path3
tile base 1 0 base/path1
tile base 0 0 base/path2
tile wall-base 6 39 wall-base/wall
tile wall-base 5 39 wall-base/wall
tile wall-base 4 39 wall-base/wall
tile wall-base 32 38 wall-base/wall
tile wall-base 20 38 wall-base/wall
tile wall-base 8 38 wall-base/wall
tile wall-base 7 38 wall-base/wall
tile wall-base 3 38 wall-base/wall
tile wall-base 2 38 wall-base/wall
tile wall-base 34 37 wall-base/wall
tile wall-base 33 37 wall-base/wall
tile wall-base 31 37 wall-base/wall
tile wall-base 30 37 wall-base/wall
tile wall-base 22 37 wall-base/wall
tile wall-base 21 37 wall-base/wall
tile wall-base 19 37 wall-base/wall
tile wall-base 18 37 wall-base/wall
tile wall-base 10 37 wall-base/wall
tile wall-base 9 37 wall-base/wall
tile wall-base 1 37 wall-base/wall
tile wall-base 36 36 wall-base/wall
tile wall-base 35 36 wall-base/wall
tile wall-base 32 36 wall-base/wall
tile wall-base 29 36 wall-base/wall
tile wall-base 28 36 wall-base/wall
tile wall-base 24 36 wall-base/wall
tile wall-base 23 36 wall-base/wall
tile wall-base 17 36 wall-base/wall
tile wall-base 16 36 wall-base/wall
tile wall-base 12 36 wall-base/wall
tile wall-base 11 36 wall-base/wall
tile wall-base 6 36 wall-base/wall
tile wall-base 5 36 wall-base/wall
tile wall-base 4 36 wall-base/wall
tile wall-base 1 36 wall-base/wall
tile wall-base 38 35 wall-base/wall
tile wall-base 37 35 wall-base/wall
tile wall-base 34 35 wall-base/wall
tile wall-base 30 35 wall-base/wall
tile wall-base 28 35 wall-base/wall
tile wall-base 27 35 wall-base/wall
tile wall-base 26 35 wall-base/wall
tile wall-base 25 35 wall-base/wall
tile wall-base 15 35 wall-base/wall
tile wall-base 14 35 wall-base/wall
tile wall-base 13 35 wall-base/wall
tile wall-base 7 35 wall-base/wall
tile wall-base 6 35 wall-base/wall
tile wall-base 5 35 wall-base/wall
tile wall-base 1 35 wall-base/wall
tile wall-base 38 34 wall-base/wall
tile wall-base 36 34 wall-base/wall
tile wall-base 32 34 wall-base/wall
tile wall-base 28 34 wall-base/wall
tile wall-base 27 34 wall-base/wall
tile wall-base 13 34 wall-base/wall
tile wall-base 7 34 wall-base/wall
tile wall-base 6 34 wall-base/wall
tile wall-base 1 34 wall-base/wall
tile wall-base 38 33 wall-base/wall
tile wall-base 34 33 wall-base/wall
tile wall-base 30 33 wall-base/wall
tile wall-base 28 33 wall-base/wall
tile wall-base 27 33 wall-base/wall
tile wall-base 13 33 wall-base/wall
tile wall-base 1 33 wall-base/wall
tile wall-base 38 32 wall-base/wall
tile wall-base 36 32 wall-base/wall
tile wall-base 32 32 wall-base/wall
tile wall-base 28 32 wall-base/wall
tile wall-base 27 32 wall-base/wall
tile wall-base 13 32 wall-base/wall
tile wall-base 10 32 wall-base/wall
tile wall-base 1 32 wall-base/wall
tile wall-base 38 31 wall-base/wall
tile wall-base 34 31 wall-base/wall
tile wall-base 30 31 wall-base/wall
tile wall-base 28 31 wall-base/wall
tile wall-base 27 31 wall-base/wall
tile wall-base 13 31 wall-base/wall
tile wall-base 12 31 wall-base/wall
tile wall-base 11 31 wall-base/wall
tile wall-base 8 31 wall-base/wall
tile wall-base 1 31 wall-base/wall
tile wall-base 38 30 wall-base/wall
tile wall-base 34 30 wall-base/wall
tile wall-base 32 30 wall-base/wall
tile wall-base 28 30 wall-base/wall
tile wall-base 27 30 wall-base/wall
tile wall-base 13 30 wall-base/wall
tile wall-base 7 30 wall-base/wall
tile wall-base 6 30 wall-base/wall
tile wall-base 1 30 wall-base/wall
tile wall-base 38 29 wall-base/wall
tile wall-base 34 29 wall-base/wall
tile wall-base 30 29 wall-base/wall
tile wall-base 28 29 wall-base/wall
tile wall-base 27 29 wall-base/wall
tile wall-base 26 29 wall-base/wall
tile wall-base 14 29 wall-base/wall
tile wall-base 13 29 wall-base/wall
tile wall-base 5 29 wall-base/wall
tile wall-base 1 29 wall-base/wall
tile wall-base 38 28 wall-base/wall
tile wall-base 34 28 wall-base/wall
tile wall-base 32 28 wall-base/wall
tile wall-base 28 28 wall-base/wall
tile wall-base 27 28 wall-base/wall
tile wall-base 26 28 wall-base/wall
tile wall-base 25 28 wall-base/wall
tile wall-base 24 28 wall-base/wall
tile wall-base 16 28 wall-base/wall
tile wall-base 15 28 wall-base/wall
tile wall-base 5 28 wall-base/wall
tile wall-base 1 28 wall-base/wall
tile wall-base 38 27 wall-base/wall
tile wall-base 34 27 wall-base/wall
tile wall-base 30 27 wall-base/wall
tile wall-base 28 27 wall-base/wall
tile wall-base 27 27 wall-base/wall
tile wall-base 23 27 wall-base/wall
tile wall-base 22 27 wall-base/wall
tile wall-base 18 27 wall-base/wall
tile wall-base 17 27 wall-base/wall
tile wall-base 6 27 wall-base/wall
tile wall-base 5 27 wall-base/wall
tile wall-base 1 27 wall-base/wall
tile wall-base 38 26 wall-base/wall
tile wall-base 33 26 wall-base/wall
tile wall-base 32 26 wall-base/wall
tile wall-base 22 26 wall-base/wall
tile wall-base 18 26 wall-base/wall
tile wall-base 13 26 wall-base/wall
tile wall-base 8 26 wall-base/wall
tile wall-base 7 26 wall-base/wall
tile wall-base 1 26 wall-base/wall
tile wall-base 38 25 wall-base/wall
tile wall-base 31 25 wall-base/wall
tile wall-base 30 25 wall-base/wall
tile wall-base 22 25 wall-base/wall
tile wall-base 18 25 wall-base/wall
tile wall-base 13 25 wall-base/wall
tile wall-base 10 25 wall-base/wall
tile wall-base 9 25 wall-base/wall
tile wall-base 1 25 wall-base/wall
tile wall-base 38 24 wall-base/wall
tile wall-base 29 24 wall-base/wall
tile wall-base 22 24 wall-base/wall
tile wall-base 18 24 wall-base/wall
tile wall-base 13 24 wall-base/wall
tile wall-base 12 24 wall-base/wall
tile wall-base 11 24 wall-base/wall
tile wall-base 1 24 wall-base/wall
tile wall-base 38 23 wall-base/wall
tile wall-base 29 23 wall-base/wall
tile wall-base 22 23 wall-base/wall
tile wall-base 18 23 wall-base/wall
tile wall-base 13 23 wall-base/wall
tile wall-base 2 23 wall-base/wall
tile wall-base 1 23 wall-base/wall
tile wall-base 38 22 wall-base/wall
tile wall-base 30 22 wall-base/wall
tile wall-base 29 22 wall-base/wall
tile wall-base 28 22 wall-base/wall
tile wall-base 22 22 wall-base/wall
tile wall-base 18 22 wall-base/wall
tile wall-base 13 22 wall-base/wall
tile wall-base 12 22 wall-base/wall
tile wall-base 4 22 wall-base/wall
tile wall-base 3 22 wall-base/wall
tile wall-base 1 22 wall-base/wall
tile wall-base 38 21 wall-base/wall
tile wall-base 32 21 wall-base/wall
tile wall-base 31 21 wall-base/wall
tile wall-base 27 21 wall-base/wall
tile wall-base 26 21 wall-base/wall
tile wall-base 22 21 wall-base/wall
tile wall-base 18 21 wall-base/wall
tile wall-base 11 21 wall-base/wall
tile wall-base 10 21 wall-base/wall
tile wall-base 5 21 wall-base/wall
tile wall-base 1 21 wall-base/wall
tile wall-base 38 20 wall-base/wall
tile wall-base 34 20 wall-base/wall
tile wall-base 33 20 wall-base/wall
tile wall-base 21 20 wall-base/wall
tile wall-base 20 20 wall-base/wall
tile wall-base 17 20 wall-base/wall
tile wall-base 16 20 wall-base/wall
tile wall-base 9 20 wall-base/wall
tile wall-base 8 20 wall-base/wall
tile wall-base 1 20 wall-base/wall
tile wall-base 38 19 wall-base/wall
tile wall-base 35 19 wall-base/wall
tile wall-base 19 19 wall-base/wall
tile wall-base 18 19 wall-base/wall
tile wall-base 15 19 wall-base/wall
tile wall-base 14 19 wall-base/wall
tile wall-base 8 19 wall-base/wall
tile wall-base 1 19 wall-base/wall
tile wall-base 38 18 wall-base/wall
tile wall-base 35 18 wall-base/wall
tile wall-base 30 18 wall-base/wall
tile wall-base 29 18 wall-base/wall
tile wall-base 28 18 wall-base/wall
tile wall-base 18 18 wall-base/wall
tile wall-base 14 18 wall-base/wall
tile wall-base 8 18 wall-base/wall
tile wall-base 1 18 wall-base/wall
tile wall-base 38 17 wall-base/wall
tile wall-base 35 17 wall-base/wall
tile wall-base 32 17 wall-base/wall
tile wall-base 31 17 wall-base/wall
tile wall-base 27 17 wall-base/wall
tile wall-base 26 17 wall-base/wall
tile wall-base 18 17 wall-base/wall
tile wall-base 14 17 wall-base/wall
tile wall-base 10 17 wall-base/wall
tile wall-base 7 17 wall-base/wall
tile wall-base 6 17 wall-base/wall
tile wall-base 1 17 wall-base/wall
tile wall-base 38 16 wall-base/wall
tile wall-base 35 16 wall-base/wall
tile wall-base 31 16 wall-base/wall
tile wall-base 25 16 wall-base/wall
tile wall-base 24 16 wall-base/wall
tile wall-base 20 16 wall-base/wall
tile wall-base 19 16 wall-base/wall
tile wall-base 13 16 wall-base/wall
tile wall-base 12 16 wall-base/wall
tile wall-base 11 16 wall-base/wall
tile wall-base 5 16 wall-base/wall
tile wall-base 1 16 wall-base/wall
tile wall-base 38 15 wall-base/wall
tile wall-base 35 15 wall-base/wall
tile wall-base 29 15 wall-base/wall
tile wall-base 28 15 wall-base/wall
tile wall-base 23 15 wall-base/wall
tile wall-base 22 15 wall-base/wall
tile wall-base 20 15 wall-base/wall
tile wall-base 12 15 wall-base/wall
tile wall-base 5 15 wall-base/wall
tile wall-base 1 15 wall-base/wall
tile wall-base 38 14 wall-base/wall
tile wall-base 35 14 wall-base/wall
tile wall-base 34 14 wall-base/wall
tile wall-base 30 14 wall-base/wall
tile wall-base 29 14 wall-base/wall
tile wall-base 27 14 wall-base/wall
tile wall-base 21 14 wall-base/wall
tile wall-base 20 14 wall-base/wall
tile wall-base 12 14 wall-base/wall
tile wall-base 5 14 wall-base/wall
tile wall-base 1 14 wall-base/wall
tile wall-base 38 13 wall-base/wall
tile wall-base 33 13 wall-base/wall
tile wall-base 32 13 wall-base/wall
tile wall-base 31 13 wall-base/wall
tile wall-base 25 13 wall-base/wall
tile wall-base 24 13 wall-base/wall
tile wall-base 18 13 wall-base/wall
tile wall-base 14 13 wall-base/wall
tile wall-base 11 13 wall-base/wall
tile wall-base 10 13 wall-base/wall
tile wall-base 5 13 wall-base/wall
tile wall-base 1 13 wall-base/wall
tile wall-base 38 12 wall-base/wall
tile wall-base 32 12 wall-base/wall
tile wall-base 23 12 wall-base/wall
tile wall-base 22 12 wall-base/wall
tile wall-base 18 12 wall-base/wall
tile wall-base 14 12 wall-base/wall
tile wall-base 8 12 wall-base/wall
tile wall-base 5 12 wall-base/wall
tile wall-base 1 12 wall-base/wall
tile wall-base 38 11 wall-base/wall
tile wall-base 32 11 wall-base/wall
tile wall-base 22 11 wall-base/wall
tile wall-base 21 11 wall-base/wall
tile wall-base 20 11 wall-base/wall
tile wall-base 18 11 wall-base/wall
tile wall-base 14 11 wall-base/wall
tile wall-base 7 11 wall-base/wall
tile wall-base 6 11 wall-base/wall
tile wall-base 5 11 wall-base/wall
tile wall-base 1 11 wall-base/wall
tile wall-base 38 10 wall-base/wall
tile wall-base 32 10 wall-base/wall
tile wall-base 24 10 wall-base/wall
tile wall-base 23 10 wall-base/wall
tile wall-base 19 10 wall-base/wall
tile wall-base 18 10 wall-base/wall
tile wall-base 14 10 wall-base/wall
tile wall-base 5 10 wall-base/wall
tile wall-base 4 10 wall-base/wall
tile wall-base 1 10 wall-base/wall
tile wall-base 38 9 wall-base/wall
tile wall-base 32 9 wall-base/wall
tile wall-base 26 9 wall-base/wall
tile wall-base 25 9 wall-base/wall
tile wall-base 18 9 wall-base/wall
tile wall-base 14 9 wall-base/wall
tile wall-base 2 9 wall-base/wall
tile wall-base 1 9 wall-base/wall
tile wall-base 38 8 wall-base/wall
tile wall-base 32 8 wall-base/wall
tile wall-base 28 8 wall-base/wall
tile wall-base 27 8 wall-base/wall
tile wall-base 18 8 wall-base/wall
tile wall-base 13 8 wall-base/wall
tile wall-base 12 8 wall-base/wall
tile wall-base 2 8 wall-base/wall
tile wall-base 38 7 wall-base/wall
tile wall-base 33 7 wall-base/wall
tile wall-base 22 7 wall-base/wall
tile wall-base 18 7 wall-base/wall
tile wall-base 11 7 wall-base/wall
tile wall-base 10 7 wall-base/wall
tile wall-base 2 7 wall-base/wall
tile wall-base 37 6 wall-base/wall
tile wall-base 33 6 wall-base/wall
tile wall-base 32 6 wall-base/wall
tile wall-base 24 6 wall-base/wall
tile wall-base 23 6 wall-base/wall
tile wall-base 17 6 wall-base/wall
tile wall-base 16 6 wall-base/wall
tile wall-base 9 6 wall-base/wall
tile wall-base 8 6 wall-base/wall
tile wall-base 4 6 wall-base/wall
tile wall-base 3 6 wall-base/wall
tile wall-base 37 5 wall-base/wall
tile wall-base 36 5 wall-base/wall
tile wall-base 31 5 wall-base/wall
tile wall-base 30 5 wall-base/wall
tile wall-base 26 5 wall-base/wall
tile wall-base 25 5 wall-base/wall
tile wall-base 15 5 wall-base/wall
tile wall-base 14 5 wall-base/wall
tile wall-base 7 5 wall-base/wall
tile wall-base 6 5 wall-base/wall
tile wall-base 5 5 wall-base/wall
tile wall-base 38 4 wall-base/wall
tile wall-base 37 4 wall-base/wall
tile wall-base 29 4 wall-base/wall
tile wall-base 28 4 wall-base/wall
tile wall-base 27 4 wall-base/wall
tile wall-base 13 4 wall-base/wall
tile wall-base 12 4 wall-base/wall
tile wall-base 5 4 wall-base/wall
tile wall-base 4 4 wall-base/wall
tile wall-base 38 3 wall-base/wall
tile wall-base 14 3 wall-base/wall
tile wall-base 13 3 wall-base/wall
tile wall-base 11 3 wall-base/wall
tile wall-base 10 3 wall-base/wall
tile wall-base 3 3 wall-base/wall
tile wall-base 2 3 wall-base/wall
tile wall-base 38 2 wall-base/wall
tile wall-base 30 2 wall-base/wall
tile wall-base 24 2 wall-base/wall
tile wall-base 23 2 wall-base/wall
tile wall-base 22 2 wall-base/wall
tile wall-base 21 2 wall-base/wall
tile wall-base 20 2 wall-base/wall
tile wall-base 19 2 wall-base/wall
tile wall-base 18 2 wall-base/wall
tile wall-base 17 2 wall-base/wall
tile wall-base 16 2 wall-base/wall
tile wall-base 15 2 wall-base/wall
tile wall-base 9 2 wall-base/wall
tile wall-base 8 2 wall-base/wall
tile wall-base 2 2 wall-base/wall
tile wall-base 37 1 wall-base/wall
tile wall-base 36 1 wall-base/wall
tile wall-base 35 1 wall-base/wall
tile wall-base 34 1 wall-base/wall
tile wall-base 32 1 wall-base/wall
tile wall-base 31 1 wall-base/wall
tile wall-base 29 1 wall-base/wall
tile wall-base 28 1 wall-base/wall
tile wall-base 26 1 wall-base/wall
tile wall-base 25 1 wall-base/wall
tile wall-base 7 1 wall-base/wall
tile wall-base 6 1 wall-base/wall
tile wall-base 4 1 wall-base/wall
tile wall-base 1 1 wall-base/wall
tile wall-base 0 1 wall-base/wall
tile wall-base 33 0 wall-base/wall
tile wall-base 27 0 wall-base/wall
tile wall-base 5 0 wall-base/wall
tile wall-base 3 0 wall-base/wall
tile wall-base 2 0 wall-base/wall
tile entity 32 39 walls/wall-stone-n
tile entity 20 39 walls/wall-stone-n
tile entity 8 39 walls/wall-stone-nw-n
tile entity 7 39 walls/wall-stone-nw-n
tile entity 3 39 walls/wall-stone-n-ne
tile entity 2 39 walls/wall-stone-n-ne
tile entity 34 38 walls/wall-stone-nw-n
tile entity 33 38 walls/wall-stone-nw-n
tile entity 31 38 walls/wall-stone-n-ne
tile entity 30 38 walls/wall-stone-n-ne
tile entity 22 38 walls/wall-stone-nw-n
tile entity 21 38 walls/wall-stone-nw-n
tile entity 19 38 walls/wall-stone-n-ne
tile entity 18 38 walls/wall-stone-n-ne
tile entity 10 38 walls/wall-stone-nw-n
tile entity 9 38 walls/wall-stone-nw-n
tile entity 5 38 features/lantern-lit
tile entity 1 38 walls/wall-stone-n-ne
tile entity 0 38 walls/wall-stone-ne
tile entity 36 37 walls/wall-stone-nw-n
tile entity 35 37 walls/wall-stone-nw-n
tile entity 32 37 walls/wall-stone-n
tile entity 29 37 walls/wall-stone-n-ne
tile entity 28 37 walls/wall-stone-n-ne
tile entity 24 37 walls/wall-stone-nw-n
tile entity 23 37 walls/wall-stone-nw-n
tile entity 17 37 walls/wall-stone-n-ne
tile entity 16 37 walls/wall-stone-n-ne
tile entity 12 37 walls/wall-stone-nw-n
tile entity 11 37 walls/wall-stone-nw-n
tile entity 6 37 walls/wall-stone-nw-n
tile entity 5 37 walls/wall-stone-n
tile entity 4 37 walls/wall-stone-n-ne
tile entity 2 37 features/lantern-lit
tile entity 38 36 walls/wall-stone-nw-n
tile entity 37 36 walls/wall-stone-nw-n
tile entity 34 36 walls/wall-stone-n
tile entity 33 36 walls/wall-stone-nw
tile entity 31 36 walls/wall-stone-ne
tile entity 30 36 walls/wall-stone-n
tile entity 27 36 walls/wall-stone-n-ne
tile entity 26 36 walls/wall-stone-nw-n-ne
tile entity 25 36 walls/wall-stone-nw-n
tile entity 22 36 features/lantern-lit
tile entity 20 36 features/coffin
tile entity 18 36 features/lantern-lit
tile entity 15 36 walls/wall-stone-n-ne
tile entity 14 36 walls/wall-stone-nw-n-ne
tile entity 13 36 walls/wall-stone-nw-n
tile entity 10 36 features/coffin
tile entity 8 36 walls/wall-stone-nw
tile entity 7 36 walls/wall-stone-nw-n
tile entity 3 36 walls/wall-stone-ne
tile entity 39 35 walls/wall-stone-nw
tile entity 36 35 walls/wall-stone-n
tile entity 35 35 walls/wall-stone-nw
tile entity 33 35 walls/wall-stone-ne
tile entity 32 35 walls/wall-stone-n
tile entity 31 35 walls/wall-stone-nw
tile entity 29 35 walls/wall-stone-ne
tile entity 23 35 features/monolith4
tile entity 17 35 features/monolith3
tile entity 11 35 features/coffin
tile entity 37 34 walls/wall-stone-nw
tile entity 35 34 walls/wall-stone-ne
tile entity 34 34 walls/wall-stone-n
tile entity 33 34 walls/wall-stone-nw
tile entity 31 34 walls/wall-stone-ne
tile entity 30 34 walls/wall-stone-n
tile entity 36 33 walls/wall-stone-n
tile entity 35 33 walls/wall-stone-nw
tile entity 33 33 walls/wall-stone-ne
tile entity 32 33 walls/wall-stone-n
tile entity 31 33 walls/wall-stone-nw
tile entity 29 33 walls/wall-stone-ne
tile entity 26 33 features/lantern-lit
tile entity 14 33 features/lantern-lit
tile entity 10 33 walls/wall-stone-n
tile entity 37 32 walls/wall-stone-nw
tile entity 35 32 walls/wall-stone-ne
tile entity 34 32 walls/wall-stone-n
tile entity 33 32 walls/wall-stone-nw
tile entity 31 32 walls/wall-stone-ne
tile entity 30 32 walls/wall-stone-n
tile entity 26 32 features/monolith4
tile entity 14 32 features/monolith3
tile entity 12 32 walls/wall-stone-nw-n-ne
tile entity 12 32 features/lantern
tile entity 11 32 walls/wall-stone-nw-n
tile entity 9 32 walls/wall-stone-ne
tile entity 8 32 walls/wall-stone-n
tile entity 35 31 walls/wall-stone-nw
tile entity 33 31 walls/wall-stone-ne
tile entity 32 31 walls/wall-stone-n
tile entity 31 31 walls/wall-stone-nw
tile entity 29 31 walls/wall-stone-ne
tile entity 9 31 walls/wall-stone-nw
tile entity 7 31 walls/wall-stone-n-ne
tile entity 6 31 walls/wall-stone-n-ne
tile entity 6 31 features/lantern-lit
tile entity 33 30 walls/wall-stone-nw
tile entity 31 30 walls/wall-stone-ne
tile entity 30 30 walls/wall-stone-n
tile entity 26 30 walls/wall-stone-n-ne
tile entity 14 30 walls/wall-stone-nw-n
tile entity 5 30 walls/wall-stone-n-ne
tile entity 4 30 walls/wall-stone-ne
tile entity 32 29 walls/wall-stone-n
tile entity 31 29 walls/wall-stone-nw
tile entity 29 29 walls/wall-stone-ne
tile entity 25 29 walls/wall-stone-n-ne
tile entity 24 29 walls/wall-stone-n-ne
tile entity 24 29 features/lantern-lit
tile entity 16 29 walls/wall-stone-nw-n
tile entity 16 29 features/lantern-lit
tile entity 15 29 walls/wall-stone-nw-n
tile entity 33 28 walls/wall-stone-nw
tile entity 31 28 walls/wall-stone-ne
tile entity 30 28 walls/wall-stone-n
tile entity 23 28 walls/wall-stone-n-ne
tile entity 23 28 features/monolith3
tile entity 22 28 walls/wall-stone-n-ne
tile entity 18 28 walls/wall-stone-nw-n
tile entity 17 28 walls/wall-stone-nw-n
tile entity 17 28 features/monolith1
tile entity 6 28 walls/wall-stone-nw-n
tile entity 33 27 walls/wall-stone-n-ne
tile entity 32 27 walls/wall-stone-n-ne
tile entity 31 27 walls/wall-stone-nw
tile entity 29 27 walls/wall-stone-ne
tile entity 25 27 features/lantern
tile entity 21 27 walls/wall-stone-ne
tile entity 19 27 walls/wall-stone-nw
tile entity 14 27 walls/wall-stone-nw
tile entity 13 27 walls/wall-stone-n
tile entity 12 27 walls/wall-stone-ne
tile entity 8 27 walls/wall-stone-nw-n
tile entity 8 27 features/coffin
tile entity 7 27 walls/wall-stone-nw-n
tile entity 7 27 features/coffin
tile entity 31 26 walls/wall-stone-n-ne
tile entity 30 26 walls/wall-stone-n-ne
tile entity 10 26 walls/wall-stone-nw-n
tile entity 10 26 features/coffin
tile entity 9 26 walls/wall-stone-nw-n
tile entity 9 26 features/coffin
tile entity 29 25 walls/wall-stone-n-ne
tile entity 28 25 walls/wall-stone-ne
tile entity 12 25 walls/wall-stone-nw-n-ne
tile entity 12 25 features/lantern
tile entity 11 25 walls/wall-stone-nw-n
tile entity 30 24 features/lantern-lit
tile entity 2 24 walls/wall-stone-nw-n
tile entity 30 23 walls/wall-stone-nw-n
tile entity 28 23 walls/wall-stone-n-ne
tile entity 12 23 walls/wall-stone-n-ne
tile entity 4 23 walls/wall-stone-nw-n
tile entity 4 23 features/coffin
tile entity 3 23 walls/wall-stone-nw-n
tile entity 3 23 features/coffin
tile entity 32 22 walls/wall-stone-nw-n
tile entity 32 22 features/coffin
tile entity 31 22 walls/wall-stone-nw-n
tile entity 31 22 features/coffin
tile entity 27 22 walls/wall-stone-n-ne
tile entity 26 22 walls/wall-stone-n-ne
tile entity 11 22 walls/wall-stone-n-ne
tile entity 10 22 walls/wall-stone-n-ne
tile entity 6 22 walls/wall-stone-nw
tile entity 5 22 walls/wall-stone-nw-n
tile entity 5 22 features/coffin
tile entity 2 22 features/lantern-lit
