size 40 50
tileset outdoor
visibilityRadius 8
unexplored


encounter "goblinCity_north" 9 6
encounter "goblinCity_centerWest" 6 19
encounter "goblinCity_centerEast" 23 20
encounter "goblinCity_merchants" 10 27
encounter "goblinCity_center" 22 31
encounter "goblinCity_southWest" 9 41
encounter "goblinCity_southEast" 26 43
encounter "goblinCity_chieftan" 31 34

item 1 "goblinCityPitGrimbakExit" 34 12
tile base 33 25 base/stone4
tile base 32 25 base/stone1
tile base 31 25 base/stone1
tile base 30 25 base/stone4
tile base 29 25 base/stone2
tile base 28 25 base/stone0
tile base 27 25 base/stone3
tile base 26 25 base/stone0
tile base 25 25 base/stone2
tile base 24 25 base/stone0
tile base 23 25 base/stone4
tile base 22 25 base/stone4
tile base 21 25 base/stone3
tile base 20 25 base/stone3
tile base 19 25 base/stone0
tile base 18 25 base/stone2
tile base 17 25 base/stone3
tile base 16 25 base/stone2
tile base 15 25 base/stone3
tile base 14 25 base/stone4
tile base 13 25 base/stone0
tile base 12 25 base/stone3
tile base 11 25 base/stone1
tile base 10 25 base/stone4
tile base 9 25 base/stone4
tile base 8 25 base/stone4
tile base 7 25 base/stone0
tile base 6 25 base/stone2
tile base 5 25 base/stone1
tile base 4 25 base/stone4
tile base 3 25 base/stone3
tile base 2 25 base/stone4
tile base 1 25 base/stone2
tile base 0 25 base/stone1
tile base 39 24 base/stone4
tile base 38 24 base/stone4
tile base 37 24 base/stone4
tile base 36 24 base/stone0
tile base 35 24 base/stone4
tile base 34 24 base/stone4
tile base 33 24 base/stone1
tile base 32 24 base/stone0
tile base 31 24 base/stone4
tile base 30 24 base/stone2
tile base 29 24 base/stone1
tile base 28 24 base/stone3
tile base 27 24 base/stone0
tile base 26 24 base/stone0
tile base 25 24 base/stone2
tile base 24 24 base/stone4
tile base 23 24 base/stone4
tile base 22 24 base/stone3
tile base 21 24 base/stone2
tile base 20 24 base/stone3
tile base 19 24 base/stone2
tile base 18 24 base/stone2
tile base 17 24 base/stone4
tile base 16 24 base/stone3
tile base 15 24 base/stone4
tile base 14 24 base/stone3
tile base 13 24 base/stone4
tile base 12 24 base/stone2
tile base 11 24 base/stone0
tile base 10 24 base/stone1
tile base 9 24 base/stone2
tile base 8 24 base/stone0
tile base 7 24 base/stone2
tile base 6 24 base/stone1
tile base 5 24 base/stone4
tile base 4 24 base/stone2
tile base 3 24 base/stone4
tile base 2 24 base/stone2
tile base 1 24 base/stone4
tile base 0 24 base/stone2
tile base 39 23 base/stone4
tile base 38 23 base/stone2
tile base 37 23 base/stone4
tile base 36 23 base/stone1
tile base 35 23 base/stone1
tile base 34 23 base/stone1
tile base 33 23 base/stone4
tile base 32 23 base/stone3
tile base 31 23 base/stone4
tile base 30 23 base/stone4
tile base 29 23 base/stone0
tile base 28 23 base/stone4
tile base 27 23 base/stone4
tile base 26 23 base/stone2
tile base 25 23 base/stone2
tile base 24 23 base/stone2
tile base 23 23 base/stone4
tile base 22 23 base/stone0
tile base 21 23 base/stone0
tile base 20 23 base/stone3
tile base 19 23 base/stone4
tile base 18 23 base/stone4
tile base 17 23 base/stone0
tile base 16 23 base/stone3
tile base 15 23 base/stone4
tile base 14 23 base/stone2
tile base 13 23 base/stone4
tile base 12 23 base/stone4
tile base 11 23 base/stone4
tile base 10 23 base/stone4
tile base 9 23 base/stone4
tile base 8 23 base/stone0
tile base 7 23 base/stone1
tile base 6 23 base/stone2
tile base 5 23 base/stone4
tile base 4 23 base/stone3
tile base 3 23 base/stone3
tile base 2 23 base/stone0
tile base 1 23 base/stone3
tile base 0 23 base/stone4
tile base 39 22 base/stone2
tile base 38 22 base/stone2
tile base 37 22 base/stone3
tile base 36 22 base/stone2
tile base 35 22 base/stone4
tile base 34 22 base/stone4
tile base 33 22 base/stone4
tile base 32 22 base/stone4
tile base 31 22 base/stone4
tile base 30 22 base/stone4
tile base 29 22 base/stone2
tile base 28 22 base/stone0
tile base 27 22 base/stone1
tile base 26 22 base/stone2
tile base 25 22 base/stone3
tile base 24 22 base/stone2
tile base 23 22 base/stone4
tile base 22 22 base/stone1
tile base 21 22 base/stone4
tile base 20 22 base/stone4
tile base 19 22 base/stone1
tile base 18 22 base/stone3
tile base 17 22 base/stone2
tile base 16 22 base/stone3
tile base 15 22 base/stone1
tile base 14 22 base/stone2
tile base 13 22 base/stone1
tile base 12 22 base/stone0
tile base 11 22 base/stone1
tile base 10 22 base/stone2
tile base 9 22 base/stone0
tile base 8 22 base/stone2
tile base 7 22 base/stone1
tile base 6 22 base/stone3
tile base 5 22 base/stone3
tile base 4 22 base/stone3
tile base 3 22 base/stone0
tile base 2 22 base/stone4
tile base 1 22 base/stone1
tile base 0 22 base/stone0
tile base 39 21 base/stone3
tile base 38 21 base/stone2
tile base 37 21 base/stone0
tile base 36 21 base/stone0
tile base 35 21 base/stone4
tile base 34 21 base/stone2
tile base 33 21 base/stone2
tile base 32 21 base/stone2
tile base 31 21 base/stone0
tile base 30 21 base/stone2
tile base 29 21 base/stone0
tile base 28 21 base/stone2
tile base 27 21 base/stone4
tile base 26 21 base/stone4
tile base 25 21 base/stone0
tile base 24 21 base/stone2
tile base 23 21 base/stone4
tile base 22 21 base/stone0
tile base 21 21 base/stone1
tile base 20 21 base/stone3
tile base 19 21 base/stone4
tile base 18 21 base/stone1
tile base 17 21 base/stone3
tile base 16 21 base/stone2
tile base 15 21 base/stone2
tile base 14 21 base/stone1
tile base 13 21 base/stone4
tile base 12 21 base/stone4
tile base 11 21 base/stone1
tile base 10 21 base/stone4
tile base 9 21 base/stone3
tile base 8 21 base/stone4
tile base 7 21 base/stone4
tile base 6 21 base/stone1
tile base 5 21 base/stone3
tile base 4 21 base/stone0
tile base 3 21 base/stone4
tile base 2 21 base/stone2
tile base 1 21 base/stone0
tile base 0 21 base/stone1
tile base 39 20 base/stone3
tile base 38 20 base/stone3
tile base 37 20 base/stone1
tile base 36 20 base/stone4
tile base 35 20 base/stone1
tile base 34 20 base/stone4
tile base 33 20 base/stone1
tile base 32 20 base/stone1
tile base 31 20 base/stone0
tile base 30 20 base/stone2
tile base 29 20 base/stone1
tile base 28 20 base/stone4
tile base 27 20 base/stone1
tile base 26 20 base/stone3
tile base 25 20 base/stone3
tile base 24 20 base/stone1
tile base 23 20 base/stone2
tile base 22 20 base/stone4
tile base 21 20 base/stone1
tile base 20 20 base/stone3
tile base 19 20 base/stone4
tile base 18 20 base/stone4
tile base 17 20 base/stone4
tile base 16 20 base/stone4
tile base 15 20 base/stone4
tile base 14 20 base/stone3
tile base 13 20 base/stone3
tile base 12 20 base/stone2
tile base 11 20 base/stone0
tile base 10 20 base/stone1
tile base 9 20 base/stone2
tile base 8 20 base/stone4
tile base 7 20 base/stone1
tile base 6 20 base/stone4
tile base 5 20 base/stone1
tile base 4 20 base/stone2
tile base 3 20 base/stone4
tile base 2 20 base/stone4
tile base 1 20 base/stone2
tile base 0 20 base/stone3
tile base 39 19 base/stone2
tile base 38 19 base/stone2
tile base 37 19 base/stone2
tile base 36 19 base/stone1
tile base 35 19 base/stone4
tile base 34 19 base/stone0
tile base 33 19 base/stone3
tile base 32 19 base/stone4
tile base 31 19 base/stone3
tile base 30 19 base/stone4
tile base 29 19 base/stone4
tile base 28 19 base/stone4
tile base 27 19 base/stone3
tile base 26 19 base/stone3
tile base 25 19 base/stone2
tile base 24 19 base/stone0
tile base 23 19 base/stone0
tile base 22 19 base/stone2
tile base 21 19 base/stone4
tile base 20 19 base/stone4
tile base 19 19 base/stone0
tile base 18 19 base/stone1
tile base 17 19 base/stone4
tile base 16 19 base/stone1
tile base 15 19 base/stone4
tile base 14 19 base/stone3
tile base 13 19 base/stone2
tile base 12 19 base/stone3
tile base 11 19 base/stone2
tile base 10 19 base/stone2
tile base 9 19 base/stone0
tile base 8 19 base/stone3
tile base 7 19 base/stone4
tile base 6 19 base/stone4
tile base 5 19 base/stone4
tile base 4 19 base/stone4
tile base 3 19 base/stone4
tile base 2 19 base/stone3
tile base 1 19 base/stone4
tile base 0 19 base/stone2
tile base 39 18 base/stone4
tile base 38 18 base/stone4
tile base 37 18 base/stone1
tile base 36 18 base/stone4
tile base 35 18 base/stone4
tile base 34 18 base/stone3
tile base 33 18 base/stone2
tile base 32 18 base/stone3
tile base 31 18 base/stone2
tile base 30 18 base/stone4
tile base 29 18 base/stone2
tile base 28 18 base/stone4
tile base 27 18 base/stone2
tile base 26 18 base/stone2
tile base 25 18 base/stone0
tile base 24 18 base/stone1
tile base 23 18 base/stone2
tile base 22 18 base/stone4
tile base 21 18 base/stone3
tile base 20 18 base/stone3
tile base 19 18 base/stone1
tile base 18 18 base/stone1
tile base 17 18 base/stone1
tile base 16 18 base/stone1
tile base 15 18 base/stone4
tile base 14 18 base/stone1
tile base 13 18 base/stone4
tile base 12 18 base/stone1
tile base 11 18 base/stone2
tile base 10 18 base/stone0
tile base 9 18 base/stone1
tile base 8 18 base/stone1
tile base 7 18 base/stone2
tile base 6 18 base/stone4
tile base 5 18 base/stone0
tile base 4 18 base/stone2
tile base 3 18 base/stone0
tile base 2 18 base/stone3
tile base 1 18 base/stone4
tile base 0 18 base/stone1
tile base 39 17 base/stone3
tile base 38 17 base/stone4
tile base 37 17 base/stone4
tile base 36 17 base/stone4
tile base 35 17 base/stone4
tile base 34 17 base/stone3
tile base 33 17 base/stone0
tile base 32 17 base/stone4
tile base 31 17 base/stone1
tile base 30 17 base/stone4
tile base 29 17 base/stone0
tile base 28 17 base/stone2
tile base 27 17 base/stone0
tile base 26 17 base/stone3
tile base 25 17 base/stone0
tile base 24 17 base/stone4
tile base 23 17 base/stone3
tile base 22 17 base/stone2
tile base 21 17 base/stone4
tile base 20 17 base/stone0
tile base 19 17 base/stone4
tile base 18 17 base/stone1
tile base 17 17 base/stone0
tile base 16 17 base/stone4
tile base 15 17 base/stone4
tile base 14 17 base/stone4
tile base 13 17 base/stone3
tile base 12 17 base/stone4
tile base 11 17 base/stone1
tile base 10 17 base/stone0
tile base 9 17 base/stone3
tile base 8 17 base/stone4
tile base 7 17 base/stone4
tile base 6 17 base/stone4
tile base 5 17 base/stone0
tile base 4 17 base/stone3
tile base 3 17 base/stone4
tile base 2 17 base/stone4
tile base 1 17 base/stone3
tile base 0 17 base/stone0
tile base 39 16 base/stone1
tile base 38 16 base/stone3
tile base 37 16 base/stone4
tile base 36 16 base/stone2
tile base 35 16 base/stone2
tile base 34 16 base/stone2
tile base 33 16 base/stone4
tile base 32 16 base/stone4
tile base 31 16 base/stone4
tile base 30 16 base/stone2
tile base 29 16 base/stone1
tile base 28 16 base/stone4
tile base 27 16 base/stone3
tile base 26 16 base/stone0
tile base 25 16 base/stone3
tile base 24 16 base/stone4
tile base 23 16 base/stone0
tile base 22 16 base/stone3
tile base 21 16 base/stone0
tile base 20 16 base/stone4
tile base 19 16 base/stone4
tile base 18 16 base/stone3
tile base 17 16 base/stone2
tile base 16 16 base/stone4
tile base 15 16 base/stone2
tile base 14 16 base/stone0
tile base 13 16 base/stone4
tile base 12 16 base/stone4
tile base 11 16 base/stone1
tile base 10 16 base/stone2
tile base 9 16 base/stone4
tile base 8 16 base/stone0
tile base 7 16 base/stone2
tile base 6 16 base/stone4
tile base 5 16 base/stone1
tile base 4 16 base/stone4
tile base 3 16 base/stone1
tile base 2 16 base/stone3
tile base 1 16 base/stone2
tile base 0 16 base/stone3
tile base 39 15 base/stone0
tile base 38 15 base/stone1
tile base 37 15 base/stone1
tile base 36 15 base/stone1
tile base 35 15 base/stone4
tile base 34 15 base/stone4
tile base 33 15 base/stone4
tile base 32 15 base/stone3
tile base 31 15 base/stone2
tile base 30 15 base/stone3
tile base 29 15 base/stone2
tile base 28 15 base/stone1
tile base 27 15 base/stone0
tile base 26 15 base/stone3
tile base 25 15 base/stone4
tile base 24 15 base/stone0
tile base 23 15 base/stone4
tile base 22 15 base/stone4
tile base 21 15 base/stone3
tile base 20 15 base/stone1
tile base 19 15 base/stone0
tile base 18 15 base/stone3
tile base 17 15 base/stone4
tile base 16 15 base/stone3
tile base 15 15 base/stone0
tile base 14 15 base/stone4
tile base 13 15 base/stone1
tile base 12 15 base/stone2
tile base 11 15 base/stone3
tile base 10 15 base/stone4
tile base 9 15 base/stone4
tile base 8 15 base/stone4
tile base 7 15 base/stone3
tile base 6 15 base/stone2
tile base 5 15 base/stone4
tile base 4 15 base/stone0
tile base 3 15 base/stone4
tile base 2 15 base/stone2
tile base 1 15 base/stone3
tile base 0 15 base/stone3
tile base 39 14 base/stone3
tile base 38 14 base/stone2
tile base 37 14 base/stone4
tile base 36 14 base/stone0
tile base 35 14 base/stone2
tile base 34 14 base/stone4
tile base 33 14 base/stone0
tile base 32 14 base/stone1
tile base 31 14 base/stone1
tile base 30 14 base/stone4
tile base 29 14 base/stone0
tile base 28 14 base/stone3
tile base 27 14 base/stone4
tile base 26 14 base/stone2
tile base 25 14 base/stone1
tile base 24 14 base/stone1
tile base 23 14 base/stone2
tile base 22 14 base/stone1
tile base 21 14 base/stone3
tile base 20 14 base/stone4
tile base 19 14 base/stone1
tile base 18 14 base/stone4
tile base 17 14 base/stone4
tile base 16 14 base/stone4
tile base 15 14 base/stone1
tile base 14 14 base/stone3
tile base 13 14 base/stone1
tile base 12 14 base/stone1
tile base 11 14 base/stone4
tile base 10 14 base/stone4
tile base 9 14 base/stone1
tile base 8 14 base/stone3
tile base 7 14 base/stone4
tile base 6 14 base/stone2
tile base 5 14 base/stone4
tile base 4 14 base/stone0
tile base 3 14 base/stone0
tile base 2 14 base/stone4
tile base 1 14 base/stone4
tile base 0 14 base/stone1
tile base 39 13 base/stone4
tile base 38 13 base/stone3
tile base 37 13 base/stone4
tile base 36 13 base/stone2
tile base 35 13 base/stone0
tile base 34 13 base/stone4
tile base 33 13 base/stone4
tile base 32 13 base/stone3
tile base 31 13 base/stone0
tile base 30 13 base/stone1
tile base 29 13 base/stone3
tile base 28 13 base/stone1
tile base 27 13 base/stone4
tile base 26 13 base/stone2
tile base 25 13 base/stone0
tile base 24 13 base/stone1
tile base 23 13 base/stone1
tile base 22 13 base/stone4
tile base 21 13 base/stone4
tile base 20 13 base/stone1
tile base 19 13 base/stone3
tile base 18 13 base/stone0
tile base 17 13 base/stone0
tile base 16 13 base/stone0
tile base 15 13 base/stone4
tile base 14 13 base/stone4
tile base 13 13 base/stone4
tile base 12 13 base/stone2
tile base 11 13 base/stone2
tile base 10 13 base/stone0
tile base 9 13 base/stone3
tile base 8 13 base/stone1
tile base 7 13 base/stone4
tile base 6 13 base/stone3
tile base 5 13 base/stone4
tile base 4 13 base/stone0
tile base 3 13 base/stone4
tile base 2 13 base/stone4
tile base 1 13 base/stone1
tile base 0 13 base/stone4
tile base 39 12 base/stone4
tile base 38 12 base/stone4
tile base 37 12 base/stone4
tile base 36 12 base/stone0
tile base 35 12 base/stone4
tile base 34 12 base/stone4
tile base 33 12 base/stone4
tile base 32 12 base/stone4
tile base 31 12 base/stone0
tile base 30 12 base/stone4
tile base 29 12 base/stone4
tile base 28 12 base/stone4
tile base 27 12 base/stone0
tile base 26 12 base/stone4
tile base 25 12 base/stone3
tile base 24 12 base/stone1
tile base 23 12 base/stone3
tile base 22 12 base/stone3
tile base 21 12 base/stone3
tile base 20 12 base/stone1
tile base 19 12 base/stone1
tile base 18 12 base/stone3
tile base 17 12 base/stone2
tile base 16 12 base/stone4
tile base 15 12 base/stone4
tile base 14 12 base/stone3
tile base 13 12 base/stone4
tile base 12 12 base/stone0
tile base 11 12 base/stone2
tile base 10 12 base/stone0
tile base 9 12 base/stone2
tile base 8 12 base/stone2
tile base 7 12 base/stone4
tile base 6 12 base/stone2
tile base 5 12 base/stone1
tile base 4 12 base/stone3
tile base 3 12 base/stone4
tile base 2 12 base/stone1
tile base 1 12 base/stone2
tile base 0 12 base/stone2
tile base 39 11 base/stone3
tile base 38 11 base/stone0
tile base 37 11 base/stone0
tile base 36 11 base/stone1
tile base 35 11 base/stone2
tile base 34 11 base/stone4
tile base 33 11 base/stone2
tile base 32 11 base/stone3
tile base 31 11 base/stone2
tile base 30 11 base/stone2
tile base 29 11 base/stone2
tile base 28 11 base/stone2
tile base 27 11 base/stone2
tile base 26 11 base/stone3
tile base 25 11 base/stone4
tile base 24 11 base/stone1
tile base 23 11 base/stone1
tile base 22 11 base/stone3
tile base 21 11 base/stone2
tile base 20 11 base/stone2
tile base 19 11 base/stone0
tile base 18 11 base/stone0
tile base 17 11 base/stone2
tile base 16 11 base/stone4
tile base 15 11 base/stone1
tile base 14 11 base/stone2
tile base 13 11 base/stone2
tile base 12 11 base/stone4
tile base 11 11 base/stone1
tile base 10 11 base/stone0
tile base 9 11 base/stone2
tile base 8 11 base/stone2
tile base 7 11 base/stone2
tile base 6 11 base/stone0
tile base 5 11 base/stone0
tile base 4 11 base/stone1
tile base 3 11 base/stone2
tile base 2 11 base/stone3
tile base 1 11 base/stone4
tile base 0 11 base/stone0
tile base 39 10 base/stone0
tile base 38 10 base/stone3
tile base 37 10 base/stone4
tile base 36 10 base/stone0
tile base 35 10 base/stone2
tile base 34 10 base/stone2
tile base 33 10 base/stone3
tile base 32 10 base/stone2
tile base 31 10 base/stone3
tile base 30 10 base/stone4
tile base 29 10 base/stone2
tile base 28 10 base/stone3
tile base 27 10 base/stone3
tile base 26 10 base/stone1
tile base 25 10 base/stone3
tile base 24 10 base/stone3
tile base 23 10 base/stone0
tile base 22 10 base/stone3
tile base 21 10 base/stone2
tile base 20 10 base/stone4
tile base 19 10 base/stone0
tile base 18 10 base/stone4
tile base 17 10 base/stone0
tile base 16 10 base/stone0
tile base 15 10 base/stone2
tile base 14 10 base/stone4
tile base 13 10 base/stone4
tile base 12 10 base/stone3
tile base 11 10 base/stone2
tile base 10 10 base/stone0
tile base 9 10 base/stone0
tile base 8 10 base/stone0
tile base 7 10 base/stone2
tile base 6 10 base/stone0
tile base 5 10 base/stone1
tile base 4 10 base/stone1
tile base 3 10 base/stone2
tile base 2 10 base/stone0
tile base 1 10 base/stone1
tile base 0 10 base/stone1
tile base 39 9 base/stone2
tile base 38 9 base/stone0
tile base 37 9 base/stone1
tile base 36 9 base/stone1
tile base 35 9 base/stone0
tile base 34 9 base/stone3
tile base 33 9 base/stone2
tile base 32 9 base/stone4
tile base 31 9 base/stone2
tile base 30 9 base/stone2
tile base 29 9 base/stone3
tile base 28 9 base/stone2
tile base 27 9 base/stone1
tile base 26 9 base/stone1
tile base 25 9 base/stone2
tile base 24 9 base/stone3
tile base 23 9 base/stone3
tile base 22 9 base/stone1
tile base 21 9 base/stone0
tile base 20 9 base/stone3
tile base 19 9 base/stone0
tile base 18 9 base/stone4
tile base 17 9 base/stone1
tile base 16 9 base/stone1
tile base 15 9 base/stone4
tile base 14 9 base/stone0
tile base 13 9 base/stone4
tile base 12 9 base/stone4
tile base 11 9 base/stone3
tile base 10 9 base/stone4
tile base 9 9 base/stone4
tile base 8 9 base/stone3
tile base 7 9 base/stone4
tile base 6 9 base/stone0
tile base 5 9 base/stone2
tile base 4 9 base/stone3
tile base 3 9 base/stone1
tile base 2 9 base/stone2
tile base 1 9 base/stone4
tile base 0 9 base/stone4
tile base 39 8 base/stone4
tile base 38 8 base/stone0
tile base 37 8 base/stone3
tile base 36 8 base/stone4
tile base 35 8 base/stone1
tile base 34 8 base/stone1
tile base 33 8 base/stone0
tile base 32 8 base/stone0
tile base 31 8 base/stone4
tile base 30 8 base/stone2
tile base 29 8 base/stone4
tile base 28 8 base/stone0
tile base 27 8 base/stone1
tile base 26 8 base/stone4
tile base 25 8 base/stone1
tile base 24 8 base/stone2
tile base 23 8 base/stone1
tile base 22 8 base/stone3
tile base 21 8 base/stone4
tile base 20 8 base/stone2
tile base 19 8 base/stone3
tile base 18 8 base/stone4
tile base 17 8 base/stone3
tile base 16 8 base/stone4
tile base 15 8 base/stone2
tile base 14 8 base/stone4
tile base 13 8 base/stone4
tile base 12 8 base/stone3
tile base 11 8 base/stone3
tile base 10 8 base/stone0
tile base 9 8 base/stone0
tile base 8 8 base/stone3
tile base 7 8 base/stone0
tile base 6 8 base/stone2
tile base 5 8 base/stone3
tile base 4 8 base/stone0
tile base 3 8 base/stone4
tile base 2 8 base/stone1
tile base 1 8 base/stone1
tile base 0 8 base/stone2
tile base 39 7 base/stone3
tile base 38 7 base/stone1
tile base 37 7 base/stone4
tile base 36 7 base/stone1
tile base 35 7 base/stone4
tile base 34 7 base/stone1
tile base 33 7 base/stone4
tile base 32 7 base/stone0
tile base 31 7 base/stone3
tile base 30 7 base/stone4
tile base 29 7 base/stone3
tile base 28 7 base/stone3
tile base 27 7 base/stone0
tile base 26 7 base/stone0
tile base 25 7 base/stone0
tile base 24 7 base/stone1
tile base 23 7 base/stone4
tile base 22 7 base/stone2
tile base 21 7 base/stone0
tile base 20 7 base/stone0
tile base 19 7 base/stone4
tile base 18 7 base/stone2
tile base 17 7 base/stone2
tile base 16 7 base/stone4
tile base 15 7 base/stone0
tile base 14 7 base/stone2
tile base 13 7 base/stone4
tile base 12 7 base/stone0
tile base 11 7 base/stone3
tile base 10 7 base/stone4
tile base 9 7 base/stone1
tile base 8 7 base/stone1
tile base 7 7 base/stone2
tile base 6 7 base/stone1
tile base 5 7 base/stone3
tile base 4 7 base/stone1
tile base 3 7 base/stone1
tile base 2 7 base/stone4
tile base 1 7 base/stone0
tile base 0 7 base/stone4
tile base 39 6 base/stone1
tile base 38 6 base/stone4
tile base 37 6 base/stone0
tile base 36 6 base/stone0
tile base 35 6 base/stone4
tile base 34 6 base/stone1
tile base 33 6 base/stone4
tile base 32 6 base/stone0
tile base 31 6 base/stone0
tile base 30 6 base/stone2
tile base 29 6 base/stone4
tile base 28 6 base/stone2
tile base 27 6 base/stone2
tile base 26 6 base/stone1
tile base 25 6 base/stone2
tile base 24 6 base/stone0
tile base 23 6 base/stone3
tile base 22 6 base/stone4
tile base 21 6 base/stone4
tile base 20 6 base/stone4
tile base 19 6 base/stone1
tile base 18 6 base/stone4
tile base 17 6 base/stone4
tile base 16 6 base/stone2
tile base 15 6 base/stone0
tile base 14 6 base/stone1
tile base 13 6 base/stone3
tile base 12 6 base/stone4
tile base 11 6 base/stone4
tile base 10 6 base/stone3
tile base 9 6 base/stone3
tile base 8 6 base/stone4
tile base 7 6 base/stone4
tile base 6 6 base/stone0
tile base 5 6 base/stone2
tile base 4 6 base/stone4
tile base 3 6 base/stone1
tile base 2 6 base/stone4
tile base 1 6 base/stone3
tile base 0 6 base/stone1
tile base 39 5 base/stone2
tile base 38 5 base/stone2
tile base 37 5 base/stone0
tile base 36 5 base/stone3
tile base 35 5 base/stone2
tile base 34 5 base/stone1
tile base 33 5 base/stone2
tile base 32 5 base/stone2
tile base 31 5 base/stone1
tile base 30 5 base/stone2
tile base 29 5 base/stone4
tile base 28 5 base/stone1
tile base 27 5 base/stone0
tile base 26 5 base/stone1
tile base 25 5 base/stone0
tile base 24 5 base/stone4
tile base 23 5 base/stone2
tile base 22 5 base/stone1
tile base 21 5 base/stone4
tile base 20 5 base/stone4
tile base 19 5 base/stone4
tile base 18 5 base/stone4
tile base 17 5 base/stone0
tile base 16 5 base/stone4
tile base 15 5 base/stone3
tile base 14 5 base/stone0
tile base 13 5 base/stone4
tile base 12 5 base/stone0
tile base 11 5 base/stone1
tile base 10 5 base/stone2
tile base 9 5 base/stone2
tile base 8 5 base/stone1
tile base 7 5 base/stone1
tile base 6 5 base/stone3
tile base 5 5 base/stone4
tile base 4 5 base/stone1
tile base 3 5 base/stone1
tile base 2 5 base/stone3
tile base 1 5 base/stone4
tile base 0 5 base/stone0
tile base 39 4 base/stone4
tile base 38 4 base/stone2
tile base 37 4 base/stone4
tile base 36 4 base/stone4
tile base 35 4 base/stone4
tile base 34 4 base/stone4
tile base 33 4 base/stone3
tile base 32 4 base/stone4
tile base 31 4 base/stone0
tile base 30 4 base/stone4
tile base 29 4 base/stone4
tile base 28 4 base/stone4
tile base 27 4 base/stone2
tile base 26 4 base/stone1
tile base 25 4 base/stone4
tile base 24 4 base/stone1
tile base 23 4 base/stone4
tile base 22 4 base/stone4
tile base 21 4 base/stone1
tile base 20 4 base/stone2
tile base 19 4 base/stone1
tile base 18 4 base/stone0
tile base 17 4 base/stone0
tile base 16 4 base/stone2
tile base 15 4 base/stone4
tile base 14 4 base/stone3
tile base 13 4 base/stone3
tile base 12 4 base/stone4
tile base 11 4 base/stone1
tile base 10 4 base/stone1
tile base 9 4 base/stone4
tile base 8 4 base/stone2
tile base 7 4 base/stone3
tile base 6 4 base/stone2
tile base 5 4 base/stone1
tile base 4 4 base/stone1
tile base 3 4 base/stone3
tile base 2 4 base/stone4
tile base 1 4 base/stone4
tile base 0 4 base/stone4
tile base 39 3 base/stone1
tile base 38 3 base/stone0
tile base 37 3 base/stone1
tile base 36 3 base/stone0
tile base 35 3 base/stone0
tile base 34 3 base/stone2
tile base 33 3 base/stone2
tile base 32 3 base/stone1
tile base 31 3 base/stone0
tile base 30 3 base/stone4
tile base 29 3 base/stone3
tile base 28 3 base/stone4
tile base 27 3 base/stone4
tile base 26 3 base/stone1
tile base 25 3 base/stone1
tile base 24 3 base/stone0
tile base 23 3 base/stone1
tile base 22 3 base/stone4
tile base 21 3 base/stone0
tile base 20 3 base/stone1
tile base 19 3 base/stone1
tile base 18 3 base/stone2
tile base 17 3 base/stone4
tile base 16 3 base/stone3
tile base 15 3 base/stone4
tile base 14 3 base/stone4
tile base 13 3 base/stone1
tile base 12 3 base/stone0
tile base 11 3 base/stone4
tile base 10 3 base/stone2
tile base 9 3 base/stone4
tile base 8 3 base/stone4
tile base 7 3 base/stone4
tile base 6 3 base/stone2
tile base 5 3 base/stone0
tile base 4 3 base/stone3
tile base 3 3 base/stone2
tile base 2 3 base/stone4
tile base 1 3 base/stone0
tile base 0 3 base/stone2
tile base 39 2 base/stone0
tile base 38 2 base/stone2
tile base 37 2 base/stone1
tile base 36 2 base/stone4
tile base 35 2 base/stone0
tile base 34 2 base/stone0
tile base 33 2 base/stone4
tile base 32 2 base/stone0
tile base 31 2 base/stone3
tile base 30 2 base/stone4
tile base 29 2 base/stone3
tile base 28 2 base/stone3
tile base 27 2 base/stone1
tile base 26 2 base/stone3
tile base 25 2 base/stone4
tile base 24 2 base/stone1
tile base 23 2 base/stone4
tile base 22 2 base/stone3
tile base 21 2 base/stone4
tile base 20 2 base/stone4
tile base 19 2 base/stone4
tile base 18 2 base/stone3
tile base 17 2 base/stone4
tile base 16 2 base/stone1
tile base 15 2 base/stone1
tile base 14 2 base/stone2
tile base 13 2 base/stone2
tile base 12 2 base/stone3
tile base 11 2 base/stone4
tile base 10 2 base/stone4
tile base 9 2 base/stone1
tile base 8 2 base/stone1
tile base 7 2 base/stone4
tile base 6 2 base/stone4
tile base 5 2 base/stone0
tile base 4 2 base/stone1
tile base 3 2 base/stone4
tile base 2 2 base/stone4
tile base 1 2 base/stone4
tile base 0 2 base/stone4
tile base 39 1 base/stone3
tile base 38 1 base/stone0
tile base 37 1 base/stone2
tile base 36 1 base/stone4
tile base 35 1 base/stone0
tile base 34 1 base/stone3
tile base 33 1 base/stone0
tile base 32 1 base/stone3
tile base 31 1 base/stone4
tile base 30 1 base/stone1
tile base 29 1 base/stone0
tile base 28 1 base/stone2
tile base 27 1 base/stone3
tile base 26 1 base/stone1
tile base 25 1 base/stone2
tile base 24 1 base/stone2
tile base 23 1 base/stone4
tile base 22 1 base/stone0
tile base 21 1 base/stone0
tile base 20 1 base/stone0
tile base 19 1 base/stone2
tile base 18 1 base/stone4
tile base 17 1 base/stone1
tile base 16 1 base/stone3
tile base 15 1 base/stone2
tile base 14 1 base/stone4
tile base 13 1 base/stone1
tile base 12 1 base/stone4
tile base 11 1 base/stone2
tile base 10 1 base/stone4
tile base 9 1 base/stone4
